presentacion_plano,ingreso,inmueble,superficie_en_m2,usos
2022-01-24,2021-12-2, 00274A02500000  ,"172,72",CONS DEPARTAMENTOS       
2022-01-25,2020-10-6,94803300000,"71,05",REG VIVIENDA             
2022-01-25,2021-10-5, 00810A04100000  ,"40,05",CONS VIVIENDA            
2022-01-26,2021-10-14, 0930B201400000  ,"69,01",VIVIENDA                 
2022-01-26,2021-11-3,9601700000,"267,36",VIVIENDA                 
2022-01-26,2021-11-26, 00548B01500000  ,"226,79",REG VIVIENDA             
2022-01-26,2021-12-29,56001000000,"232,43",CONFORME A OBRA          
2022-01-27,2021-07-30,94201300000,"126,3",REG VIVIENDA             
2022-01-27,2021-10-6, 00673A01500000  ,"299,55",CONS VIVIENDA            
2022-01-27,2021-10-26, 00188B01300000  ,"115,28",REG VIVIENDA             
2022-01-27,2021-11-2, 00444B00600000  ,"281,12",VIVIENDA                 
2022-01-27,2021-11-18,122301800000,"130,77",VIVIENDA                 
2022-01-27,2021-11-19,14301800000,"277,5",CONFORME A OBRA          
2022-01-27,2021-12-22, 00804A03300000  ,"112,8",VIVIENDA                 
2022-01-28,2021-08-23,61700700000,"148,35",DEMOLICION TOTAL         
2022-01-28,2021-09-23,109300200000,"135,18",CONS VIVIENDA            
2022-01-28,2021-10-12, 00953C01000000  ,"59,98",CONS VIVIENDA            
2022-01-28,2021-10-29, C0709202200000  ,0,                         
2022-01-28,2021-11-24, 00839B01100000  ,"122,56",REG VIVIENDA             
2022-01-28,2021-12-2,127701900000,"237,64",CONS PISCINA             
2022-01-28,2021-12-17,58802400000,"147,67",CONS. AMP VIVIENDA       
2022-01-28,2021-12-23, 00931E02600000  ,"191,61",CONS VIVIENDA            
2022-01-28,2022-01-11, 00065I02100000  ,"78,28",CONS VIVIENDA            
2022-01-31,2021-12-1,18602100000,"129,58",VIVIENDA                 
2022-02-1,2019-08-2,45202200000,"166,37",REG AMP VIVIENDA         
2022-02-1,2021-11-17,10600500000,"763,06",REG DEPOSITO             
2022-02-2,2021-04-14,73003400000,"221,81",REG VIVIENDA             
2022-02-2,2021-04-14, 01072E00700000  ,"133,69",REG VIVIENDA             
2022-02-2,2021-05-3,47402600003,"700,98",VIVIENDAS UNIFAMILIARES  
2022-02-2,2021-10-20,108000900000,"328,2",VIVIENDA                 
2022-02-2,2021-12-15,25900700000,"61,97",QUINCHO                  
2022-02-2,2021-12-20,106500300000,"295,16",CONS VIVIENDA            
2022-02-3,2020-11-27, 00889C01100000  ,"122,6",REG VIVIENDA             
2022-02-3,2021-12-2,25605300000,"87,55",REG VIVIENDA             
2022-02-3,2021-12-15, 00134A00500000  ,"175,94",10M2  POR UNICA VEZ      
2022-02-4,2013-06-19, 00147B00400000  ,"91,03",REG VIVIENDA             
2022-02-4,2021-09-23,70503100000,"345,06",REG VIVIENDA             
2022-02-4,2021-09-27,43902000602,"1528,33",10M2  POR UNICA VEZ      
2022-02-4,2021-12-14, 00465B01000000  ,"216,7",CONS. AMP VIVIENDA       
2022-02-4,2021-12-22, 00077C01800000  ,"60,72",CONS VIVIENDA            
2022-02-7,2019-03-6, 00833G00100000  ,"8823,67",FABRICA                  
2022-02-7,2021-09-17,67700200000,106,REG VIVIENDA             
2022-02-7,2021-12-9,22800700000,"265,46",VIVIENDA                 
2022-02-7,2021-12-20,30700900000,"414,08",REG COCHERAS             
2022-02-7,2021-12-20,30702200000,"594,32",DEPOSITO                 
2022-02-7,2022-01-6, P1001100400000  ,0,DEMOLICION TOTAL         
2022-02-7,2022-01-12,104300600000,"133,51",CONS VIVIENDA            
2022-02-8,2020-10-13,89700200000,"201,29",CONS VIVIENDA            
2022-02-8,2021-06-3,2101100000,"388,06",VIVIENDA                 
2022-02-8,2021-06-28,107200600000,"224,58",REG VIVIENDA             
2022-02-8,2021-08-12, 00808B01600000  ,"39,47",PLANO MUNICIPAL          
2022-02-8,2021-11-18, P1302401500000  ,"965,37",FABRICA                  
2022-02-8,2021-12-22, 00931J02500000  ,"164,04",REG VIVIENDA             
2022-02-9,2018-10-11, 0809F101200000  ,"78,9",REG VIVIENDA             
2022-02-9,2020-02-6,73801100000,"244,79",VIVIENDA                 
2022-02-9,2021-05-20,73801100000,"252,12",VIVIENDA                 
2022-02-9,2021-11-19,31500100000,"526,13",REG VIVIENDA             
2022-02-9,2021-12-15, 00149C00500000  ,"208,67",REG VIVIENDA             
2022-02-9,2022-01-4,32802500000,"246,37",CONS VIVIENDA            
2022-02-9,2022-01-21,56500700000,"91,5",10M2  POR UNICA VEZ      
2022-02-10,2020-09-28, P1302101800000  ,"3124,25",REG DEPOSITO             
2022-02-10,2021-10-7,45300300000,"230,91",CONS. AMP VIVIENDA       
2022-02-10,2021-12-15, 00118A00400000  ,"189,71",REG.PISCINA              
2022-02-10,2021-12-17,106902300000,"249,68",VIVIENDA                 
2022-02-10,2021-12-21, 00931N02500000  ,"97,51",VIVIENDA                 
2022-02-10,2021-12-28, 00889C03200000  ,"140,43",VIVIENDA                 
2022-02-11,2020-09-16,17901700000,"169,57",REG LOCAL COMERCIAL      
2022-02-11,2021-03-3,20100100000,"3532,76",CONCESIONARIA            
2022-02-11,2021-04-22, 00320D02800000  ,"170,83",REG AMP VIVIENDA         
2022-02-11,2021-08-19,44302600000,"294,95",CONFORME A OBRA          
2022-02-11,2021-10-29,56102200000,"363,35",REG AMP VIVIENDA         
2022-02-11,2021-11-12, 00142U01200000  ,"124,54",CONS. AMP VIVIENDA       
2022-02-11,2021-12-10, 00120A02300000  ,"157,05",CONS. AMP VIVIENDA       
2022-02-11,2021-12-29,57501400000,"107,09",REG VIVIENDA             
2022-02-11,2021-12-30,67700900000,"235,87",CONS. AMP VIVIENDA       
2022-02-14,2021-08-5, 00809G01800000  ,"39,47",CONS VIVIENDA            
2022-02-14,2022-01-13, 00081A03600000  ,"81,3",CONS VIVIENDA            
2022-02-14,2022-02-9, 00810A03900000  ,"39,47",CONS VIVIENDA            
2022-02-15,2019-11-4, 00444B00400000  ,"1161,04",REG LOCAL COMERCIAL      
2022-02-15,2021-08-26,58701000000,"80,76",REG VIVIENDA             
2022-02-15,2021-10-15,112601200000,"365,77",REG VIVIENDA             
2022-02-15,2021-12-21, 00801F00300000  ,"224,51",REG AMP VIVIENDA         
2022-02-15,2021-12-22,37602400000,"200,27",10M2  POR UNICA VEZ      
2022-02-15,2022-01-26, 0930B101800000  ,"90,04",CONS VIVIENDA            
2022-02-15,  /  /  , 00808B01300000  ,"39,47",CONS VIVIENDA            
2022-02-16,2018-08-3,61903500000,"276,82",REG AMP VIVIENDA         
2022-02-16,2021-08-3, 0142A501700000  ,"135,88",REG AMP VIVIENDA         
2022-02-16,2021-09-27, P0500300200000  ,"985,11",CEMENTERIO PARQUE        
2022-02-16,2021-12-30,41001000000,"212,38",CONS. AMP VIVIENDA       
2022-02-16,2022-01-25,19202000000,"283,83",CONS. AMP VIVIENDA       
2022-02-17,2020-12-9,40201300000,"1556,29",CONS DEPARTAMENTOS       
2022-02-17,2021-08-25,127400600000,"127,19",CONS. AMP VIVIENDA       
2022-02-17,2021-11-18,42702600000,"363,76",REG COCHERAS             
2022-02-17,2021-12-7,111601700000,"603,09",REG VIVIENDA             
2022-02-17,2022-01-28,94803300000,"128,89",CONS. AMP VIVIENDA       
2022-02-17,2022-02-2,65302500000,"197,62",REG VIVIENDA             
2022-02-18,2020-08-11,41301200000,"234,72",REG VIVIENDA             
2022-02-18,2021-04-5,7602000000,"76,71",REG VIVIENDA             
2022-02-18,2021-07-12,65704000000,"182,84",REG VIVIENDA             
2022-02-18,2021-12-17,17900100000,"252,09",REG VIVIENDA             
2022-02-18,2021-12-30,49001500000,"403,62",DEMOLICION PARCIAL       
2022-02-18,2022-01-26,94501200000,"53,15",VIVIENDA                 
2022-02-18,2022-02-18,108800500000,"272,46",CONS VIVIENDA            
2022-02-21,2021-11-1, 00908F01000000  ,"232,92",REG AMP VIVIENDA         
2022-02-21,2021-12-7, 00144C02000000  ,"300,33",REG VIVIENDA             
2022-02-21,2022-01-7,100401400000,"62,82",10M2  POR UNICA VEZ      
2022-02-21,2022-02-3,24200400000,0,DEMOLICION TOTAL         
2022-02-21,2022-02-8,51502400000,"90,91",DEMOLICION PARCIAL       
2022-02-21,2022-02-11, 00809G00500000  ,43,CONS VIVIENDA            
2022-02-22,2020-01-24,96103000000,"116,04",REG AMP VIVIENDA         
2022-02-22,2020-10-6, 00444C02500000  ,"132,35",REG VIVIENDA             
2022-02-22,2021-07-19, 00833C01800000  ,"120,8",REG AMP VIVIENDA         
2022-02-22,2021-09-7, 01073C00300000  ,"195,08",REG AMP VIVIENDA         
2022-02-22,2021-10-20,102100400000,"465,56",REG AMP VIVIENDA         
2022-02-22,2021-12-2,67000200000,"141,54",AMP VIVIENDA             
2022-02-22,2021-12-30,13102100000,"135,55",CONS VIVIENDA            
2022-02-22,2022-01-6,44801600000,"630,44",REFORMAS INTERNAS        
2022-02-22,2022-01-10,125601600000,178,VIVIENDA                 
2022-02-23,2021-08-26,122600900000,"339,5",REG VIVIENDA             
2022-02-23,2021-10-15,97502700000,"209,13",REG AMP VIVIENDA         
2022-02-23,2021-10-21,92402700000,"317,86",REG VIVIENDA             
2022-02-23,2021-11-23, 00118A00900000  ,"159,68",REG VIVIENDA             
2022-02-23,2021-12-10,121102900000,"228,53",CONS VIVIENDA            
2022-02-23,2021-12-16,127600900000,"373,49",CONS VIVIENDA            
2022-02-23,2021-12-17, 077CH101600000  ,"164,98",REG VIVIENDA             
2022-02-23,2022-01-7,109500100000,"115,1",REG VIVIENDA             
2022-02-24,2019-07-15,31401600000,"325,98",REG VIVIENDA             
2022-02-24,2019-09-3, 01073F00300000  ,"271,97",REG VIVIENDA             
2022-02-24,2020-11-16,74502100000,"548,42",CONS DEPOSITO            
2022-02-24,2021-10-7,59200800000,"133,22",REG VIVIENDA             
2022-02-24,2021-11-16, P1301800200000  ,"2294,06",REG VIVIENDA             
2022-02-24,2021-11-17, 00119A02200000  ,"216,79",REG VIVIENDA             
2022-02-24,2021-12-17, 00081B02300000  ,"239,97",REG AMP VIVIENDA         
2022-02-24,2022-01-4, 00081B02200000  ,"63,3",DEMOLICION TOTAL         
2022-02-25,2012-12-19,88300500000,"240,67",REG DEPOSITO             
2022-02-25,2021-07-16, 00163B02300000  ,"172,33",VIVIENDA                 
2022-02-25,2021-08-2,127102600000,"321,46",REG VIVIENDA             
2022-02-25,2021-11-17, P1102005100000  ,"280,88",REG VIVIENDA             
2022-02-25,2021-11-24,75402200000,"135,32",REG VIVIENDA             
2022-02-25,2021-12-20, P1000800300000  ,"545,9",REG VIVIENDA             
2022-02-25,2021-12-21,67601300000,"173,5",REG VIVIENDA             
2022-02-25,2021-12-30, 00793C03600000  ,"301,49",REG VIVIENDA             
2022-02-25,2022-01-4, 00120A02100000  ,"102,69",REG VIVIENDA             
2022-02-25,2022-01-17, 00809G02300000  ,"82,84",CONS VIVIENDA            
2022-02-25,2022-02-2,35900200000,"134,21",REG VIVIENDA             
2022-03-2,2019-02-20,48301000000,"353,87",CONST OFICINAS           
2022-03-3,2020-10-29,9601600000,280,CONST GALPON             
2022-03-3,2021-12-14,127900200000,"140,7",REG AMP VIVIENDA         
2022-03-3,2021-12-28, 01261G01300000  ,"217,58",AMP VIVIENDA             
2022-03-3,2022-01-26, 00889C02600000  ,"88,92",CONS VIVIENDA            
2022-03-3,2022-02-18, 00797A01900000  ,"39,47",CONS VIVIENDA            
2022-03-4,2021-05-18, 01261H01800000  ,0,                         
2022-03-4,2021-06-28, 01048A00400000  ,"404,21",VIVIENDA                 
2022-03-4,2021-11-16,52200600000,"212,22",REG VIVIENDA             
2022-03-4,2021-12-16,70503200000,"86,22",REG VIVIENDA             
2022-03-4,2021-12-21, 00119D03100000  ,"119,73",CONS VIVIENDA            
2022-03-4,2022-01-7,124203900000,"139,02",REG VIVIENDA             
2022-03-4,2022-01-14,29801800000,"303,63",CONS. AMP VIVIENDA       
2022-03-4,2022-02-1,66501600000,"10,88",REG DEPOSITO             
2022-03-4,2022-02-1,66502100000,"423,3",REG VIVIENDA             
2022-03-7,2021-09-13,33903600001,"386,89",REG.PISCINA              
2022-03-7,2021-12-30,16700300000,"158,33",VIVIENDA                 
2022-03-7,2022-01-12,34002100000,"273,12",REFORMAS INTERNAS        
2022-03-9,2021-09-23, P1400202200000  ,"5546,59",CENTRO INVESTIGACION     
2022-03-9,2021-11-5,127002900000,"268,17",CONFORME A OBRA          
2022-03-9,2021-11-25, 00038D01500000  ,"79,65",AMP VIVIENDA             
2022-03-9,2022-01-6, 00908F01700000  ,"234,81",CONS VIVIENDA            
2022-03-10,2002-12-30,19200200000,"142,8",10M2  POR UNICA VEZ      
2022-03-10,2021-02-18, 00149E00100000  ,"329,27",REG GALPON               
2022-03-10,2021-04-23,90800200000,"273,57",CONS VIVIENDA            
2022-03-10,2021-11-24, 00953G00600000  ,"247,57",AMP VIVIENDA             
2022-03-10,2021-12-20, 01073J01600000  ,"237,46",REG VIVIENDA             
2022-03-10,2022-01-12,83702800000,"148,65",REG AMP VIVIENDA         
2022-03-10,2022-01-21,84900800000,"145,23",CONS VIVIENDA            
2022-03-10,2022-01-21, 00250A01600000  ,"241,57",CONS VIVIENDA            
2022-03-11,2021-05-4, P0900600500000  ,"423,1",VIVIENDA                 
2022-03-11,2022-02-2,88600700000,"81,02",CONS VIVIENDA            
2022-03-11,2022-02-10,90903800000,"184,7",REG VIVIENDA             
2022-03-14,2021-11-17,70802200000,"151,98",CONS VIVIENDA            
2022-03-15,2021-07-20,24400100000,"141,4",CONST AMP                
2022-03-15,2022-01-12,73201700000,"56,59",REG VIVIENDA             
2022-03-15,2022-02-2, 00953D01300000  ,138,CONS. AMP VIVIENDA       
2022-03-15,2022-02-4,18501200000,"39,97",CONS VIVIENDA            
2022-03-15,2022-02-11, 01073C00700000  ,"155,38",CONS COCHERAS            
2022-03-15,2022-02-16, 00809G00200000  ,"39,47",CONS VIVIENDA            
2022-03-16,2021-09-23,92502500000,"252,62",AMP LOCAL COMERCIAL      
2022-03-16,2021-10-4,48201300000,"704,42",CONS VIVIENDA            
2022-03-16,2021-11-19, 00809E02100000  ,"64,01",REG VIVIENDA             
2022-03-16,2022-01-13,34701500000,"234,8",REG VIVIENDA             
2022-03-16,2022-01-14, 0142F101100000  ,"128,68",REG VIVIENDA             
2022-03-16,2022-02-8,29602000000,"247,69",REG VIVIENDA             
2022-03-17,2021-11-19,29100700000,0,DEMOLICION TOTAL         
2022-03-17,2021-12-3,9602000000,"129,22",REG VIVIENDA             
2022-03-18,2021-08-26, 0142D100600000  ,"97,18",REG.PISCINA              
2022-03-18,2021-10-12,55402000000,"183,4",REG AMP VIVIENDA         
2022-03-18,2022-01-4,24600400000,"201,72",AMP VIVIENDA             
2022-03-18,2022-02-2,104200300000,"209,8",REG AMP VIVIENDA         
2022-03-18,2022-02-16,127603000000,"207,11",REG AMP VIVIENDA         
2022-03-18,2022-03-2, 00953F00400000  ,"84,89",CONS VIVIENDA            
2022-03-21,2021-10-18,16901600000,"251,59",REG LOCAL COMERCIAL      
2022-03-21,2022-01-6,32802600000,"193,06",AMP VIVIENDA             
2022-03-21,2022-02-3,66503600000,"79,56",CONS VIVIENDA            
2022-03-21,2022-02-10,31401300000,"168,82",REG VIVIENDA             
2022-03-21,2022-03-2,92200900000,"119,87",CONS VIVIENDA            
2022-03-22,2021-11-17,53102700000,"478,37",REFORMAS INTERNAS        
2022-03-22,2022-01-17,127800900000,"203,09",REG VIVIENDA             
2022-03-22,2022-02-25,96201500000,"163,53",CONS VIVIENDA            
2022-03-23,2021-12-15,23300800000,"138,65",AMP LOCAL COMERCIAL      
2022-03-23,2021-12-20,13800100000,"643,89",CONS VIVIENDA            
2022-03-25,2021-05-20, P0701800600000  ,"9066,24",REGULARIZACION           
2022-03-28,2015-06-15,28101000000,"422,58",REG Y AMPL VIVIENDA      
2022-03-28,2021-10-5,45302700000,"111,14",REG VIVIENDA             
2022-03-28,2021-12-14,61902100002,"156,75",REG VIVIENDA             
2022-03-28,2021-12-30,28101000000,"437,89",REG VIVIENDA             
2022-03-28,2022-02-16,56600200000,"215,83",REG VIVIENDA             
2022-03-29,2020-10-23, 00793B00300000  ,"243,48",VIVIENDA COLECTIVA       
2022-03-29,2022-01-4,28500600000,"93,79",REG VIVIENDA             
2022-03-29,2022-03-2,17601200000,"120,14",REG VIVIENDA             
2022-03-30,2022-02-11, 00089A00700000  ,"79,3",CONS PISCINA             
2022-03-31,2021-11-5, 00177B01000000  ,"160,13",CONS VIVIENDA            
2022-03-31,2021-11-30,64200100000,"155,08",REG VIVIENDA             
2022-03-31,2021-12-20,9401300000,600,CONS LOCALES COM         
2022-03-31,2022-03-11,39301300000,"312,04",CONFORME A OBRA          
2022-04-1,2021-08-4,57002600000,"369,4",CONS VIVIENDA            
2022-04-1,2021-12-30, 00839A00200000  ,"119,47",REG.PISCINA              
2022-04-1,2022-03-14, 00105A01200000  ,"70,4",CONS PISCINA             
2022-04-4,2018-07-27, 00103F00400000  ,"78,6",REG VIVIENDA             
2022-04-4,2021-08-10,100802400000,"138,2",REG VIVIENDA             
2022-04-4,2021-11-18,71701900000,"181,94",REG VIVIENDA             
2022-04-4,2022-03-11, 00957A00800000  ,"177,75",CONS. AMP VIVIENDA       
2022-04-4,2022-03-15, 00320B01100000  ,"126,43",REG OFICINAS             
2022-04-5,2021-11-16,75103700000,"127,99",CONS PISCINA             
2022-04-5,2022-02-16,77500200000,"2654,28",REGULARIZACION           
2022-04-5,2022-02-21,96201100000,"59,3",CONS VIVIENDA            
2022-04-6,2022-03-11,27101800000,"54,46",QUINCHO                  
2022-04-7,2021-12-20,36902200000,"160,74",REG VIVIENDA             
2022-04-7,2021-12-22,29401600000,"306,54",CONS. AMP VIVIENDA       
2022-04-7,2022-02-15, 00889D00800000  ,"91,61",CONS VIVIENDA            
2022-04-7,2022-02-21,127403100000,"149,2",CONS VIVIENDA            
2022-04-7,2022-02-22, P0500300200000  ,"985,11",CEMENTERIO PARQUE        
2022-04-7,2022-03-3,10200700000,"295,74",CONFORME A OBRA          
2022-04-7,2022-03-9,64701300000,"365,74",REG OFICINAS             
2022-04-8,2021-12-22,25901900000,"230,03",CONS. AMP VIVIENDA       
2022-04-8,2022-03-7, 00142F00200000  ,"289,48",REG VIVIENDA             
2022-04-11,2021-11-5,42102000000,"264,8",REG.PISCINA              
2022-04-11,2021-12-17,70300100000,"77,94",REG VIVIENDA             
2022-04-11,2022-01-14,8001100000,"199,69",REG VIVIENDA             
2022-04-11,2022-02-11,58602900002,"360,18",10M2  POR UNICA VEZ      
2022-04-12,2021-12-28,91500400000,"419,25",REG Y AMPL VIVIENDA      
2022-04-12,2022-02-2,27800800000,"285,22",REG VIVIENDA             
2022-04-12,2022-02-21,56301400000,"330,54",REG AMP VIVIENDA         
2022-04-12,2022-03-4,51201400000,"271,41",REG VIVIENDA             
2022-04-12,2022-03-17,50801200000,"224,94",REG VIVIENDA             
2022-04-13,2021-06-25,121900100000,"326,94",CONS. AMP VIVIENDA       
2022-04-13,2022-01-27,56502600000,"280,54",REFORMAS INTERNAS        
2022-04-13,2022-02-8,51500500000,"280,53",DEMOLICION PARCIAL       
2022-04-13,2022-03-2,9101900000,"179,04",REG AMP VIVIENDA         
2022-04-13,2022-03-3,10200600000,"320,4",CONFORME A OBRA          
2022-04-13,2022-03-11,84502300000,"251,44",CONS. AMP VIVIENDA       
2022-04-13,2022-03-16,74401900000,"134,24",10M2  POR UNICA VEZ      
2022-04-18,2021-12-21,46601900000,"176,78",REG Y AMPL VIVIENDA      
2022-04-19,2021-08-6,39802300000,"1561,59",REGULARIZACION           
2022-04-19,2022-02-2,80903100000,"59,97",CONS VIVIENDA            
2022-04-19,2022-03-9,64003600000,"165,76",DEMOLICION TOTAL         
2022-04-19,2022-03-22,62602700000,"257,52",REG VIVIENDA             
2022-04-19,2022-03-30,26601300000,"126,56",10M2  POR UNICA VEZ      
2022-04-20,2022-01-31, 00953B01400000  ,"126,9",REG DEPOSITO             
2022-04-20,2022-03-29,90903800000,"229,58",CONS. AMP VIVIENDA       
2022-04-21,2022-01-3, 0930A201900000  ,"75,25",CONS VIVIENDA            
2022-04-21,2022-02-11,24200900000,"294,01",REG AMP VIVIENDA         
2022-04-21,2022-02-21, 00249B01800000  ,"137,01",REG AMP VIVIENDA         
2022-04-21,2022-03-14,38300500000,"257,74",CONS VIVIENDA            
2022-04-21,2022-03-16,49401800000,"143,88",CONS. AMP VIVIENDA       
2022-04-21,2022-03-22,127602700000,"309,99",CONS VIVIENDA            
2022-04-22,2020-06-9,32201000000,"380,82",REG VIVIENDA             
2022-04-22,2021-10-18,94001800000,"172,06",REG GARAGE               
2022-04-22,2022-02-24,87901200000,"152,99",CONS VIVIENDA            
2022-04-22,2022-03-18,26001500000,"115,94",REG AMP VIVIENDA         
2022-04-22,2022-03-18,64902300000,"126,24",10M2  POR UNICA VEZ      
2022-04-25,2019-10-2,18401900000,"121,86",REG AMP VIVIENDA         
2022-04-25,2022-02-25,14001600000,"72,23",REG AMP VIVIENDA         
2022-04-25,2022-03-10,36502500000,"165,81",REG VIVIENDA             
2022-04-25,2022-03-14, 00105A01300000  ,"140,7",AMP VIVIENDA             
2022-04-27,2021-12-3, P1300201200000  ,16591,REG DEPOSITO             
2022-04-27,2022-01-13, H0500100900010  ,"460,5",REG HANGAR               
2022-04-27,2022-01-17,5602000000,"112,9",CONS VIVIENDA            
2022-04-27,2022-02-15,38901700000,"278,2",DEMOLICION PARCIAL       
2022-04-27,2022-03-28,35800700000,"63,85",DEMOLICION PARCIAL       
2022-04-27,2022-03-29,65503000000,"87,91",REG VIVIENDA             
2022-04-27,2022-04-1,91401200000,"220,64",REG VIVIENDA             
2022-04-28,2017-05-22,82600100000,"7461,59",CONST AMP                
2022-04-28,2021-07-13,37501600000,"347,93",REG LOCAL COMERCIAL      
2022-04-28,2022-03-11,33402200000,"209,08",CONS. AMP VIVIENDA       
2022-04-29,2020-08-31,54700600000,"459,46",REG VIVIENDA             
2022-04-29,2021-11-24, 00931O00400000  ,"112,75",CONS. AMP VIVIENDA       
2022-04-29,2022-03-16,6000100000,"3129,09",DEMOLICION PARCIAL       
2022-04-29,2022-04-7, 00672B00800000  ,"197,26",RELEVAMIENTO             
2022-05-2,2021-06-4,82602400000,"8069,76",REGULARIZACION           
2022-05-2,2021-11-23,38500100000,"91,35",CONS VIVIENDA            
2022-05-3,2021-10-18, 00789A00600000  ,"49,33",REG VIVIENDA             
2022-05-3,2021-12-10, P1302301700000  ,"1054,68",CONS DEPOSITO            
2022-05-3,2022-02-25,80501300000,"87,95",REG VIVIENDA             
2022-05-3,2022-03-28, 00931A02100000  ,"234,56",REG VIVIENDA             
2022-05-4,2022-01-26,11401500000,"237,51",REG VIVIENDA             
2022-05-4,2022-02-22, 00105B00800000  ,"157,36",VIVIENDA                 
2022-05-5,2022-03-2,52000800000,"224,29",REG AMP VIVIENDA         
2022-05-5,2022-03-29,64301100000,"292,16",CONS VIVIENDA            
2022-05-5,2022-04-12,80902800000,"59,44",CONS VIVIENDA            
2022-05-6,2021-12-15, 00188B01800001  ,"302,82",REG VIVIENDA             
2022-05-6,2022-01-21, 00148D01400000  ,"144,1",REGULARIZACION           
2022-05-6,2022-03-2,30700800000,"484,65",REG LOCAL COMERCIAL      
2022-05-6,2022-03-2,30700700000,"365,34",REG LOCAL COMERCIAL      
2022-05-6,2022-03-25, 00953N02000000  ,"96,08",AMP VIVIENDA             
2022-05-6,2022-04-13, 01073L01600000  ,"137,12",REG VIVIENDA             
2022-05-6,2022-04-13, 00953G01000000  ,"249,44",REG.PISCINA              
2022-05-9,2020-06-29,106900100000,"231,63",REG AMPLIACION           
