presentacion_plano,ingreso,inmueble,superficie_en_m2,usos
2021-03-30,2020-11-19, P1302301400000  ,"1180,75",REG DEPOSITO             
2021-03-30,2021-01-25,94001000000,"278,57",CONFORME A OBRA          
2021-03-30,  /  /  ,94001000000,0,                         
2021-03-31,2019-02-25,10201900000,"123,95",VIVIENDA                 
2021-03-31,2020-07-14, 00142N01100000  ,"395,56",REG AMP VIVIENDA         
2021-03-31,2020-07-30,33101700000,"297,2",OFICINAS                 
2021-03-31,2021-01-23,92202400000,"188,56",VIVIENDA                 
2021-03-31,2021-02-10,14300700000,"144,33",VIVIENDA                 
2021-04-5,2021-01-18, 00330B00200002  ,"216,86",AMP VIVIENDA             
2021-04-5,2021-01-26,21800600000,"164,53",VIVIENDA                 
2021-04-5,2021-01-26,80002000000,"135,3",VIVIENDA                 
2021-04-5,2021-02-22, 00672A01300000  ,"109,68",VIVIENDA                 
2021-04-6,2020-08-4, 00747B03500000  ,"956,48",RELEVAMIENTO             
2021-04-6,2020-11-12,15203100000,"148,59",REG VIVIENDA             
2021-04-6,2020-12-17,93701300000,"76,26",VIVIENDA                 
2021-04-6,2020-12-29,26901100000,"166,34",VIVIENDA                 
2021-04-6,2021-01-28, 00041B02000000  ,"43,05",VIVIENDA                 
2021-04-7,2020-12-11,36800500000,"182,1",REG AMP VIVIENDA         
2021-04-7,2020-12-21,64100500000,2,REG AMP VIVIENDA         
2021-04-7,2021-01-19, 01116C00200000  ,"179,51",CONS. AMP VIVIENDA       
2021-04-7,2021-02-4,31500300000,"396,04",OFICINAS                 
2021-04-8,2020-10-19, 00089B01600000  ,"229,84",CONS VIVIENDA            
2021-04-8,2020-12-9,84700300000,"109,29",CONS VIVIENDA            
2021-04-9,2019-09-9,31401500000,"179,55",REG VIVIENDA             
2021-04-9,2019-11-27,5800100000,"6466,89",CONS TALLER              
2021-04-9,2020-01-20, P1302401500000  ,"947,27",ENSAMBLADO DE CABLES     
2021-04-9,2020-09-25,65003100000,"283,77",CONS. AMP VIVIENDA       
2021-04-9,2020-11-3, 01261H01900000  ,"319,28",AMP VIVIENDA             
2021-04-9,2020-12-3, 00320B01800000  ,"52,75",10M2  POR UNICA VEZ      
2021-04-9,2020-12-28,50002500000,"272,8",VIVIENDA                 
2021-04-9,2021-02-8,91400200000,"118,14",CONS VIVIENDA            
2021-04-9,2021-02-17,65303500000,"130,28",REG VIVIENDA             
2021-04-12,2019-11-8, 01117D00300000  ,"423,38",REG AMP VIVIENDA         
2021-04-12,2021-02-8,38201000000,"227,84",VIVIENDA                 
2021-04-13,2019-02-28,34501500002,"292,68",VIVIENDA 1 Y 2           
2021-04-13,2020-10-5,67000700000,0,DEMOLICION TOTAL         
2021-04-13,2020-11-12,70402300000,"265,52",VIVIENDA                 
2021-04-13,2020-11-17, 00407A02800000  ,"285,87",VIVIENDA                 
2021-04-13,2020-11-24, P1102002700000  ,"278,4",REG Y AMPL VIVIENDA      
2021-04-13,2021-01-13,69901200000,"115,55",REG VIVIENDA             
2021-04-14,2020-08-7,21000100000,"214,26",GALPON DEPOSITO          
2021-04-14,2020-10-31, 00177A01400000  ,"347,3",LOCAL COMERCIAL          
2021-04-14,2020-12-1,66200400000,186,REG VIVIENDA             
2021-04-14,2020-12-19,27500800001,"133,92",REG ALERO                
2021-04-14,2021-01-6,16402300000,"205,03",VIVIENDA                 
2021-04-14,2021-01-22, 01073B02700000  ,"236,51",VIVIENDA                 
2021-04-14,2021-02-4, 01117B00800000  ,"299,86",CONS VIVIENDA            
2021-04-15,2020-07-27,91000100000,"1083,71",REGULARIZACION           
2021-04-15,2020-08-24,71500700000,"454,17",CONS TALLER              
2021-04-15,2020-10-31, 00119C02900000  ,"52,39",REG VIVIENDA             
2021-04-15,2020-11-10,60801900000,"55,5",VIVIENDA                 
2021-04-15,2020-11-27,69701700000,"149,79",REGUL.VIVIENDAS          
2021-04-16,2020-08-25,56300100000,"359,84",CONST AMP                
2021-04-16,2020-12-14, 01117D00600000  ,"267,36",VIVIENDA                 
2021-04-16,2021-01-6,104400100000,"263,25",VIVIENDA                 
2021-04-16,2021-01-13, 00931B00600000  ,"153,34",VIVIENDA                 
2021-04-16,2021-01-28, 00931G01700000  ,"156,34",COCHERAS                 
2021-04-16,2021-02-4,91400600000,"58,92",CONS VIVIENDA            
2021-04-16,2021-02-19,65001300000,"276,36",REG Y AMPL VIVIENDA      
2021-04-19,2020-08-31,40401100015,"3152,49",10M2  POR UNICA VEZ      
2021-04-19,2020-10-5,8000700000,"200,21",REG AMP VIVIENDA         
2021-04-19,2020-11-17, 00142K00800000  ,"180,52",DEMOLICION PARCIAL       
2021-04-19,2021-01-27,99902700000,"127,15",VIVIENDA                 
2021-04-20,2020-12-21,106201800000,"125,06",CONS VIVIENDA            
2021-04-20,2021-01-13, 00931K03000000  ,"188,87",REG AMP VIVIENDA         
2021-04-20,2021-01-15, 01116C00500000  ,"328,07",CONS VIVIENDA            
2021-04-20,2021-02-9, 00149E02600000  ,"102,99",REG VIVIENDA             
2021-04-21,2020-03-10,48802400000,"228,28",VIVIENDA                 
2021-04-21,2020-08-11,65102300000,"454,04",LOCAL COMERCIAL          
2021-04-21,2020-12-30,12900800000,"115,87",VIVIENDA                 
2021-04-21,  /  /  ,65102300000,0,                         
2021-04-22,2020-08-20,112800900000,"339,82",OFICINAS                 
2021-04-22,2020-09-29, 00038A02400000  ,"179,39",CONS VIVIENDA            
2021-04-22,2021-01-7, 00163B00600000  ,"212,89",VIVIENDA                 
2021-04-22,2021-01-29,24101600000,"147,38",CONS. AMP VIVIENDA       
2021-04-22,2021-03-5,68901100000,"105,65",CONS. AMP VIVIENDA       
2021-04-23,2020-09-4, 00147B01700000  ,4,REG.AMP.LOCAL COMERCIAL  
2021-04-23,2020-12-17,93500300000,"113,28",VIVIENDA                 
2021-04-23,2021-01-7, 00953K02400000  ,"211,17",AMP VIVIENDA             
2021-04-23,2021-01-18,12100800000,"312,68",VIVIENDA                 
2021-04-23,2021-02-18,56100400000,"91,54",AMP VIVIENDA             
2021-04-27,2020-08-4, 00188B02100000  ,"196,46",REG AMP VIVIENDA         
2021-04-27,2020-11-30, 01265A01300000  ,"162,22",REG VIVIENDA             
2021-04-27,2020-12-17,7700400000,"60,6",REG VIVIENDA             
2021-04-27,2021-02-4, 00953O01800000  ,"177,98",REG VIVIENDA             
2021-04-27,2021-02-22,41001200000,"292,67",REG VIVIENDA             
2021-04-27,2021-02-26, 00177A01200000  ,"85,05",CONFORME A OBRA          
2021-04-27,2021-03-16,90400600000,"76,74",10M2  POR UNICA VEZ      
2021-04-28,2021-03-2,33500500000,"101,4",10M2  POR UNICA VEZ      
2021-04-29,2019-01-28,124500800000,"315,66",REG AMP VIVIENDA         
2021-04-29,2019-08-20, 00836A00300000  ,"203,28",REG VIVIENDA             
2021-04-29,2020-09-17,28802700000,"391,39",DEMOLICION PARCIAL       
2021-04-29,2020-11-2,35900800000,"160,42",VIVIENDA                 
2021-04-29,2020-12-18,48202100000,"718,04",VIVIENDA 1-2-3           
2021-04-29,2021-02-18,21000200000,"120,37",CONS VIVIENDA            
2021-04-29,2021-03-10, P1000500200000  ,"32,67",RELEVAMIENTO             
2021-04-29,2021-03-15,58301700000,"134,26",REG VIVIENDA             
2021-04-29,2021-03-19,94800600000,"166,13",VIVIENDA                 
2021-05-3,2020-11-30,37001700000,"300,5",REG.AMP.LOCAL COMERCIAL  
2021-05-3,2021-02-19, 00908F02100000  ,"226,34",AMP VIVIENDA             
2021-05-4,2020-08-31, 00931K01600000  ,"165,69",VIVIENDA                 
2021-05-4,2021-03-12,121601100000,70,VIVIENDA                 
2021-05-4,2021-04-13, 00142N00300000  ,"277,52",10M2  POR UNICA VEZ      
2021-05-5,2020-11-24,41700700000,"449,08",SALON COMERCIAL          
2021-05-5,2020-12-28,14001400000,"155,88",VIVIENDA                 
2021-05-5,2021-01-13,64701300000,"349,6",DEPOSITO AUTOS           
2021-05-5,2021-01-15,127001500000,"189,27",VIVIENDA                 
2021-05-5,2021-01-23,10200400000,"211,69",AMP VIVIENDA             
2021-05-5,2021-03-25,34202300000,"271,05",REG.PISCINA              
2021-05-5,2021-04-6, 01117E00400000  ,"330,79",CONS PISCINA             
2021-05-6,2019-12-23,54501000000,"140,89",REG VIVIENDA             
2021-05-6,2020-12-3,126901900000,"249,06",CONS VIVIENDA            
2021-05-6,2021-03-29,45201000000,"178,28",REG VIVIENDA             
2021-05-7,2021-03-16,53500300000,"130,65",AMP VIVIENDA             
2021-05-7,2021-03-29, 00163C01500000  ,"118,9",VIVIENDA                 
2021-05-10,2020-11-4,104000800000,"253,29",VIVIENDA                 
2021-05-10,2021-03-1,27702200000,"179,3",VIVIENDA-DEP.QUINCHO     
2021-05-10,2021-04-9, 00962F00800000  ,"73,42",VIVIENDA                 
2021-05-11,2020-12-22,16301000000,"94,8",VIVIENDA                 
2021-05-11,2020-12-30,91501400000,"215,63",AMP VIVI A REG           
2021-05-11,2021-03-15,104600600000,"148,15",VIVIENDA                 
2021-05-12,2021-01-27,72400600000,"170,7",VIVIENDA                 
2021-05-12,2021-02-22,39901700000,"220,71",PANIFICADORA             
2021-05-12,2021-04-5,43502000000,0,DEMOLICION TOTAL         
2021-05-13,2019-12-30, 00833H01900000  ,"207,26",REG VIVIENDA             
2021-05-13,2020-09-25,59202000000,"293,76",RELEVAMIENTO             
2021-05-13,2021-01-8, 01117D00100000  ,"587,87",CONS VIVIENDA            
2021-05-13,2021-02-12,48202500001,"569,97",REG.AMP.LOCAL COMERCIAL  
2021-05-13,2021-02-23, 00249A00200000  ,"297,15",CONS VIVIENDA COLECTIVA  
2021-05-13,2021-03-3,43803300000,"435,38",REG LOCAL COMERCIAL      
2021-05-13,2021-03-25, 0930A100200000  ,"184,34",CONST LOCAL Y VIVIENDA   
2021-05-13,2021-04-6, 01261B01900000  ,"263,35",CONS VIVIENDA            
2021-05-14,2017-05-4,30300300000,"303,36",REG VIVIENDA             
2021-05-14,2020-02-20,2301000000,"356,39",CONS. AMP VIVIENDA       
2021-05-14,2020-09-16,50305000000,"965,67",LOCAL-VIV.DEPOS          
2021-05-14,2021-02-11,46700600000,"126,38",REG VIVIENDA             
2021-05-14,2021-02-26,46100200000,"99,41",SALON COMERCIAL          
2021-05-14,2021-03-10, P1001300100000  ,"965,59",REG VIVIENDA             
2021-05-14,2021-03-22, 0930B100600000  ,"163,59",CONS VIVIENDA            
2021-05-14,2021-03-22, 0930B100500000  ,"163,59",CONS VIVIENDA            
2021-05-14,2021-03-23, 01261I00500000  ,"279,48",10M2  POR UNICA VEZ      
2021-05-17,2017-11-7,108802200000,"186,66",OFICINA - QUINCHO        
2021-05-17,2020-10-9,68502300000,"576,43",LOCAL-DEPART.            
2021-05-17,2020-10-21, 01261G00600000  ,"346,19",DEMOLICION PARCIAL       
2021-05-17,2020-12-9,38001300000,"619,05",CONS VIVIENDA            
2021-05-17,2021-01-19, 01265A00700000  ,"308,05",REG AMP VIVIENDA         
2021-05-17,2021-02-8, 00103B02100000  ,"112,68",VIVIENDA                 
2021-05-17,2021-03-19,60401500000,"245,22",AMP VIVIENDA             
2021-05-17,2021-04-8,96104400000,"124,66",CONS VIVIENDA            
