presentacion_plano,ingreso,inmueble,superficie_en_m2,usos
2023-02-1,2022-11-16,47700300000,"250,52",CONS. AMP VIVIENDA       
2023-02-1,2022-11-30,107902300000,"638,4",REG ALERO                
2023-02-2,2022-09-5, 00813A02000000  ,"100,28",REG VIVIENDA             
2023-02-2,2022-09-29,77800200000,"2792,62",AMP GALPON               
2023-02-2,2022-10-4,58303800000,"265,46",REG VIVIENDA             
2023-02-2,2022-11-8,25201200000,"150,77",CONFORME A OBRA          
2023-02-2,2022-12-21,71501200000,"64,88",REG ALERO                
2023-02-3,2022-10-5,32401200000,"141,54",RELEVAMIENTO             
2023-02-3,2022-10-21,55605100000,"220,89",REFORMA INTERNA          
2023-02-3,2022-10-21,32501000000,"194,65",DEPOSITO                 
2023-02-3,2022-12-21,18601900000,"163,88",VIVIENDA                 
2023-02-3,2022-12-27,25604800000,"117,7",CONS VIVIENDA            
2023-02-3,2023-01-12,25601000000,0,DEMOLICION TOTAL         
2023-02-3,2023-01-27,5401300000,"218,89",VIVIENDA                 
2023-02-6,2022-08-30,7602100000,"120,42",VIVIENDA                 
2023-02-6,2023-01-11,25600900000,0,DEMOLICION TOTAL         
2023-02-7,2022-07-25, 00833H02400000  ,"802,52",REG VIVIENDA             
2023-02-7,2022-08-2, 0120CH00600000  ,"70,39",DEMOLICION PARCIAL       
2023-02-7,2022-10-27,42202500000,162,CONSULTORIO              
2023-02-7,2022-11-2,75700900000,"149,69",REGULARIZAR              
2023-02-7,2022-11-18,127101500000,"535,7",VIVIENDA                 
2023-02-7,2023-02-8, 00810D02100000  ,40,PLANO MUNICIPAL          
2023-02-8,2022-04-4,30401800000,"89,5",VIVIENDA                 
2023-02-8,2022-11-22,53100400000,"322,6",REG ALERO                
2023-02-8,2022-12-21, 00889C02700000  ,108,CONS VIVIENDA            
2023-02-9,2022-05-5,71500900000,"265,03",VIVIENDA                 
2023-02-10,2022-10-12,97501700000,"140,28",REG VIVIENDA             
2023-02-10,2022-11-11,40601100000,"287,55",CONS VIVIENDA            
2023-02-10,2022-11-22,35801800000,"217,39",VIVIENDA                 
2023-02-10,2023-02-13, 00809F02100000  ,40,PLANO MUNICIPAL          
2023-02-13,2022-12-2,104300600000,"215,05",VIVIENDA                 
2023-02-13,2022-12-19,16403100000,"61,73",VIVIENDA                 
2023-02-14,2022-10-14,15103000000,"181,75",DEMOLICION PARCIAL       
2023-02-14,2022-10-19,14100200000,"267,51",REG VIVIENDA             
2023-02-14,2022-11-25,104402100000,"178,83",REG VIVIENDA             
2023-02-14,2022-12-2,62602400000,"126,21",VIVIENDA                 
2023-02-14,2023-02-14,85900700000,"288,17",VIVIENDA 1-2-3           
2023-02-15,2022-04-4,68502200000,"54,95",CONS VIVIENDA            
2023-02-15,2022-09-30,53302900000,"449,23",VIVIENDA                 
2023-02-15,2022-12-1,80102100000,"144,53",VIVIENDA                 
2023-02-15,2022-12-12,92100800000,"174,66",REG VIVIENDA             
2023-02-15,2022-12-26, 01019A01900000  ,"286,6",LOCAL COMERCIAL          
2023-02-15,2023-01-4,93702400000,56,CONS VIVIENDA            
2023-02-15,2023-01-17, 00177B03100000  ,"221,4",CONFORME A OBRA          
2023-02-16,2022-10-14,60002900000,"272,44",REG VIVIENDA             
2023-02-16,2022-12-26,41302300002,"221,46",VIVIENDA 1 Y 2           
2023-02-16,2022-12-26, 00908D01100000  ,"223,24",CONS VIVIENDA            
2023-02-16,2023-02-16, 00986A03000000  ,40,CONS VIVIENDA            
2023-02-16,2023-02-16,51000400002,"604,79",DEMOLICION PARCIAL       
2023-02-17,2022-11-8,53900600000,240,CONS LOCALES COM         
2023-02-17,2022-12-13, 00149E02500000  ,5,BANO                     
2023-02-17,2022-12-29,66303400000,"98,57",DEMOLICION PARCIAL       
2023-02-17,2023-01-10, 00104C02900000  ,"76,82",REG DEPOSITO             
2023-02-22,2022-10-19,69701500000,"242,72",REG DEPOSITO             
2023-02-22,2022-12-28,2103500000,"178,22",VIVIENDA                 
2023-02-22,2023-01-2,70400200000,"105,38",VIVIENDA                 
2023-02-23,2022-10-17,56303800000,"260,06",CONS. AMP VIVIENDA       
2023-02-23,2022-11-28,61902100002,"213,17",VIVIENDA                 
2023-02-23,2022-12-13, 00163B00500000  ,"117,09",DEMOLICION PARCIAL       
2023-02-23,2022-12-28,58301100000,"270,06",REFORMAS INTERNAS        
2023-02-23,2023-01-6,112301200000,"296,54",CONS VIVIENDA            
2023-02-24,2022-10-12,46202200000,"219,46",REG VIVIENDAS 1 Y 2      
2023-02-24,2022-11-24,18402100000,"284,32",REG.SALON-DEP.           
2023-02-24,2023-01-30,42302100000,"186,19",REG VIVIENDA             
2023-02-27,2022-05-30, 00274A00400000  ,"232,46",VIVIENDA                 
2023-02-27,2022-08-17,2201600000,"293,66",REG VIVIENDA             
2023-02-27,2022-11-17, 00149D01100000  ,"177,11",REG ALERO                
2023-02-27,2022-12-19,28500600000,"163,52",VIVIENDA                 
2023-02-27,2023-01-19,39300200000,"211,85",VIVIENDA                 
2023-02-28,2019-12-18,17402900000,"182,11",REG VIVIENDA             
2023-02-28,2022-04-25,64803000000,0,                         
2023-02-28,2022-05-31, 00120E01000000  ,"94,13",REG VIVIENDA             
2023-02-28,2022-09-16, P1300602300000  ,"916,25",FABRICA                  
2023-02-28,2022-10-18, 01261H00500000  ,"345,24",AMP VIVIENDA             
2023-02-28,2022-10-24,79102100000,"141,64",REG.PISCINA              
2023-02-28,2022-10-27,45701800000,"209,48",DEMOLICION PARCIAL       
2023-02-28,2022-11-24, 00953O01500000  ,"289,78",CENTRO REHABILITACION    
2023-02-28,2022-11-28,45501800000,"129,29",AMP VIVIENDA             
2023-02-28,2022-12-27,46901500000,"126,59",VIVIENDA                 
2023-02-28,2022-12-27,61501900000,"118,2",REG VIVIENDA             
2023-02-28,2022-12-27, 00793C02500000  ,"112,19",VIVIENDA                 
2023-02-28,2023-01-27,46201000000,"183,56",VIVIENDA                 
2023-03-1,2022-09-8, 00120E01600000  ,"123,94",                         
2023-03-1,2022-10-12,21801100000,"179,94",VIVIENDA                 
2023-03-1,2022-11-28, 00908B01600000  ,"108,15",VIVIENDA                 
2023-03-2,2022-11-3,38602600000,"539,25",LOCAL COM.DEPOS          
2023-03-2,2023-01-18,112303000000,50,VIVIENDA                 
2023-03-2,2023-02-8, 00148C02300000  ,"137,57",VIVIENDA                 
2023-03-3,2022-09-8,33902800000,"282,77",VIVIENDA                 
2023-03-3,2022-12-2,10700300000,"257,57",AMPL. A CONSTRUIR        
2023-03-6,2023-01-9,39201900000,"271,49",VIVIENDA                 
2023-03-7,2002-12-30,46701000000,"203,18",VIVIENDA                 
2023-03-7,2022-09-29,21801000000,"127,01",REG VIVIENDA             
2023-03-7,2022-11-11,45302700000,"162,91",VIVIENDA                 
2023-03-7,2022-12-7, 00793C03200000  ,"191,43",REG VIVIENDA             
2023-03-7,2022-12-26,59100700000,"638,97",ESTACION DE SERVICIO     
2023-03-7,2022-12-29, 00188A01300000  ,"267,51",VIVIENDA                 
2023-03-7,2023-01-30, 0082CH01400000  ,"312,74",VIVIENDA                 
2023-03-9,2020-12-28,92601600000,"216,36",VIVIENDA                 
2023-03-9,2021-11-26, P1300200500000  ,"6710,28",INDUSTRIA                
2023-03-9,2021-12-30,90801200000,"131,16",VIVIENDA                 
2023-03-9,2022-07-25,87901300000,"329,23",CONS VIVIENDA 2          
2023-03-9,2022-10-4,70801800000,"642,76",DEPARTAMENTOS            
2023-03-9,2022-10-27, 00268B01100000  ,"200,98",VIVIENDA                 
2023-03-9,2022-11-22, 00104A02700000  ,"123,93",VIVIENDA 1 Y 2           
2023-03-9,2022-11-25,17301300000,299,CONS.SALON COMERCIAL     
2023-03-9,2022-12-16,73102300000,141,VIVIENDA                 
2023-03-9,2023-01-5, 00931A02600000  ,"171,93",VIVIENDA                 
2023-03-10,2022-05-13, 00548D00500000  ,"227,42",REG VIVIENDAS 1 Y 2      
2023-03-10,2022-09-19, P0401200900000  ,"31136,96",PLANTA DE SILOS          
2023-03-10,2022-11-8, 01261E03000000  ,"776,98",CONS VIVIENDA            
2023-03-10,2022-11-29,12201100000,"270,37",VIVIENDA                 
2023-03-10,2022-12-21,100800100000,"237,9",REG VIVIENDA             
2023-03-10,2022-12-29,78802700000,"149,18",VIVIENDA                 
2023-03-10,2023-01-3,6006500000,"167,28",REGULARIZAR              
2023-03-13,2022-11-22, 00759A02600000  ,"106,56",VIVIENDA                 
2023-03-13,2022-11-30, 00142J00900000  ,"146,02",VIVIENDA-COMERCIO        
2023-03-13,2023-01-13,39801000000,"397,08",COCHERAS                 
2023-03-14,2022-12-28,59802900000,"377,34",VIVIENDA                 
2023-03-14,2023-01-3,41001300000,"72,05",VIVIENDA                 
2023-03-14,2023-02-1,50101300000,"257,38",VIVIENDA                 
2023-03-15,2022-11-14, 00038D01800000  ,"162,31",VIVIENDA 1 Y 2           
2023-03-15,2022-11-29,56101000000,"223,56",VIVIENDAS                
2023-03-15,2022-12-6,51302600000,"994,99",VIVIENDA                 
2023-03-15,2023-01-19,104600400000,"175,93",VIVIENDA                 
2023-03-15,2023-02-1,49900900000,"285,37",VIVIENDA                 
2023-03-15,2023-02-13,66601500000,"95,04",CONFORME A OBRA          
2023-03-15,2023-03-15, 00909G00700000  ,40,VIVIENDA                 
2023-03-16,2023-01-2,7201300000,"120,98",VIVIENDA                 
2023-03-16,2023-03-16,95501100000,0,                         
2023-03-17,2022-12-21,84102000000,"124,4",REG AMPLIACION           
2023-03-17,2022-12-29, 00955A01100000  ,"70,62",VIVIENDA                 
2023-03-20,2023-01-10,5600400000,"297,62",VIVIENDA                 
2023-03-21,2020-05-20,121201200000,"165,99",VIVIENDA 1 Y 2           
2023-03-21,2021-08-10,94500800000,"164,7",REG AMP VIVIENDA         
2023-03-21,2022-12-19,60702500000,"212,12",VIVIENDA                 
2023-03-21,2023-01-5,109302200000,"581,32",VIVIENDAS                
2023-03-21,2023-02-3, 00089A01000000  ,"61,5",VIVIENDA                 
2023-03-21,2023-03-7, 00177A00800000  ,"113,16",VIVIENDA                 
2023-03-22,2022-12-12,85001200000,"118,89",VIVIENDA                 
2023-03-22,2022-12-29,124601300000,"109,61",VIVIENDA                 
2023-03-22,2023-01-2, 0930A101400000  ,"276,33",CONS VIVIENDA            
2023-03-22,2023-02-13, 01019D01200000  ,"297,64",LOCAL COM.DEPOS          
2023-03-22,2023-03-22,35701700000,"87,87",REGULARIZAR              
2023-03-23,2019-12-17,43701000000,"562,64",VIVIENDA                 
2023-03-23,2019-12-18,4801200000,"270,5",DEPOSITO AUTOS           
2023-03-23,2022-10-14, P0500201100000  ,"1144,74",ESTABLECIMIENTO AGRICOLA 
2023-03-23,2022-10-21,100501700000,"170,91",VIVIENDA                 
2023-03-23,2022-12-2,77300900000,"141,89",VIVIENDA                 
2023-03-23,2022-12-28, 00930E01100000  ,"273,63",CONS VIVIENDA            
2023-03-23,2023-01-2,30103100000,"274,58",OFICINAS                 
2023-03-23,2023-02-2,45901900702,"3388,01",VIVIENDA                 
2023-03-27,2023-01-25,55301800000,"168,33",VIVIENDA                 
2023-03-28,2022-09-22, 01261F01000000  ,"332,64",VIVIENDA                 
2023-03-28,2022-10-31,84700500000,"375,17",VIVIENDA                 
2023-03-28,2023-02-10, P0901001400000  ,"341,62",VIVIENDA                 
2023-03-28,2023-02-24, 00793B03800000  ,"85,35",VIVIENDA                 
2023-03-29,2022-10-27,61600600000,"228,93",AMPL. A CONSTRUIR        
2023-03-29,2023-01-2,80202200000,"162,6",VIVIENDA                 
2023-03-29,2023-01-24, 00177A02300000  ,"317,37",VIVIENDA                 
2023-03-29,2023-03-9, 01261C00500000  ,"311,65",VIVIENDA                 
2023-03-31,2002-12-30,75100300000,"121,76",REGULARIZACION           
2023-03-31,2022-03-28, P1302101800000  ,"3833,57",DEPOSITO                 
2023-03-31,2022-08-1,65103100003,"2261,1",REFORMAS INTERNAS        
2023-03-31,2022-10-19,78902400000,"386,9",                         
2023-03-31,2022-12-29,27201500000,"171,85",VIVIENDA                 
2023-03-31,2023-01-18,35101100000,"161,24",VIVIENDA-COMERCIO        
2023-03-31,2023-01-18,1904600000,"315,49",VIVIENDA                 
2023-03-31,2023-02-13,89300600000,"72,56",VIVIENDA                 
2023-03-31,2023-02-23,40401100013,"3193,13",VIVIENDA                 
2023-04-3,2022-11-29, 00239B02800000  ,"146,7",COMERCIO Y VIVIENDA      
2023-04-4,2022-10-17,4900800000,"165,05",VIVIENDA                 
2023-04-4,2022-12-29,34801900002,"210,29",REFORMAS INTERNAS        
2023-04-4,2023-01-2,51100600000,"174,02",REGULARIZACION           
2023-04-4,2023-03-2,43001000000,"196,95",VIVIENDA                 
2023-04-4,2023-03-2,49402300000,"75,18",VIVIENDA                 
2023-04-4,2023-03-17,59500800000,"161,85",VIVIENDA                 
2023-04-5,2022-08-30,59502800000,"139,46",10M2  POR UNICA VEZ      
2023-04-5,2022-10-18, 00142F00300000  ,"123,06",REG AMP VIVIENDA         
2023-04-5,2022-12-28, 01261F00600000  ,"306,83",AMP VIVIENDA             
2023-04-5,2023-01-2,50301600000,"168,4",REG VIVIENDA             
2023-04-5,2023-02-24,35901900000,"188,11",VIVIENDA                 
2023-04-10,2023-01-10,99501200000,"125,95",REG VIVIENDA             
2023-04-10,2023-02-6,34701200000,"227,81",REG DEPOSITO             
2023-04-10,2023-02-6, P1301302700000  ,0,DEMOLICION TOTAL         
2023-04-10,2023-02-16, 00182A03200000  ,"171,66",REG VIVIENDA             
2023-04-10,2023-03-9,16700900000,"126,83",REG VIVIENDA             
2023-04-11,2022-11-1,30402100000,"180,01",VIVIENDA                 
2023-04-11,2023-01-19,125900400000,"246,64",CONS VIVIENDA            
2023-04-11,2023-01-26,57702000000,"268,36",P.B. 01 PISOS            
2023-04-11,2023-02-6, 01117B00500000  ,"251,24",REG Y AMPL VIVIENDA      
2023-04-11,2023-02-13,55003000001,"294,15",REG GALPON               
2023-04-11,2023-02-15, 00249B00900000  ,"176,41",VIVIENDA                 
2023-04-11,2023-03-28,23200700000,"97,77",VIVIENDA                 
2023-04-12,2023-02-13,38901700000,"300,11",REG VIVIENDA             
2023-04-12,2023-02-15, 01073D00700000  ,"185,5",10M2  POR UNICA VEZ      
2023-04-12,2023-02-28,101500900000,"154,87",COCHERA                  
2023-04-12,2023-03-7,77500900000,"254,99",DEPOSITO OFICINA         
2023-04-13,2022-09-27, 00149D00100000  ,"603,26",REG VIVIENDA             
2023-04-13,2023-02-24,82700200000,"273,07",OFICINAS                 
2023-04-13,2023-03-13,15500200000,"113,53",VIVIENDA                 
2023-04-13,2023-03-27, 0930A102800000  ,"83,37",VIVIENDA                 
2023-04-14,2018-03-9,112502500000,"781,17",VIVIENDA                 
2023-04-14,2022-09-29,41802500000,"210,07",REG AMPLIACION           
2023-04-14,2022-11-16,41602000000,"1719,52",LOCAL COMERCIAL          
2023-04-14,2023-03-9, 0930B200100000  ,"151,62",VIVIENDA                 
2023-04-17,2023-01-3,33302600000,"169,18",CONS VIVIENDA            
2023-04-17,2023-01-10,54301000000,"128,14",AMP VIVIENDA             
2023-04-17,2023-01-24,43602700000,"380,01",REG AMPLIACION           
2023-04-18,2022-04-25, 00833E00300000  ,"191,1",VIVIENDA                 
2023-04-18,2022-12-26, 00042A00900000  ,"1290,86",LOCAL COM.DEPOS          
2023-04-18,2023-03-9,29400800000,"319,78",REG VIVIENDA             
2023-04-19,2022-12-14, 00274A02400000  ,"135,58",REG ALERO                
2023-04-19,2023-02-7,121300900000,"42,15",CONS VIVIENDA            
2023-04-19,2023-03-15, 00148A02600000  ,"151,99",REG AMP VIVIENDA         
2023-04-19,2023-03-16,56902100000,"179,48",REG AMP VIVIENDA         
2023-04-20,2023-02-8, 00801F00500000  ,"106,68",CONS.SALON COMERCIAL     
2023-04-20,2023-02-22,14101800000,"367,5",REG DEPOSITO             
2023-04-20,2023-03-3, 01261B02000000  ,"277,94",                         
2023-04-21,2022-11-29, 00747C03100000  ,"208,15",REG LOCAL COMERCIAL      
2023-04-21,2023-02-13, 00931C01300000  ,"158,48",CONS VIVIENDA            
2023-04-21,2023-02-17,58000400000,"195,57",                         
2023-04-21,2023-03-3,56201200000,"149,78",VIVIENDA                 
2023-04-21,2023-03-13,68600600000,"222,95",VIVIENDA                 
2023-04-21,2023-03-13,51401900000,"433,8",COCHERAS                 
2023-04-24,2022-08-29,46400600000,"66,15",REG COCHERA PARTICULAR   
2023-04-24,2023-01-24, 00274A00500000  ,"165,1",VIVIENDA                 
2023-04-24,2023-03-9, 0930B100800000  ,"129,84",CONS VIVIENDA            
2023-04-25,2022-12-16,34500700000,"161,44",DEMOLICION PARCIAL       
2023-04-25,2023-03-13,53200200000,"260,68",AMP VIVIENDA             
2023-05-2,2019-05-27,108101700000,"483,84",REG VIVIENDA             
2023-05-2,2021-09-6,108101700000,"1105,82",DEMOLICION PARCIAL       
2023-05-2,2023-01-27, 00463B00500000  ,"148,87",VIVIENDA                 
2023-05-2,2023-02-8,122600900000,"361,94",VIVIENDA                 
2023-05-2,2023-02-24,62902000000,"218,24",VIVIENDA                 
2023-05-3,2023-02-22, P0900400300000  ,190,VIVIENDA                 
2023-05-3,2023-02-28,27001300001,"144,43",REG - CAMBIO DE USO      
2023-05-3,2023-03-6,26202700000,"195,5",VIVIENDA                 
2023-05-3,2023-03-16,84502300000,"252,27",REG VIVIENDA             
2023-05-3,2023-04-10,61402700000,"497,01",AMP.OFICINAS             
2023-05-4,2023-01-2,30102900000,"289,66",REG VIVIENDA             
2023-05-4,2023-04-4,22502300000,"128,86",DEMOLICION PARCIAL       
2023-05-5,2021-03-26,75901800000,"159,06",VIVIENDA                 
2023-05-5,2022-08-8,59702800000,"875,21",AMP LOCAL COMERCIAL      
2023-05-5,2022-11-8,6101800000,"51,77",VIVIENDA                 
2023-05-5,2023-02-3,41001100000,"135,95",REG VIVIENDA             
2023-05-5,2023-03-9,99603300000,"139,1",VIVIENDA                 
2023-05-8,2023-04-5, 00955C02400000  ,"96,76",CONS VIVIENDA            
2023-05-8,2023-04-17, 01261F01000000  ,"347,86",CONS. AMP VIVIENDA       
2023-05-9,2022-09-23, 00678B02100000  ,"165,74",REG VIVIENDA             
2023-05-9,2023-03-7,11301400000,"335,03",REG VIVIENDA             
2023-05-9,2023-03-9,99603800000,"127,86",REG QUINCHO              
2023-05-10,2023-02-16,22401400000,"160,17",VIVIENDA                 
2023-05-10,2023-03-9,107602400000,"135,34",VIVIENDA                 
2023-05-10,2023-03-20,72300800000,"157,69",VIVIENDA                 
2023-05-10,2023-04-4,29401600000,"311,59",10M2  POR UNICA VEZ      
2023-05-10,2023-04-10, 00400A02500000  ,"276,7",AMP VIVIENDA             
2023-05-10,  /  /  , 00794A01500000  ,40,VIVIENDA                 
2023-05-11,2021-04-5,45500400000,"213,29",AMP VIVIENDA             
2023-05-11,2021-06-11, 00239A00100000  ,"212,09",SALON COMERCIAL          
2023-05-11,2023-03-6, 01072C00600000  ,"179,99",REG.PISCINA              
2023-05-12,2023-01-9,120800300000,"276,71",VIVIENDA                 
2023-05-12,2023-03-13,69401600000,"163,4",REG ALERO                
2023-05-12,2023-03-27, 01261I01700000  ,"403,12",VIVIENDA                 
2023-05-12,  /  /  ,51402200000,"133,61",REFORMAS INTERNAS        
2023-05-15,2022-05-9, 00747J02100000  ,"54,91",VIVIENDA                 
2023-05-15,2023-04-10,64601800000,"459,35",VIVIENDA                 
2023-05-15,2023-04-12, 00078A02200000  ,"88,73",REG VIVIENDA             
2023-05-19,2023-03-20,127402600000,"263,07",VIVIENDA                 
2023-05-19,2023-04-4, 00931D01400000  ,"148,82",AMP VIVIENDA             
2023-05-19,2023-05-19,64202800000,"314,09",COCHERAS                 
2023-05-22,2021-08-30,53600600000,"852,13",REG VIVIENDA             
2023-05-22,2023-01-6, P1302202500000  ,"7817,52",AMPLIACION               
2023-05-22,2023-01-16, 00469A01600000  ,"414,45",VIVIENDA                 
2023-05-22,2023-04-11,60401700000,"198,24",DEMOLICION PARCIAL       
2023-05-22,2023-05-22,43502300000,"2067,37",CONFORME A OBRA          
2023-05-23,2022-04-19, P1300203300000  ,"6229,38",FABRICA                  
2023-05-23,2022-09-19, 01019D01600000  ,600,CONS LOCALES COM         
2023-05-23,2023-01-12, 01116D01000000  ,245,AMPL. A CONSTRUIR        
2023-05-23,2023-03-2,13800200000,"1007,68",COMERCIO-TALLER          
2023-05-23,2023-03-21,77601000000,"1066,66",CLUB DEPORTIVO           
2023-05-24,2017-08-11, 01073C02500000  ,"250,55",VIVIENDA                 
2023-05-24,2019-10-25,37703200000,"772,81",CONS VIVIENDA COLECTIVA  
2023-05-24,2022-12-1,47100900000,"556,24",REG LOCAL COMERCIAL      
2023-05-24,2023-04-3,38701800000,"127,15",VIVIENDA                 
2023-05-24,2023-04-13, 00148G01100000  ,"136,75",REG ALERO                
2023-05-24,2023-04-24,52602100000,"412,03",REG VIVIENDA             
