presentacion_plano,ingreso,inmueble,superficie_en_m2,usos
2024-02-14,2023-10-4,37202900000,"3836,99",DEMOLICION PARCIAL       
2024-02-14,2023-10-23, 00931I00800000  ,"204,83",REG VIVIENDA             
2024-02-14,2023-11-28,41102100000,"131,41",10M2  POR UNICA VEZ      
2024-02-14,2023-12-13,73202200000,0,DEMOLICION TOTAL         
2024-02-14,2024-01-3,63300300000,"154,79",REG VIVIENDAS 1 Y 2      
2024-02-14,2024-02-14,37202700000,"3736,99",REG LOCAL COMERCIAL      
2024-02-15,2022-07-6,29100400000,"286,52",VIVIENDA                 
2024-02-15,2023-06-28,127302700000,"417,02",VIVIENDA                 
2024-02-15,2023-11-27, 00145C02000000  ,"325,8",CONFORME A OBRA          
2024-02-15,2023-11-30, 00146B01700000  ,"143,16",SALON COMERCIAL          
2024-02-15,2023-12-7, P1300300900000  ,"3100,57",REGULARIZACION           
2024-02-15,2023-12-22, 00931D02000000  ,"134,9",VIVIENDA                 
2024-02-15,  /  /  , 00804B02900000  ,40,VIVIENDA                 
2024-02-16,2023-07-13,57401700000,"187,27",REG LOCAL COMERCIAL      
2024-02-16,2023-12-22,90301200000,"94,93",DEMOLICION PARCIAL       
2024-02-19,2023-03-29,16300800000,"133,68",CONS. AMP VIVIENDA       
2024-02-19,2023-09-14, 01281B00300000  ,"6346,54",REG AMPLIACION           
2024-02-19,2023-10-24, 00931T00700000  ,"155,01",VIVIENDA                 
2024-02-20,2023-12-19,7200500000,"155,8",VIVIENDA                 
2024-02-21,2023-06-30, 00330A01800000  ,"162,27",DEMOLICION PARCIAL       
2024-02-21,2023-08-25, 00103A01500000  ,"300,98",REG VIVIENDA             
2024-02-21,2023-10-24, 00953D02100000  ,"328,8",CONS DEPARTAMENTOS       
2024-02-21,2023-12-7,28500100000,"155,64",DEMOLICION PARCIAL       
2024-02-21,2023-12-14,90802100000,"419,9",CONS ALERO               
2024-02-21,2024-01-15, 01041A02200000  ,100,QUINCHO                  
2024-02-22,2023-08-17,40201200000,"267,5",CONS ALERO               
2024-02-22,2023-11-29,34700500000,"140,33",CONS. AMP VIVIENDA       
2024-02-23,2023-04-24,26702300000,293,VIVIENDAS COLECTIVAS     
2024-02-23,2023-10-5,69001100000,"175,63",REG VIVIENDA             
2024-02-23,2023-12-5,38102000000,"535,64",DEMOLICION PARCIAL       
2024-02-23,2023-12-21,123000800000,"222,09",VIVIENDA                 
2024-02-26,2023-12-4,84601200000,"38,1",REG VIVIENDA             
2024-02-27,2023-10-6,127200800000,"382,38",REG VIVIENDA             
2024-02-27,2023-11-21,92400600000,"108,66",VIVIENDA                 
2024-02-27,2023-12-28,79802500000,"147,5",VIVIENDA                 
2024-02-28,2023-09-8,57000300000,"181,2",VIVIENDA                 
2024-02-28,2023-09-22,32900800000,"200,06",REGULARIZACION           
2024-02-28,2023-12-29,57001400000,"216,58",VIVIENDA                 
2024-02-28,  /  /  , 00909G00500000  ,40,VIVIENDA                 
2024-02-29,2022-12-29,91900600000,"422,62",VIVIENDA                 
2024-02-29,2023-10-2,18301100000,"184,13",REG VIVIENDA             
2024-02-29,2023-11-27, 00931J03000000  ,"166,46",VIVIENDA                 
2024-02-29,2023-12-12,34401400000,0,DEMOLICION TOTAL         
2024-02-29,2024-01-3,63400500000,"103,85",VIVIENDA                 
2024-03-1,2023-09-4,32600900000,"164,11",CONS. AMP VIVIENDA       
2024-03-1,2023-10-17,39303000000,"326,53",COCHERAS                 
2024-03-1,2024-01-3,57100500000,"570,33",LOCAL COMERCIAL          
2024-03-4,2023-12-21,33302100000,"143,38",VIVIENDA                 
2024-03-4,2023-12-29,41301300000,"134,57",VIVIENDA                 
2024-03-5,2023-12-28,103300300000,0,DEMOLICION TOTAL         
2024-03-5,2024-02-7, 00953H00100000  ,0,DEMOLICION TOTAL         
2024-03-6,2023-05-8,18502200000,"501,11",REG GALPON               
2024-03-6,2023-12-20,108902900001,"158,03",REG VIVIENDA             
2024-03-6,2024-01-2,124500900000,"278,55",VIVIENDA                 
2024-03-6,2024-02-1,13700600000,0,DEMOLICION TOTAL         
2024-03-7,2023-08-10, P1301400100000  ,"1463,58",CONS PISCINA             
2024-03-7,2023-11-6,39400700000,"215,25",REGULARIZACION           
2024-03-7,2023-12-15,34902500000,"259,71",CONFORME A OBRA          
2024-03-7,2023-12-28, 00237C02000000  ,"168,65",REG VIVIENDA             
2024-03-7,2024-01-9, 00089A01700000  ,"121,42",CONS. AMP VIVIENDA       
2024-03-7,  /  /  , 00794A02600000  ,40,VIVIENDA                 
2024-03-11,2023-11-13,26901200000,"200,39",REG.PISCINA              
2024-03-11,2023-12-13, 0078A100600000  ,240,DEPOSITO                 
2024-03-11,2024-03-11, 00804F00600000  ,40,CONS VIVIENDA            
2024-03-11,2024-03-11, 00889D00600000  ,40,CONS VIVIENDA            
2024-03-12,2023-12-29, 00237B00800000  ,"214,04",TALLER MECANICO          
2024-03-12,2024-01-8,56301500000,"234,65",REG ALERO                
2024-03-12,2024-02-1, 00806B01700000  ,"149,29",CONS VIVIENDA            
2024-03-13,2023-11-8,57200900000,"216,46",VIVIENDA                 
2024-03-13,2024-01-17,24200400000,"329,95",CONS VIVIENDA            
2024-03-13,2024-01-29, 00955C00800000  ,"71,04",QUINCHO                  
2024-03-14,2023-10-3, 00142R00700000  ,"86,87",REG VIVIENDA             
2024-03-14,2023-12-19, 00804C02700000  ,"96,22",VIVIENDA                 
2024-03-14,2024-01-3,30203000000,"200,62",VIVIENDAS COLECTIVAS     
2024-03-14,2024-01-19,64802300000,0,DEMOLICION TOTAL         
2024-03-15,2023-03-9,101100200000,"225,56",VIVIENDAS                
2024-03-15,2023-12-14,92201500000,"290,17",VIVIENDA                 
2024-03-15,2023-12-19, 00400B00600001  ,"273,62",10M2  POR UNICA VEZ      
2024-03-15,2024-01-22, 00953F00400000  ,"87,71",VIVIENDA                 
2024-03-15,2024-02-14,25302300000,"163,72",VIVIENDA 1 Y 2           
2024-03-15,2024-02-19, 01117E00500000  ,"300,72",REG VIVIENDA             
2024-03-18,2023-10-5,109801200000,"220,66",REG Y AMPL VIVIENDA      
2024-03-18,2023-12-12,104400600000,"149,84",VIVIENDA                 
2024-03-18,2024-02-1,90801300000,57,VIVIENDA                 
2024-03-19,2023-12-18,22900100000,"105,91",10M2  POR UNICA VEZ      
2024-03-19,2023-12-27,104201700000,"173,22",REG.PISCINA              
2024-03-19,2024-01-2,49800800000,"298,45",DEMOLICION TOTAL         
2024-03-19,2024-01-10, 00102B01800000  ,"271,77",VIVIENDA                 
2024-03-19,2024-01-19,95402200000,"172,77",VIVIENDA                 
2024-03-19,2024-03-19, C070220860AB00  ,"3,12",DEPOSITO FUNERARIO       
2024-03-19,2024-03-19, 00804F00900000  ,40,CONS VIVIENDA            
2024-03-20,2023-03-2, 00908B01600000  ,"190,34",REG.PISCINA              
2024-03-20,2023-08-24,10100500000,"157,89",REG VIVIENDA             
2024-03-20,2023-11-28, 00931O02600000  ,"72,47",CONS VIVIENDA            
2024-03-20,2023-12-4,55901400000,"238,45",REG VIVIENDA             
2024-03-20,2023-12-14,60802100000,"317,09",VIVIENDA                 
2024-03-20,2023-12-26,86401400000,42,VIVIENDA                 
2024-03-20,2024-01-26,6003300000,"97,63",VIVIENDA                 
2024-03-21,2024-01-26, 00986A02000000  ,89,VIVIENDA                 
2024-03-22,2023-12-13,55602900000,"195,62",VIVIENDA                 
2024-03-22,2024-02-15,69602300000,"101,78",VIVIENDA                 
2024-03-25,2023-08-22,122501500000,"99,6",VIVIENDA                 
2024-03-25,2024-01-10,34302700000,"159,99",VIVIENDA                 
2024-03-26,2023-12-1,59302500000,"677,36",PANADERIA                
2024-03-26,2023-12-15,29802200000,"201,03",VIVIENDA                 
2024-03-26,2024-01-23,49702000000,"365,88",DEPOSITO COMERCIAL       
2024-03-26,2024-01-31,128000500000,"193,21",VIVIENDA                 
2024-03-26,2024-02-2, 00463A02400000  ,"165,62",VIVIENDA                 
2024-03-26,  /  /  , 00804E00600000  ,40,VIVIENDA                 
2024-03-26,  /  /  , 00804C02600000  ,40,VIVIENDA                 
2024-03-27,2023-11-1,84900500000,"322,2",VIVIENDA                 
2024-03-27,2024-01-23, 00148E00300000  ,"140,84",VIVIENDA                 
2024-03-28,2023-11-23,47502900001,"429,87",CONFORME A OBRA          
2024-04-3,2023-10-4, 00248A02100000  ,"297,75",VIVIENDA                 
2024-04-3,2024-02-8, 00909C00700000  ,"67,6",VIVIENDA                 
2024-04-4,2020-01-16,25605200000,"236,95",AMPLIACION               
2024-04-4,2023-11-8,10000600000,"175,96",VIVIENDA                 
2024-04-4,2024-01-31,110102000000,"64,06",CONS VIVIENDA            
2024-04-4,2024-02-21,29202100000,"145,29",REG ALERO                
2024-04-5,2021-05-3, 00953D02200000  ,"186,12",VIVIENDA                 
2024-04-5,2023-12-6,58501800000,"134,07",VIVIENDA                 
2024-04-9,2023-05-29,56700900000,"126,25",VIVIENDA                 
2024-04-9,2023-06-1,58601900000,"87,42",VIVIENDA                 
2024-04-9,2023-12-26,53401100000,"200,87",DEMOLICION PARCIAL       
2024-04-10,2024-01-2, 00077C02000000  ,"153,81",REGULARIZACION           
2024-04-10,2024-01-8,64402400000,"273,81",REG VIVIENDA             
2024-04-10,  /  /  ,9802400000,"213,44",SUM                      
2024-04-11,2024-01-9,73700100000,"151,35",VIVIENDA                 
2024-04-12,2023-10-6,11702900000,"325,76",VIVIENDA                 
2024-04-12,2023-12-28,127600700000,"168,56",REG VIVIENDA             
2024-04-12,2024-01-19, 00243A01700000  ,"197,36",CONFORME A OBRA          
2024-04-15,2016-12-20,39202500000,"1797,64",CONFORME A OBRA          
2024-04-15,2023-12-4,36501100000,"328,49",REG VIVIENDA             
2024-04-15,2024-02-19,110101000000,"268,43",VIVIENDA                 
2024-04-15,2024-02-21,109200700000,"289,94",VIVIENDA                 
2024-04-16,2024-03-1, 00931G03300000  ,"109,11",CONFORME A OBRA          
2024-04-16,2024-04-16,122302400000,40,CONS VIVIENDA            
2024-04-17,2023-09-14,35100100000,"673,88",DEPARTAMENTOS            
2024-04-17,2023-10-30, 00119D02600000  ,"192,02",CONS. AMP VIVIENDA       
2024-04-17,2024-01-12,2902600000,"41,32",PISCINA                  
2024-04-17,2024-02-26,57201700000,"153,47",VIVIENDA                 
2024-04-17,2024-03-7, 0077G103000000  ,"101,4",VIVIENDA                 
2024-04-17,2024-04-17, 00804E01600000  ,40,CONS VIVIENDA            
2024-04-18,2023-10-24,59800400000,"358,51",VIVIENDA                 
2024-04-19,2023-12-28, 00953K02100000  ,"169,29",VIVIENDA                 
2024-04-19,2024-02-23, 00962B01400000  ,"148,24",CONS VIVIENDA COLECTIVA  
2024-04-19,2024-03-6,47302400000,"123,48",DEMOLICION PARCIAL       
2024-04-22,2023-11-23, 00953M00100000  ,"354,81",DEMOLICION DEPOSITO      
2024-04-22,2024-02-19,47801000000,"230,51",VIVIENDA                 
2024-04-22,2024-02-27, 0078A102200000  ,"71,47",VIVIENDA                 
2024-04-22,2024-03-4, 00889C03400000  ,"69,23",10M2  POR UNICA VEZ      
2024-04-22,  /  /  , 00808B01900000  ,40,VIVIENDA                 
2024-04-23,2023-09-12, 01261E04200000  ,"322,18",REG ALERO                
2024-04-23,2023-10-26,52101600000,"133,88",CONS VIVIENDA            
2024-04-23,2024-03-5,35902600000,"288,14",REG ALERO                
2024-04-23,2024-03-21,69502400000,"219,62",CONFORME A OBRA          
2024-04-23,2024-03-27, 00077G02500000  ,"237,72",REG VIVIENDA             
2024-04-24,2023-12-14,127401700000,"356,61",VIVIENDA                 
2024-04-24,2024-01-3, 1073A101600000  ,"112,73",REG ALERO                
2024-04-24,2024-02-9,47803000000,"158,87",10M2  POR UNICA VEZ      
2024-04-24,2024-04-3,30602100000,"109,57",10M2  POR UNICA VEZ      
2024-04-25,2024-02-23, 01073E02500000  ,"461,05",VIVIENDA                 
2024-04-25,2024-03-7, 00089B00600000  ,"132,89",REG VIVIENDA             
2024-04-29,2023-08-9, 01019A00700000  ,"2097,79",LOCAL COMERCIAL          
2024-04-29,2023-11-14,48101100000,"372,81",DEMOLICION PARCIAL       
2024-04-29,2024-03-12,50305000000,"965,67",LOCAL COMERCIAL          
2024-04-30,2023-11-13,48002800000,"167,18",CONSULTORIOS MEDICOS     
2024-04-30,2023-12-14, 00796A03600000  ,"240,15",CONS VIVIENDA            
2024-04-30,2024-01-19,16702500000,"289,27",VIVIENDA COLECTIVA       
2024-04-30,2024-03-5, 00801C01500000  ,"123,52",REG VIVIENDA             
2024-04-30,2024-03-11, 00931O03000000  ,"95,46",REG VIVIENDA             
2024-04-30,2024-03-18,83601100000,"103,77",10M2  POR UNICA VEZ      
2024-04-30,2024-04-3, 01073B00400000  ,"193,7",CONFORME A OBRA          
2024-04-30,2024-04-8,60403400000,0,DEMOLICION TOTAL         
2024-05-2,2023-12-13,18902000000,"586,68",REG LOCAL COMERCIAL      
2024-05-2,2023-12-19,39701700002,"258,86",DEMOLICION ALERO         
2024-05-2,2024-01-16,25500400000,"340,9",REG GALPON               
2024-05-2,2024-02-9,51901600000,"141,72",REG VIVIENDA             
2024-05-2,2024-02-9,51901900000,"117,97",REG ALERO                
2024-05-2,2024-03-13, 142CH101300000  ,"112,18",REG VIVIENDA             
2024-05-3,2023-11-1, 00931P00700000  ,"235,35",CONS DEPOSITO            
2024-05-3,2023-11-27,28001200000,"200,2",CONS.SALON COMERCIAL     
2024-05-3,2023-11-28,51300700001,"263,12",REG VIVIENDA             
2024-05-3,2023-12-15, 00794A02500000  ,40,PLANO MUNICIPAL          
2024-05-3,2024-03-1,55301900000,"90,1",CONS. AMP VIVIENDA       
2024-05-3,2024-03-14,35903200002,"189,88",CONS. AMP VIVIENDA       
2024-05-6,2024-02-9,40400900000,"269,51",CAMBIO DE USOS           
2024-05-7,2023-11-3, P0400301100000  ,"640,59",CONS DEPOSITO            
2024-05-7,2024-01-2,18101600000,"241,49",REG VIVIENDA             
2024-05-7,2024-02-1,112700200000,"259,8",VIVIENDA                 
2024-05-7,2024-05-7, 00804E02400000  ,40,CONS VIVIENDA            
2024-05-7,2024-05-7, 00804C02800000  ,40,CONS VIVIENDA            
2024-05-8,2023-11-7,49201900000,"1485,53",REGUL.VIVIENDAS          
2024-05-8,2023-11-29,127401500000,"224,07",REG VIVIENDA             
2024-05-8,2024-01-10,28904400000,"497,43",DEMOLICION PARCIAL       
2024-05-8,2024-01-30,65202700000,"173,55",DEMOLICION ALERO         
2024-05-8,2024-02-28, 00953O00900000  ,"84,07",REG VIVIENDA             
2024-05-8,2024-03-14,43701000000,"487,94",DEMOLICION PARCIAL       
2024-05-14,2023-10-17,127402300000,"174,89",VIVIENDA                 
2024-05-14,2023-12-19,73500600000,"207,75",REFORMAS INTERNAS        
2024-05-14,2024-02-23,38202600000,"174,11",REG VIVIENDA             
2024-05-14,2024-03-5,67001100000,"72,7",DEMOLICION PARCIAL       
2024-05-14,2024-03-22,16601100000,"80,45",VIVIENDA                 
2024-05-14,2024-04-3,51501600000,"157,53",REG ALERO                
2024-05-15,2024-01-16, P0200100600000  ,"435,78",VIVIENDA 1 Y 2           
2024-05-15,2024-04-9,53101500000,"278,44",REFORMAS INTERNAS        
2024-05-15,2024-04-15,34502500000,"246,88",REG VIVIENDA             
2024-05-15,2024-04-16, 01072F00100000  ,"137,32",VIVIENDA                 
2024-05-16,2024-01-3,39802000000,"234,88",VIVIENDA                 
2024-05-16,2024-01-8,32501800000,"108,24",VIVIENDA                 
2024-05-16,2024-02-9, 00789B02200000  ,135,VIVIENDA                 
2024-05-16,2024-03-14,47400500000,"311,79",VIVIENDA                 
2024-05-16,2024-03-18, P0900600600000  ,"284,72",REG ALERO                
2024-05-16,2024-04-16,106302200000,"205,25",TALLER AUTOM.            
2024-05-16,2024-05-16,61402500000,40,CONS VIVIENDA            
2024-05-17,2023-12-20,112702200000,"618,88",REG LOCAL COMERCIAL      
2024-05-17,2023-12-28,83600900000,"83,19",QUINCHO                  
2024-05-17,2024-01-2, 00908F00300000  ,"176,2",VIVIENDA                 
2024-05-17,2024-03-26,70302900000,"238,68",DEPOSITO DE VEHICULOS    
2024-05-17,2024-04-11,50303900000,"107,46",DEMOLICION PARCIAL       
2024-05-17,2024-05-17,81003000000,40,CONS VIVIENDA            
2024-05-20,2024-04-18, 00678C00300000  ,"90,5",VIVIENDA                 
2024-05-21,2023-07-26,65101000000,"985,89",REGULARIZACION           
2024-05-21,2024-02-8,52500400000,"196,56",VIVIENDA                 
2024-05-22,2023-08-31,43100800000,"130,18",VIVIENDA                 
2024-05-22,2023-09-28, P1301102000000  ,"19234,38",DEMOLICION PARCIAL       
2024-05-22,2024-03-11,14301700000,103,CAMBIO DE USOS           
2024-05-22,2024-03-21, 00955A02500000  ,"52,15",GARAGE                   
2024-05-23,2023-10-30, P1300301000000  ,"2234,68",IND.METALURGICA          
2024-05-23,2024-01-30, 00163A01200000  ,"176,49",VIVIENDA                 
2024-05-23,2024-05-6,71201700000,"217,7",VIVIENDA                 
2024-05-24,2022-08-24,37000700000,"2052,41",DEMOLICION TOTAL         
2024-05-24,2023-11-9, P0200200700000  ,"4985,93",REG DEPOSITO             
2024-05-24,2024-03-20,60901100000,"141,61",REG.PISCINA              
2024-05-24,2024-05-6, 00933G00200000  ,"74,2",QUINCHO                  
2024-05-27,2023-12-21,5600500000,"302,62",REG LOCAL COMERCIAL      
2024-05-27,2024-01-3,42201300000,"467,81",VIVIENDA COLECTIVA       
2024-05-27,2024-02-29,55605200000,"189,27",REG VIVIENDA             
2024-05-27,2024-04-3,71001700000,"144,92",REG VIVIENDA             
2024-05-27,2024-04-8,66501800000,"324,8",10M2  POR UNICA VEZ      
2024-05-27,2024-04-8, 00747G02900000  ,"54,42",10M2  POR UNICA VEZ      
2024-05-28,2007-09-18, 00671A01900000  ,"231,57",VIVIENDA                 
2024-05-28,2023-09-22, P0704100500000  ,"178,95",VIVIENDA                 
2024-05-28,2023-12-20,74801100000,"381,47",VIVIENDA                 
2024-05-28,2024-03-19,127002100000,"156,37",CONFORME A OBRA          
2024-05-28,2024-04-12,68500300000,"103,72",DEMOLICION PARCIAL       
2024-05-28,2024-05-28,9402200000,40,CONS VIVIENDA            
2024-05-29,2023-01-2,57700700000,"484,19",SEDE SOCIAL              
2024-05-29,2023-09-20, 00674B02900000  ,"112,35",REG VIVIENDA             
2024-05-29,2024-03-1, 00142J00300000  ,"123,83",VIVIENDA                 
2024-05-29,2024-03-11, P1302500700000  ,"818,5",REGULARIZACION           
2024-05-29,  /  /  , 00078A02100000  ,"87,06",VIVIENDA                 
2024-05-29,  /  /  ,79901100000,40,PLANO MUNICIPAL          
2024-05-30,2024-03-26,50800900000,"220,82",REFORMAS INTERNAS        
2024-05-30,2024-04-3,41900500000,"274,42",OFICINA  ADMINISTRATIVA  
2024-05-30,2024-04-4,96201100000,"95,2",REG VIVIENDA             
2024-05-30,2024-05-2, 00119B00500000  ,"105,52",REGULARIZAR              
2024-05-31,2024-03-26,56700100001,"425,86",VIVIENDA COLECTIVA       
2024-05-31,2024-04-23, 00102A02500000  ,"131,11",VIVIENDA                 
2024-06-3,2023-12-12,48200100000,"2983,05",REG ALERO                
2024-06-3,2023-12-28,88603000000,"208,32",VIVIENDA 1 Y 2           
2024-06-3,2024-03-21,38100100000,"264,84",COMERCIO                 
2024-06-3,2024-04-16,65303700000,"225,22",REGULARIZAR              
2024-06-3,2024-04-22,75001700000,"475,08",DEPOSITO                 
2024-06-3,2024-04-29,33103400000,0,                         
2024-06-3,2024-05-2,30400300000,"134,15",VIVIENDA                 
2024-06-4,2024-01-26,104200300000,"216,94",VIVIENDA                 
2024-06-4,2024-03-26, 00801C00600000  ,"80,89",CONFORME A OBRA          
2024-06-4,  /  /  , 00804C03000000  ,40,VIVIENDA                 
2024-06-5,2024-04-18,4703100000,"106,54",VIVIENDA                 
2024-06-5,2024-04-25, 00747I01900000  ,"82,45",REG VIVIENDA             
2024-06-5,2024-05-7, 00955C02400000  ,"104,04",VIVIENDA                 
2024-06-6,2023-11-29, 00673A01500000  ,"308,39",REGULARIZACION           
2024-06-6,2024-02-6,10101600000,"100,73",REFORMAS INTERNAS        
2024-06-6,2024-03-14,28801800000,"90,46",VIVIENDA                 
2024-06-6,2024-04-15,10801800000,"161,57",VIVIENDA                 
2024-06-6,2024-04-25,125101300000,"12,4",PISCINA                  
2024-06-6,2024-04-30,51400500000,"289,17",VIVIENDAS                
2024-06-7,2024-04-5,100101500000,"73,82",VIVIENDA                 
2024-06-7,2024-05-14,25801800000,"87,95",DEMOLICION PARCIAL       
2024-06-10,2024-02-14, 00486B02000000  ,"206,77",REGULARIZACION           
2024-06-10,2024-03-18,72501500000,"260,88",CONS. AMP VIVIENDA       
2024-06-10,2024-04-4,45501800000,"132,03",SALON COMERCIAL          
2024-06-10,2024-04-29,59302200000,"129,16",VIVIENDA                 
