genero,localidad,tipo_tramite,clase,fecha_otorgamiento,fecha_inicio_tramite,fecha_vencimiento,estado_licencia
MASCULINO,VENADO TUERTO,RENOVACIÓN,B.2,20/ene/2025,20/ene/2025,20/ene/2026,VIGENTE
FEMENINO,VENADO TUERTO,RENOVACIÓN,B.2,20/ene/2025,20/ene/2025,20/ene/2030,VIGENTE
MASCULINO,VENADO TUERTO,RENOVACIÓN,"A.2.2, B.2",20/ene/2025,20/ene/2025,20/ene/2030,VIGENTE
FEMENINO,VENADO TUERTO,RENOVACIÓN,B.1,20/ene/2025,20/ene/2025,20/ene/2030,VIGENTE
MASCULINO,VENADO TUERTO,RENOVACIÓN,B.2,20/ene/2025,20/ene/2025,20/ene/2026,VIGENTE
MASCULINO,VENADO TUERTO,RENOVACIÓN,"A.2.1, B.1",20/ene/2025,20/ene/2025,20/ene/2030,VIGENTE
FEMENINO,SAN EDUARDO,RENOVACIÓN,B.2,20/ene/2025,20/ene/2025,20/ene/2030,VIGENTE
FEMENINO,VENADO TUERTO,RENOVACIÓN CON AMPLIACIÓN,"A.2.1, B.1",20/ene/2025,20/ene/2025,20/ene/2030,VIGENTE
FEMENINO,VENADO TUERTO,ORIGINAL,A.2.1,20/ene/2025,20/ene/2025,20/ene/2026,VIGENTE
MASCULINO,VENADO TUERTO,RENOVACIÓN,E.1,20/ene/2025,20/ene/2025,20/ene/2026,VIGENTE
FEMENINO,VENADO TUERTO,RENOVACIÓN,B.2,20/ene/2025,20/ene/2025,20/ene/2030,VIGENTE
FEMENINO,VENADO TUERTO,ORIGINAL,A.2.1,20/ene/2025,20/ene/2025,20/ene/2026,VIGENTE
MASCULINO,VENADO TUERTO,RENOVACIÓN CON AMPLIACIÓN,"A.2.2, B.2",20/ene/2025,20/ene/2025,20/ene/2030,VIGENTE
FEMENINO,VENADO TUERTO,RENOVACIÓN,B.2,20/ene/2025,20/ene/2025,20/ene/2028,VIGENTE
MASCULINO,VENADO TUERTO,RENOVACIÓN,"A.2.1, B.1",20/ene/2025,20/ene/2025,20/ene/2030,VIGENTE
FEMENINO,VENADO TUERTO,RENOVACIÓN,"A.2.1, B.2",20/ene/2025,20/ene/2025,20/ene/2030,VIGENTE
MASCULINO,VENADO TUERTO,RENOVACIÓN,B.2,20/ene/2025,20/ene/2025,20/ene/2026,VIGENTE
MASCULINO,VENADO TUERTO,RENOVACIÓN,B.1,20/ene/2025,20/ene/2025,20/ene/2028,VIGENTE
MASCULINO,VENADO TUERTO,RENOVACIÓN,"A.2.2, B.1",20/ene/2025,20/ene/2025,20/ene/2030,VIGENTE
MASCULINO,VENADO TUERTO,RENOVACIÓN,"A.2.2, B.1",20/ene/2025,20/ene/2025,20/ene/2030,VIGENTE
MASCULINO,VENADO TUERTO,RENOVACIÓN,B.2,20/ene/2025,20/ene/2025,20/ene/2030,VIGENTE
MASCULINO,VENADO TUERTO,RENOVACIÓN,"A.2.1, E.1",20/ene/2025,20/ene/2025,20/ene/2027,VIGENTE
FEMENINO,VENADO TUERTO,RENOVACIÓN,B.2,20/ene/2025,20/ene/2025,20/ene/2026,VIGENTE
MASCULINO,VENADO TUERTO,RENOVACIÓN CON AMPLIACIÓN,"A.2.1, E.1, E.2, G.1",20/ene/2025,20/ene/2025,20/ene/2027,VIGENTE
FEMENINO,VENADO TUERTO,RENOVACIÓN,B.2,20/ene/2025,20/ene/2025,20/ene/2026,VIGENTE
MASCULINO,VENADO TUERTO,RENOVACIÓN,"A.2.1, B.1",20/ene/2025,20/ene/2025,20/ene/2030,VIGENTE
MASCULINO,VENADO TUERTO,ORIGINAL,A.2.1,20/ene/2025,20/ene/2025,20/ene/2026,VIGENTE
FEMENINO,VENADO TUERTO,RENOVACIÓN,B.1,20/ene/2025,20/ene/2025,20/ene/2030,VIGENTE
MASCULINO,SAN EDUARDO,RENOVACIÓN,B.2,20/ene/2025,20/ene/2025,20/ene/2026,VIGENTE
FEMENINO,VENADO TUERTO,RENOVACIÓN,"A.2.1, B.2",20/ene/2025,20/ene/2025,20/ene/2030,VIGENTE
FEMENINO,VENADO TUERTO,RENOVACIÓN,B.2,20/ene/2025,20/ene/2025,20/ene/2030,VIGENTE
FEMENINO,VENADO TUERTO,RENOVACIÓN,B.2,20/ene/2025,20/ene/2025,20/ene/2026,VIGENTE
MASCULINO,VENADO TUERTO,RENOVACIÓN,"A.2.2, E.1",20/ene/2025,20/ene/2025,20/ene/2026,VIGENTE
FEMENINO,VENADO TUERTO,RENOVACIÓN,B.1,20/ene/2025,20/ene/2025,20/ene/2026,VIGENTE
FEMENINO,VENADO TUERTO,RENOVACIÓN,B.1,20/ene/2025,20/ene/2025,20/ene/2030,VIGENTE
FEMENINO,VENADO TUERTO,RENOVACIÓN,B.2,20/ene/2025,20/ene/2025,20/ene/2026,VIGENTE
FEMENINO,VENADO TUERTO,ORIGINAL,A.2.1,20/ene/2025,20/ene/2025,20/ene/2030,VIGENTE
FEMENINO,VENADO TUERTO,RENOVACIÓN,"A.2.1, B.1",20/ene/2025,20/ene/2025,20/ene/2030,VIGENTE
MASCULINO,VENADO TUERTO,RENOVACIÓN,B.2,20/ene/2025,20/ene/2025,20/ene/2026,VIGENTE
MASCULINO,VENADO TUERTO,ORIGINAL,B.1,20/ene/2025,20/ene/2025,20/ene/2030,VIGENTE
FEMENINO,VENADO TUERTO,RENOVACIÓN,"A.2.1, B.2",20/ene/2025,20/ene/2025,20/ene/2030,VIGENTE
MASCULINO,VENADO TUERTO,RENOVACIÓN CON AMPLIACIÓN,"A.2.2, B.2",20/ene/2025,20/ene/2025,20/ene/2030,VIGENTE
FEMENINO,VENADO TUERTO,DUPLICADO,B.2,20/ene/2025,20/ene/2025,28/feb/2029,VIGENTE
MASCULINO,VENADO TUERTO,ORIGINAL,A.2.1,21/ene/2025,13/jun/2024,21/ene/2030,VIGENTE
FEMENINO,VENADO TUERTO,ORIGINAL,A.2.1,21/ene/2025,7/nov/2024,21/ene/2030,VIGENTE
MASCULINO,VENADO TUERTO,ORIGINAL,"B.1, F",21/ene/2025,27/nov/2024,21/ene/2026,VIGENTE
MASCULINO,VENADO TUERTO,ORIGINAL,A.2.1,21/ene/2025,17/ene/2025,21/ene/2030,VIGENTE
MASCULINO,VENADO TUERTO,RENOVACIÓN CON AMPLIACIÓN,"A.2.1, B.2, G.1, G.2",21/ene/2025,20/ene/2025,21/ene/2030,VIGENTE
MASCULINO,VENADO TUERTO,RENOVACIÓN,A.2.1,21/ene/2025,20/ene/2025,21/ene/2028,VIGENTE
FEMENINO,VENADO TUERTO,RENOVACIÓN,B.2,21/ene/2025,21/ene/2025,21/ene/2026,VIGENTE
MASCULINO,VENADO TUERTO,RENOVACIÓN,"A.2.1, B.2",21/ene/2025,21/ene/2025,21/ene/2030,VIGENTE
FEMENINO,VENADO TUERTO,RENOVACIÓN,B.2,21/ene/2025,21/ene/2025,21/ene/2026,VIGENTE
MASCULINO,VENADO TUERTO,RENOVACIÓN,E.1,21/ene/2025,21/ene/2025,21/ene/2026,VIGENTE
FEMENINO,VENADO TUERTO,RENOVACIÓN,B.2,21/ene/2025,21/ene/2025,21/ene/2028,VIGENTE
FEMENINO,VENADO TUERTO,RENOVACIÓN,B.2,21/ene/2025,21/ene/2025,21/ene/2028,VIGENTE
MASCULINO,VENADO TUERTO,RENOVACIÓN,E.1,21/ene/2025,21/ene/2025,21/ene/2026,VIGENTE
FEMENINO,VENADO TUERTO,RENOVACIÓN,"A.2.1, B.1",21/ene/2025,21/ene/2025,21/ene/2030,VIGENTE
MASCULINO,VENADO TUERTO,ORIGINAL,B.1,21/ene/2025,21/ene/2025,21/ene/2030,VIGENTE
MASCULINO,VENADO TUERTO,RENOVACIÓN,B.2,21/ene/2025,21/ene/2025,21/ene/2030,VIGENTE
FEMENINO,VENADO TUERTO,RENOVACIÓN,"A.2.1, B.1",21/ene/2025,21/ene/2025,21/ene/2030,VIGENTE
FEMENINO,VENADO TUERTO,RENOVACIÓN,B.2,21/ene/2025,21/ene/2025,21/ene/2028,VIGENTE
MASCULINO,VENADO TUERTO,RENOVACIÓN,B.2,21/ene/2025,21/ene/2025,21/ene/2030,VIGENTE
FEMENINO,VENADO TUERTO,RENOVACIÓN,B.2,21/ene/2025,21/ene/2025,21/ene/2026,VIGENTE
MASCULINO,VENADO TUERTO,ORIGINAL,"A.2.1, B.2",21/ene/2025,21/ene/2025,21/ene/2030,VIGENTE
MASCULINO,VENADO TUERTO,ORIGINAL,B.1,21/ene/2025,21/ene/2025,21/ene/2026,VIGENTE
MASCULINO,VENADO TUERTO,RENOVACIÓN,"A.3, E.1",21/ene/2025,21/ene/2025,21/ene/2027,VIGENTE
FEMENINO,VENADO TUERTO,RENOVACIÓN,B.1,21/ene/2025,21/ene/2025,21/ene/2028,VIGENTE
MASCULINO,VENADO TUERTO,RENOVACIÓN,"A.2.1, E.1",21/ene/2025,21/ene/2025,21/ene/2026,VIGENTE
FEMENINO,VENADO TUERTO,RENOVACIÓN,"A.2.1, B.1",21/ene/2025,21/ene/2025,21/ene/2030,VIGENTE
FEMENINO,VENADO TUERTO,RENOVACIÓN,"A.2.2, B.1",21/ene/2025,21/ene/2025,21/ene/2030,VIGENTE
MASCULINO,VENADO TUERTO,ORIGINAL,B.2,21/ene/2025,21/ene/2025,21/ene/2030,VIGENTE
FEMENINO,VENADO TUERTO,ORIGINAL,B.1,21/ene/2025,21/ene/2025,21/ene/2030,VIGENTE
FEMENINO,VENADO TUERTO,RENOVACIÓN,"A.2.1, B.2",21/ene/2025,21/ene/2025,21/ene/2030,VIGENTE
MASCULINO,VENADO TUERTO,RENOVACIÓN,A.2.1,21/ene/2025,21/ene/2025,21/ene/2028,VIGENTE
FEMENINO,VENADO TUERTO,RENOVACIÓN,B.1,21/ene/2025,21/ene/2025,21/ene/2030,VIGENTE
FEMENINO,VENADO TUERTO,RENOVACIÓN,B.2,21/ene/2025,21/ene/2025,21/ene/2030,VIGENTE
FEMENINO,VENADO TUERTO,RENOVACIÓN,"A.3, B.2, G.1, G.2",21/ene/2025,21/ene/2025,21/ene/2030,VIGENTE
MASCULINO,VENADO TUERTO,RENOVACIÓN CON AMPLIACIÓN,B.2,21/ene/2025,21/ene/2025,21/ene/2030,VIGENTE
FEMENINO,VENADO TUERTO,RENOVACIÓN CON AMPLIACIÓN,"A.2.2, B.1",21/ene/2025,21/ene/2025,21/ene/2030,VIGENTE
FEMENINO,VENADO TUERTO,ORIGINAL,A.2.1,21/ene/2025,21/ene/2025,21/ene/2030,VIGENTE
MASCULINO,VENADO TUERTO,RENOVACIÓN,"A.2.2, B.2",21/ene/2025,21/ene/2025,21/ene/2030,VIGENTE
MASCULINO,VENADO TUERTO,RENOVACIÓN,B.2,21/ene/2025,21/ene/2025,21/ene/2028,VIGENTE
MASCULINO,VENADO TUERTO,ORIGINAL,"A.2.1, B.1",21/ene/2025,21/ene/2025,21/ene/2030,VIGENTE
FEMENINO,VENADO TUERTO,RENOVACIÓN,B.1,21/ene/2025,21/ene/2025,21/ene/2030,VIGENTE
MASCULINO,VENADO TUERTO,RENOVACIÓN,B.1,21/ene/2025,21/ene/2025,21/ene/2030,VIGENTE
MASCULINO,VENADO TUERTO,RENOVACIÓN CON AMPLIACIÓN,"A.2.2, B.2",21/ene/2025,21/ene/2025,21/ene/2028,VIGENTE
FEMENINO,VENADO TUERTO,RENOVACIÓN,B.2,21/ene/2025,21/ene/2025,21/ene/2030,VIGENTE
MASCULINO,SAN EDUARDO,RENOVACIÓN,"E.1, E.2, G.1",21/ene/2025,21/ene/2025,21/ene/2026,VIGENTE
FEMENINO,VENADO TUERTO,ORIGINAL,"A.2.1, B.1",21/ene/2025,21/ene/2025,21/ene/2030,VIGENTE
MASCULINO,VENADO TUERTO,RENOVACIÓN,B.2,21/ene/2025,21/ene/2025,21/ene/2030,VIGENTE
MASCULINO,VENADO TUERTO,RENOVACIÓN CON AMPLIACIÓN,"A.3, E.1",21/ene/2025,21/ene/2025,21/ene/2026,VIGENTE
FEMENINO,VENADO TUERTO,ORIGINAL,B.1,21/ene/2025,21/ene/2025,21/ene/2026,VIGENTE
MASCULINO,VENADO TUERTO,RENOVACIÓN,B.2,21/ene/2025,21/ene/2025,21/ene/2030,VIGENTE
FEMENINO,VENADO TUERTO,RENOVACIÓN,B.1,21/ene/2025,21/ene/2025,21/ene/2030,VIGENTE
FEMENINO,VENADO TUERTO,RENOVACIÓN,B.2,21/ene/2025,21/ene/2025,21/ene/2030,VIGENTE
MASCULINO,VENADO TUERTO,RENOVACIÓN,"A.2.1, B.1",21/ene/2025,21/ene/2025,21/ene/2030,VIGENTE
MASCULINO,VENADO TUERTO,RENOVACIÓN,"A.3, B.2",21/ene/2025,21/ene/2025,21/ene/2030,VIGENTE
FEMENINO,VENADO TUERTO,RENOVACIÓN,"A.2.1, B.2",21/ene/2025,21/ene/2025,21/ene/2030,VIGENTE
FEMENINO,VENADO TUERTO,ORIGINAL,A.2.1,21/ene/2025,21/ene/2025,21/ene/2030,VIGENTE
MASCULINO,VENADO TUERTO,RENOVACIÓN,"A.2.1, D.1, D.3",22/ene/2025,13/nov/2024,22/ene/2027,VIGENTE
MASCULINO,VENADO TUERTO,ORIGINAL,"A.2.1, B.1",22/ene/2025,22/nov/2024,22/ene/2030,VIGENTE
FEMENINO,VENADO TUERTO,ORIGINAL,"A.2.1, B.1",22/ene/2025,17/dic/2024,22/ene/2030,VIGENTE
MASCULINO,VENADO TUERTO,ORIGINAL,A.2.1,22/ene/2025,15/ene/2025,22/ene/2030,VIGENTE
FEMENINO,VENADO TUERTO,RENOVACIÓN,"A.2.1, B.1",22/ene/2025,17/ene/2025,22/ene/2030,VIGENTE
MASCULINO,VENADO TUERTO,ORIGINAL,B.1,22/ene/2025,21/ene/2025,22/ene/2026,VIGENTE
MASCULINO,VENADO TUERTO,RENOVACIÓN,B.2,22/ene/2025,22/ene/2025,22/ene/2030,VIGENTE
FEMENINO,VENADO TUERTO,RENOVACIÓN,B.1,22/ene/2025,22/ene/2025,22/ene/2030,VIGENTE
MASCULINO,VENADO TUERTO,ORIGINAL,B.1,22/ene/2025,22/ene/2025,22/ene/2026,VIGENTE
MASCULINO,VENADO TUERTO,RENOVACIÓN,B.2,22/ene/2025,22/ene/2025,22/ene/2030,VIGENTE
MASCULINO,VENADO TUERTO,RENOVACIÓN,"A.2.1, B.2",22/ene/2025,22/ene/2025,22/ene/2030,VIGENTE
FEMENINO,VENADO TUERTO,RENOVACIÓN,B.2,22/ene/2025,22/ene/2025,22/ene/2030,VIGENTE
MASCULINO,VENADO TUERTO,RENOVACIÓN,B.2,22/ene/2025,22/ene/2025,22/ene/2026,VIGENTE
MASCULINO,VENADO TUERTO,RENOVACIÓN,B.1,22/ene/2025,22/ene/2025,22/ene/2030,VIGENTE
FEMENINO,VENADO TUERTO,RENOVACIÓN,B.1,22/ene/2025,22/ene/2025,22/ene/2030,VIGENTE
FEMENINO,VENADO TUERTO,RENOVACIÓN,B.1,22/ene/2025,22/ene/2025,22/ene/2030,VIGENTE
MASCULINO,VENADO TUERTO,ORIGINAL,A.2.2,22/ene/2025,22/ene/2025,22/ene/2030,VIGENTE
MASCULINO,VENADO TUERTO,RENOVACIÓN,B.2,22/ene/2025,22/ene/2025,22/ene/2026,VIGENTE
MASCULINO,VENADO TUERTO,RENOVACIÓN,"A.2.1, E.1, E.2, G.1",22/ene/2025,22/ene/2025,22/ene/2026,VIGENTE
FEMENINO,VENADO TUERTO,RENOVACIÓN CON AMPLIACIÓN,"A.2.1, B.1",22/ene/2025,22/ene/2025,22/ene/2030,VIGENTE
FEMENINO,VENADO TUERTO,RENOVACIÓN,"A.2.1, B.2",22/ene/2025,22/ene/2025,22/ene/2028,VIGENTE
MASCULINO,VENADO TUERTO,RENOVACIÓN,B.2,22/ene/2025,22/ene/2025,22/ene/2026,VIGENTE
MASCULINO,VENADO TUERTO,ORIGINAL,B.2,22/ene/2025,22/ene/2025,22/ene/2028,VIGENTE
MASCULINO,VENADO TUERTO,RENOVACIÓN,B.2,22/ene/2025,22/ene/2025,22/ene/2026,VIGENTE
MASCULINO,VENADO TUERTO,RENOVACIÓN CON AMPLIACIÓN,B.2,22/ene/2025,22/ene/2025,22/ene/2030,VIGENTE
MASCULINO,SAN EDUARDO,RENOVACIÓN,"A.3, B.2",22/ene/2025,22/ene/2025,22/ene/2030,VIGENTE
FEMENINO,VENADO TUERTO,RENOVACIÓN CON AMPLIACIÓN,"A.2.1, B.2, D.1, D.3",22/ene/2025,22/ene/2025,22/ene/2027,VIGENTE
MASCULINO,VENADO TUERTO,RENOVACIÓN,A.2.1,22/ene/2025,22/ene/2025,22/ene/2030,VIGENTE
FEMENINO,VENADO TUERTO,RENOVACIÓN CON AMPLIACIÓN,"A.2.1, B.1",22/ene/2025,22/ene/2025,22/ene/2030,VIGENTE
MASCULINO,VENADO TUERTO,RENOVACIÓN,B.2,22/ene/2025,22/ene/2025,22/ene/2026,VIGENTE
FEMENINO,VENADO TUERTO,RENOVACIÓN,"A.2.1, D.1",22/ene/2025,22/ene/2025,22/ene/2026,VIGENTE
FEMENINO,VENADO TUERTO,RENOVACIÓN,"A.2.2, B.2",22/ene/2025,22/ene/2025,22/ene/2030,VIGENTE
FEMENINO,VENADO TUERTO,ORIGINAL,A.2.1,22/ene/2025,22/ene/2025,22/ene/2030,VIGENTE
MASCULINO,VENADO TUERTO,RENOVACIÓN CON AMPLIACIÓN,A.3,22/ene/2025,22/ene/2025,22/ene/2030,VIGENTE
MASCULINO,VENADO TUERTO,RENOVACIÓN,A.2.1,22/ene/2025,22/ene/2025,22/ene/2030,VIGENTE
FEMENINO,VENADO TUERTO,RENOVACIÓN,B.2,22/ene/2025,22/ene/2025,22/ene/2030,VIGENTE
MASCULINO,VENADO TUERTO,RENOVACIÓN CON AMPLIACIÓN,"A.2.1, B.2",22/ene/2025,22/ene/2025,22/ene/2030,VIGENTE
FEMENINO,VENADO TUERTO,ORIGINAL,A.2.1,22/ene/2025,22/ene/2025,22/ene/2030,VIGENTE
FEMENINO,VENADO TUERTO,RENOVACIÓN,A.2.1,22/ene/2025,22/ene/2025,22/ene/2030,VIGENTE
FEMENINO,VENADO TUERTO,RENOVACIÓN,B.2,22/ene/2025,22/ene/2025,22/ene/2026,VIGENTE
FEMENINO,VENADO TUERTO,RENOVACIÓN,"A.2.1, B.2",22/ene/2025,22/ene/2025,22/ene/2030,VIGENTE
MASCULINO,VENADO TUERTO,RENOVACIÓN,B.2,22/ene/2025,22/ene/2025,22/ene/2030,VIGENTE
FEMENINO,VENADO TUERTO,ORIGINAL,"A.2.1, B.1",22/ene/2025,22/ene/2025,22/ene/2030,VIGENTE
FEMENINO,VENADO TUERTO,RENOVACIÓN,A.2.1,22/ene/2025,22/ene/2025,22/ene/2028,VIGENTE
MASCULINO,VENADO TUERTO,RENOVACIÓN,B.2,22/ene/2025,22/ene/2025,22/ene/2030,VIGENTE
MASCULINO,VENADO TUERTO,RENOVACIÓN,B.2,22/ene/2025,22/ene/2025,22/ene/2030,VIGENTE
MASCULINO,VENADO TUERTO,RENOVACIÓN,B.2,22/ene/2025,22/ene/2025,22/ene/2026,VIGENTE
FEMENINO,VENADO TUERTO,RENOVACIÓN,"A.2.1, B.2",22/ene/2025,22/ene/2025,22/ene/2030,VIGENTE
FEMENINO,VENADO TUERTO,RENOVACIÓN,B.1,22/ene/2025,22/ene/2025,22/ene/2028,VIGENTE
FEMENINO,VENADO TUERTO,RENOVACIÓN,B.2,22/ene/2025,22/ene/2025,22/ene/2030,VIGENTE
MASCULINO,VENADO TUERTO,RENOVACIÓN,"A.2.1, E.1",22/ene/2025,22/ene/2025,22/ene/2027,VIGENTE
MASCULINO,VENADO TUERTO,RENOVACIÓN,"A.2.1, E.1",22/ene/2025,22/ene/2025,22/ene/2026,VIGENTE
MASCULINO,VENADO TUERTO,RENOVACIÓN,B.2,22/ene/2025,22/ene/2025,22/ene/2030,VIGENTE
FEMENINO,VENADO TUERTO,RENOVACIÓN,B.2,22/ene/2025,22/ene/2025,22/ene/2028,VIGENTE
FEMENINO,VENADO TUERTO,RENOVACIÓN,"A.2.1, B.1",22/ene/2025,22/ene/2025,22/ene/2030,VIGENTE
MASCULINO,VENADO TUERTO,RENOVACIÓN CON AMPLIACIÓN,"A.2.2, B.2",22/ene/2025,22/ene/2025,22/ene/2030,VIGENTE
MASCULINO,VENADO TUERTO,RENOVACIÓN,"A.2.2, E.1, G.1",22/ene/2025,22/ene/2025,22/ene/2026,VIGENTE
MASCULINO,VENADO TUERTO,RENOVACIÓN,E.1,22/ene/2025,22/ene/2025,22/ene/2026,VIGENTE
MASCULINO,VENADO TUERTO,ORIGINAL,A.2.1,22/ene/2025,22/ene/2025,22/ene/2030,VIGENTE
MASCULINO,VENADO TUERTO,RENOVACIÓN,"A.3, E.1, G.1",23/ene/2025,9/ene/2025,23/ene/2026,VIGENTE
MASCULINO,VENADO TUERTO,ORIGINAL,"A.2.1, B.1",23/ene/2025,10/ene/2025,23/ene/2028,VIGENTE
MASCULINO,VENADO TUERTO,ORIGINAL,"A.2.1, B.1",23/ene/2025,17/ene/2025,23/ene/2030,VIGENTE
FEMENINO,VENADO TUERTO,RENOVACIÓN,D.1,23/ene/2025,17/ene/2025,23/ene/2026,VIGENTE
MASCULINO,VENADO TUERTO,ORIGINAL,"A.2.1, B.1",23/ene/2025,20/ene/2025,23/ene/2030,VIGENTE
MASCULINO,VENADO TUERTO,RENOVACIÓN CON AMPLIACIÓN,"A.2.1, B.1",23/ene/2025,22/ene/2025,23/ene/2030,VIGENTE
FEMENINO,VENADO TUERTO,ORIGINAL,A.2.1,23/ene/2025,22/ene/2025,23/ene/2030,VIGENTE
MASCULINO,VENADO TUERTO,ORIGINAL,"A.2.1, E.1, G.2",23/ene/2025,22/ene/2025,23/ene/2026,VIGENTE
FEMENINO,VENADO TUERTO,RENOVACIÓN,A.2.1,23/ene/2025,22/ene/2025,23/ene/2028,VIGENTE
MASCULINO,VENADO TUERTO,RENOVACIÓN,A.2.1,23/ene/2025,22/ene/2025,23/ene/2028,VIGENTE
FEMENINO,VENADO TUERTO,ORIGINAL,"A.2.1, B.1",23/ene/2025,22/ene/2025,23/ene/2030,VIGENTE
MASCULINO,VENADO TUERTO,DUPLICADO,B.2,23/ene/2025,23/ene/2025,23/oct/2025,VIGENTE
MASCULINO,VENADO TUERTO,ORIGINAL,"A.2.1, B.1",23/ene/2025,23/ene/2025,23/ene/2030,VIGENTE
MASCULINO,VENADO TUERTO,RENOVACIÓN,B.1,23/ene/2025,23/ene/2025,23/ene/2030,VIGENTE
FEMENINO,VENADO TUERTO,RENOVACIÓN,"A.3, B.1",23/ene/2025,23/ene/2025,23/ene/2030,VIGENTE
MASCULINO,VENADO TUERTO,ORIGINAL,A.2.1,23/ene/2025,23/ene/2025,23/ene/2026,VIGENTE
MASCULINO,VENADO TUERTO,RENOVACIÓN,"A.2.1, E.1",23/ene/2025,23/ene/2025,23/ene/2027,VIGENTE
MASCULINO,VENADO TUERTO,RENOVACIÓN CON AMPLIACIÓN,"A.2.2, E.1",23/ene/2025,23/ene/2025,23/ene/2026,VIGENTE
FEMENINO,VENADO TUERTO,RENOVACIÓN,B.1,23/ene/2025,23/ene/2025,23/ene/2030,VIGENTE
MASCULINO,VENADO TUERTO,RENOVACIÓN,"A.3, B.2, D.3",23/ene/2025,23/ene/2025,23/ene/2026,VIGENTE
FEMENINO,VENADO TUERTO,RENOVACIÓN,B.2,23/ene/2025,23/ene/2025,23/ene/2030,VIGENTE
MASCULINO,VENADO TUERTO,RENOVACIÓN CON AMPLIACIÓN,"A.2.2, B.1",23/ene/2025,23/ene/2025,23/ene/2030,VIGENTE
FEMENINO,VENADO TUERTO,ORIGINAL,A.2.1,23/ene/2025,23/ene/2025,23/ene/2026,VIGENTE
FEMENINO,VENADO TUERTO,ORIGINAL,A.2.1,23/ene/2025,23/ene/2025,23/ene/2030,VIGENTE
MASCULINO,VENADO TUERTO,RENOVACIÓN,"A.3, E.1",23/ene/2025,23/ene/2025,23/ene/2026,VIGENTE
MASCULINO,VENADO TUERTO,RENOVACIÓN,"A.2.1, B.2",23/ene/2025,23/ene/2025,23/ene/2030,VIGENTE
FEMENINO,VENADO TUERTO,RENOVACIÓN,B.2,23/ene/2025,23/ene/2025,23/ene/2026,VIGENTE
MASCULINO,VENADO TUERTO,RENOVACIÓN CON AMPLIACIÓN,"A.2.1, B.2",23/ene/2025,23/ene/2025,23/ene/2030,VIGENTE
FEMENINO,VENADO TUERTO,RENOVACIÓN,"A.2.1, B.1",23/ene/2025,23/ene/2025,23/ene/2030,VIGENTE
MASCULINO,VENADO TUERTO,RENOVACIÓN CON AMPLIACIÓN,"A.3, B.2",23/ene/2025,23/ene/2025,23/ene/2030,VIGENTE
MASCULINO,VENADO TUERTO,RENOVACIÓN,"A.2.1, E.1",23/ene/2025,23/ene/2025,23/ene/2027,VIGENTE
MASCULINO,VENADO TUERTO,ORIGINAL,"A.2.1, B.1",23/ene/2025,23/ene/2025,23/ene/2026,VIGENTE
MASCULINO,VENADO TUERTO,RENOVACIÓN,"A.2.2, B.1",23/ene/2025,23/ene/2025,23/ene/2030,VIGENTE
MASCULINO,VENADO TUERTO,RENOVACIÓN,B.1,23/ene/2025,23/ene/2025,23/ene/2028,VIGENTE
MASCULINO,VENADO TUERTO,RENOVACIÓN,"A.2.1, B.1",23/ene/2025,23/ene/2025,23/ene/2030,VIGENTE
MASCULINO,VENADO TUERTO,RENOVACIÓN,E.1,23/ene/2025,23/ene/2025,23/ene/2026,VIGENTE
FEMENINO,VENADO TUERTO,ORIGINAL,"A.2.1, B.1",23/ene/2025,23/ene/2025,23/ene/2026,VIGENTE
MASCULINO,VENADO TUERTO,RENOVACIÓN,"A.2.2, B.2",23/ene/2025,23/ene/2025,23/ene/2030,VIGENTE
FEMENINO,VENADO TUERTO,RENOVACIÓN,"A.2.1, B.2",23/ene/2025,23/ene/2025,23/ene/2030,VIGENTE
FEMENINO,VENADO TUERTO,ORIGINAL,A.2.1,23/ene/2025,23/ene/2025,23/ene/2030,VIGENTE
FEMENINO,VENADO TUERTO,RENOVACIÓN,B.2,23/ene/2025,23/ene/2025,23/ene/2030,VIGENTE
MASCULINO,VENADO TUERTO,RENOVACIÓN,B.2,23/ene/2025,23/ene/2025,23/ene/2026,VIGENTE
FEMENINO,SAN EDUARDO,RENOVACIÓN,"A.2.1, B.1",23/ene/2025,23/ene/2025,23/ene/2030,VIGENTE
FEMENINO,VENADO TUERTO,ORIGINAL,A.2.1,23/ene/2025,23/ene/2025,23/ene/2026,VIGENTE
MASCULINO,VENADO TUERTO,RENOVACIÓN,"A.2.2, B.1",23/ene/2025,23/ene/2025,23/ene/2030,VIGENTE
MASCULINO,VENADO TUERTO,RENOVACIÓN,"A.2.2, B.1",23/ene/2025,23/ene/2025,23/ene/2030,VIGENTE
FEMENINO,VENADO TUERTO,RENOVACIÓN,B.1,23/ene/2025,23/ene/2025,23/ene/2030,VIGENTE
FEMENINO,VENADO TUERTO,RENOVACIÓN,"A.2.1, B.1",23/ene/2025,23/ene/2025,23/ene/2030,VIGENTE
MASCULINO,VENADO TUERTO,RENOVACIÓN,E.1,23/ene/2025,23/ene/2025,23/ene/2026,VIGENTE
FEMENINO,VENADO TUERTO,RENOVACIÓN,"A.2.1, B.1",23/ene/2025,23/ene/2025,23/ene/2030,VIGENTE
MASCULINO,VENADO TUERTO,RENOVACIÓN,B.2,23/ene/2025,23/ene/2025,23/ene/2026,VIGENTE
MASCULINO,VENADO TUERTO,RENOVACIÓN,B.1,23/ene/2025,23/ene/2025,23/ene/2028,VIGENTE
