id_beneficiario,condicion_sorteo,tipo_sorteo,edad_titular_inscripcion,genero_titular_inscripcion,situacion_habitacional,cantidad_integrantes_grupo_familiar,integrantes_grupo_familiar_masculino,integrantes_grupo_familiar_femenino
1079,SUPLENTE,INDIVIDUAL - GENERAL,46,FEMENINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,NO_APLICA,NO_APLICA,NO_APLICA
1113,TITULAR,FAMILIAR - GENERAL,27,MASCULINO,PROPIEDAD ALQUILADA,2,0,2
1123,SUPLENTE,FAMILIAR - GENERAL,34,MASCULINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,3,0,3
1135,SUPLENTE,FAMILIAR - GENERAL,24,MASCULINO,PROPIEDAD ALQUILADA,1,0,1
1236,SUPLENTE,FAMILIAR - GENERAL,46,FEMENINO,PROPIEDAD ALQUILADA,2,0,2
1251,SUPLENTE,INDIVIDUAL - GENERAL,26,MASCULINO,PROPIEDAD ALQUILADA,NO_APLICA,NO_APLICA,NO_APLICA
1279,SUPLENTE,INDIVIDUAL - GENERAL,46,MASCULINO,PROPIEDAD ALQUILADA,NO_APLICA,NO_APLICA,NO_APLICA
1281,SUPLENTE,INDIVIDUAL - GENERAL,25,FEMENINO,PROPIEDAD ALQUILADA,NO_APLICA,NO_APLICA,NO_APLICA
1290,SUPLENTE,FAMILIAR - CUPO PERSONA CON DISCAPACIDAD,55,FEMENINO,PROPIEDAD PRESTADA O CEDIDA,2,1,1
1305,SUPLENTE,FAMILIAR - GENERAL,28,MASCULINO,PROPIEDAD ALQUILADA,4,1,3
1306,SUPLENTE,INDIVIDUAL - CUPO PERSONA CON DISCAPACIDAD,23,FEMENINO,PROPIEDAD PRESTADA O CEDIDA,NO_APLICA,NO_APLICA,NO_APLICA
1330,TITULAR,FAMILIAR - GENERAL,27,FEMENINO,PROPIEDAD ALQUILADA,3,1,2
1332,SUPLENTE,INDIVIDUAL - GENERAL,22,MASCULINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,NO_APLICA,NO_APLICA,NO_APLICA
1359,TITULAR,FAMILIAR - GENERAL,29,MASCULINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,2,0,2
1380,TITULAR,FAMILIAR - GENERAL,46,FEMENINO,PROPIEDAD PRESTADA O CEDIDA,3,2,1
1401,TITULAR,INDIVIDUAL - GENERAL,36,MASCULINO,PROPIEDAD ALQUILADA,NO_APLICA,NO_APLICA,NO_APLICA
1432,SUPLENTE,FAMILIAR - GENERAL,28,FEMENINO,PROPIEDAD ALQUILADA,1,0,1
1439,TITULAR,FAMILIAR - GENERAL,41,FEMENINO,PROPIEDAD ALQUILADA,1,1,0
1503,SUPLENTE,FAMILIAR - GENERAL,26,MASCULINO,PROPIEDAD ALQUILADA,1,0,1
1522,SUPLENTE,FAMILIAR - GENERAL,27,FEMENINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,1,0,1
1547,SUPLENTE,FAMILIAR - GENERAL,31,FEMENINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,3,1,2
1712,TITULAR,FAMILIAR - GENERAL,33,MASCULINO,PROPIEDAD PRESTADA O CEDIDA,2,0,2
1738,TITULAR,FAMILIAR - GENERAL,32,FEMENINO,PROPIEDAD ALQUILADA,3,2,1
1753,TITULAR,INDIVIDUAL - GENERAL,27,FEMENINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,NO_APLICA,NO_APLICA,NO_APLICA
1761,TITULAR,FAMILIAR - GENERAL,60,FEMENINO,PROPIEDAD ALQUILADA,1,0,1
1775,SUPLENTE,INDIVIDUAL - GENERAL,26,FEMENINO,PROPIEDAD ALQUILADA,NO_APLICA,NO_APLICA,NO_APLICA
1778,TITULAR,FAMILIAR - GENERAL,32,FEMENINO,PROPIEDAD ALQUILADA,3,2,1
1784,TITULAR,FAMILIAR - GENERAL,32,MASCULINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,1,1,0
1833,TITULAR,FAMILIAR - GENERAL,36,FEMENINO,PROPIEDAD ALQUILADA,2,2,0
1935,SUPLENTE,FAMILIAR - GENERAL,21,FEMENINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,1,1,0
1956,TITULAR,INDIVIDUAL - GENERAL,21,MASCULINO,PROPIEDAD PRESTADA O CEDIDA,NO_APLICA,NO_APLICA,NO_APLICA
2057,SUPLENTE,FAMILIAR - GENERAL,31,FEMENINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,1,1,0
2131,SUPLENTE,FAMILIAR - GENERAL,20,FEMENINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,1,1,0
2152,SUPLENTE,FAMILIAR - GENERAL,23,MASCULINO,PROPIEDAD PRESTADA O CEDIDA,1,0,1
2216,TITULAR,FAMILIAR - GENERAL,36,FEMENINO,PROPIEDAD ALQUILADA,3,2,1
2270,SUPLENTE,FAMILIAR - GENERAL,41,FEMENINO,PROPIEDAD ALQUILADA,2,2,0
2323,TITULAR,FAMILIAR - GENERAL,36,FEMENINO,PROPIEDAD ALQUILADA,1,1,0
2365,SUPLENTE,FAMILIAR - GENERAL,45,FEMENINO,PROPIEDAD ALQUILADA,3,0,3
2368,TITULAR,FAMILIAR - GENERAL,53,MASCULINO,PROPIEDAD ALQUILADA,3,2,1
2388,TITULAR,FAMILIAR - GENERAL,35,MASCULINO,PROPIEDAD PRESTADA O CEDIDA,4,2,2
2389,TITULAR,FAMILIAR - GENERAL,26,FEMENINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,2,2,0
2476,TITULAR,INDIVIDUAL - GENERAL,26,MASCULINO,PROPIEDAD PRESTADA O CEDIDA,NO_APLICA,NO_APLICA,NO_APLICA
2484,TITULAR,INDIVIDUAL - GENERAL,29,MASCULINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,NO_APLICA,NO_APLICA,NO_APLICA
2494,SUPLENTE,FAMILIAR - GENERAL,50,FEMENINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,1,1,0
2519,SUPLENTE,FAMILIAR - GENERAL,23,MASCULINO,PROPIEDAD ALQUILADA,1,0,1
2531,SUPLENTE,FAMILIAR - GENERAL,64,FEMENINO,PROPIEDAD PRESTADA O CEDIDA,1,1,0
2595,SUPLENTE,INDIVIDUAL - GENERAL,31,MASCULINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,NO_APLICA,NO_APLICA,NO_APLICA
2652,SUPLENTE,FAMILIAR - GENERAL,35,FEMENINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,3,2,1
2668,SUPLENTE,FAMILIAR - CUPO PERSONA CON DISCAPACIDAD,61,FEMENINO,PROPIEDAD ALQUILADA,1,1,0
2795,SUPLENTE,FAMILIAR - GENERAL,29,MASCULINO,PROPIEDAD PRESTADA O CEDIDA,3,2,1
2815,TITULAR,FAMILIAR - GENERAL,53,FEMENINO,PROPIEDAD ALQUILADA,3,3,0
2872,SUPLENTE,FAMILIAR - GENERAL,44,MASCULINO,PROPIEDAD PRESTADA O CEDIDA,3,0,3
2890,TITULAR,INDIVIDUAL - GENERAL,22,MASCULINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,NO_APLICA,NO_APLICA,NO_APLICA
2934,SUPLENTE,INDIVIDUAL - GENERAL,25,FEMENINO,PROPIEDAD ALQUILADA,NO_APLICA,NO_APLICA,NO_APLICA
2965,SUPLENTE,INDIVIDUAL - GENERAL,25,MASCULINO,PROPIEDAD ALQUILADA,NO_APLICA,NO_APLICA,NO_APLICA
2989,TITULAR,FAMILIAR - GENERAL,31,FEMENINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,2,2,0
3044,SUPLENTE,FAMILIAR - GENERAL,30,MASCULINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,1,0,1
3069,TITULAR,FAMILIAR - GENERAL,29,FEMENINO,PROPIEDAD ALQUILADA,2,1,1
3080,TITULAR,FAMILIAR - GENERAL,49,MASCULINO,PROPIEDAD ALQUILADA,3,0,3
3124,TITULAR,FAMILIAR - GENERAL,32,MASCULINO,PROPIEDAD ALQUILADA,1,1,0
3140,TITULAR,INDIVIDUAL - GENERAL,31,FEMENINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,NO_APLICA,NO_APLICA,NO_APLICA
3215,TITULAR,FAMILIAR - GENERAL,28,FEMENINO,PROPIEDAD ALQUILADA,1,1,0
3394,TITULAR,INDIVIDUAL - CUPO PERSONA CON DISCAPACIDAD,26,MASCULINO,PROPIEDAD ALQUILADA,NO_APLICA,NO_APLICA,NO_APLICA
3441,TITULAR,FAMILIAR - GENERAL,35,MASCULINO,PROPIEDAD PRESTADA O CEDIDA,3,0,3
3517,TITULAR,FAMILIAR - GENERAL,50,MASCULINO,PROPIEDAD PRESTADA O CEDIDA,3,1,2
3562,TITULAR,FAMILIAR - GENERAL,33,FEMENINO,PROPIEDAD PRESTADA O CEDIDA,2,1,1
3591,SUPLENTE,INDIVIDUAL - GENERAL,30,MASCULINO,PROPIEDAD PRESTADA O CEDIDA,NO_APLICA,NO_APLICA,NO_APLICA
3656,SUPLENTE,FAMILIAR - GENERAL,37,MASCULINO,PROPIEDAD ALQUILADA,1,0,1
3706,TITULAR,FAMILIAR - GENERAL,25,FEMENINO,PROPIEDAD ALQUILADA,1,1,0
3719,SUPLENTE,FAMILIAR - GENERAL,29,FEMENINO,PROPIEDAD ALQUILADA,2,2,0
3819,TITULAR,FAMILIAR - GENERAL,40,FEMENINO,PROPIEDAD ALQUILADA,2,2,0
3840,TITULAR,FAMILIAR - GENERAL,46,FEMENINO,PROPIEDAD ALQUILADA,4,4,0
3844,SUPLENTE,FAMILIAR - GENERAL,24,MASCULINO,PROPIEDAD ALQUILADA,1,0,1
3853,TITULAR,FAMILIAR - GENERAL,23,MASCULINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,1,0,1
3882,TITULAR,FAMILIAR - GENERAL,24,MASCULINO,PROPIEDAD ALQUILADA,1,0,1
3957,TITULAR,FAMILIAR - GENERAL,30,FEMENINO,PROPIEDAD ALQUILADA,2,2,0
4008,TITULAR,INDIVIDUAL - GENERAL,37,MASCULINO,PROPIEDAD ALQUILADA,NO_APLICA,NO_APLICA,NO_APLICA
4085,SUPLENTE,FAMILIAR - CUPO PERSONA CON DISCAPACIDAD,39,FEMENINO,PROPIEDAD ALQUILADA,2,1,1
4090,TITULAR,FAMILIAR - GENERAL,52,MASCULINO,PROPIEDAD ALQUILADA,3,1,2
4261,SUPLENTE,FAMILIAR - GENERAL,61,FEMENINO,PROPIEDAD ALQUILADA,1,1,0
4264,SUPLENTE,INDIVIDUAL - GENERAL,26,FEMENINO,PROPIEDAD ALQUILADA,NO_APLICA,NO_APLICA,NO_APLICA
4298,SUPLENTE,FAMILIAR - GENERAL,49,MASCULINO,PROPIEDAD ALQUILADA,1,0,1
4307,SUPLENTE,FAMILIAR - GENERAL,59,MASCULINO,PROPIEDAD PRESTADA O CEDIDA,2,0,2
4325,SUPLENTE,FAMILIAR - GENERAL,30,MASCULINO,PROPIEDAD ALQUILADA,1,0,1
4518,SUPLENTE,FAMILIAR - GENERAL,45,MASCULINO,PROPIEDAD ALQUILADA,1,0,1
4529,SUPLENTE,FAMILIAR - GENERAL,50,FEMENINO,PROPIEDAD ALQUILADA,2,1,1
4587,TITULAR,FAMILIAR - GENERAL,28,MASCULINO,PROPIEDAD PRESTADA O CEDIDA,1,0,1
4651,SUPLENTE,FAMILIAR - GENERAL,31,MASCULINO,PROPIEDAD ALQUILADA,2,0,2
4661,TITULAR,FAMILIAR - GENERAL,50,FEMENINO,PROPIEDAD ALQUILADA,1,1,0
4710,TITULAR,FAMILIAR - GENERAL,49,FEMENINO,PROPIEDAD PRESTADA O CEDIDA,3,2,1
4759,SUPLENTE,INDIVIDUAL - CUPO PERSONA CON DISCAPACIDAD,61,MASCULINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,NO_APLICA,NO_APLICA,NO_APLICA
4767,SUPLENTE,FAMILIAR - GENERAL,47,FEMENINO,PROPIEDAD ALQUILADA,1,1,0
4815,SUPLENTE,FAMILIAR - GENERAL,38,MASCULINO,PROPIEDAD ALQUILADA,3,1,2
4870,SUPLENTE,FAMILIAR - GENERAL,24,MASCULINO,PROPIEDAD ALQUILADA,2,0,2
4900,SUPLENTE,FAMILIAR - GENERAL,56,MASCULINO,PROPIEDAD ALQUILADA,2,0,2
4941,TITULAR,FAMILIAR - GENERAL,29,FEMENINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,1,1,0
5012,SUPLENTE,FAMILIAR - GENERAL,26,MASCULINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,3,1,2
5043,TITULAR,FAMILIAR - GENERAL,38,FEMENINO,PROPIEDAD ALQUILADA,1,1,0
5074,SUPLENTE,FAMILIAR - GENERAL,34,MASCULINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,3,2,1
5173,TITULAR,FAMILIAR - GENERAL,32,FEMENINO,PROPIEDAD ALQUILADA,2,2,0
5271,TITULAR,INDIVIDUAL - GENERAL,23,FEMENINO,PROPIEDAD ALQUILADA,NO_APLICA,NO_APLICA,NO_APLICA
5341,TITULAR,FAMILIAR - GENERAL,27,MASCULINO,PROPIEDAD PRESTADA O CEDIDA,1,0,1
5462,TITULAR,FAMILIAR - GENERAL,27,FEMENINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,1,0,1
5469,SUPLENTE,FAMILIAR - GENERAL,25,FEMENINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,2,2,0
5652,SUPLENTE,FAMILIAR - GENERAL,30,MASCULINO,PROPIEDAD PRESTADA O CEDIDA,2,1,1
5664,SUPLENTE,FAMILIAR - GENERAL,29,MASCULINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,3,0,3
5692,TITULAR,FAMILIAR - CUPO PERSONA CON DISCAPACIDAD,50,MASCULINO,PROPIEDAD ALQUILADA,1,1,0
5709,SUPLENTE,FAMILIAR - GENERAL,34,MASCULINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,3,0,3
5725,TITULAR,FAMILIAR - GENERAL,30,MASCULINO,PROPIEDAD ALQUILADA,4,0,4
5743,SUPLENTE,FAMILIAR - GENERAL,27,FEMENINO,PROPIEDAD ALQUILADA,3,2,1
5762,SUPLENTE,FAMILIAR - GENERAL,39,MASCULINO,PROPIEDAD ALQUILADA,2,0,2
5886,TITULAR,FAMILIAR - GENERAL,67,FEMENINO,PROPIEDAD ALQUILADA,3,1,2
5890,SUPLENTE,INDIVIDUAL - CUPO PERSONA CON DISCAPACIDAD,76,MASCULINO,PROPIEDAD PRESTADA O CEDIDA,NO_APLICA,NO_APLICA,NO_APLICA
5908,SUPLENTE,FAMILIAR - GENERAL,44,MASCULINO,PROPIEDAD ALQUILADA,2,1,1
6026,TITULAR,INDIVIDUAL - GENERAL,27,FEMENINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,NO_APLICA,NO_APLICA,NO_APLICA
6067,SUPLENTE,FAMILIAR - CUPO PERSONA CON DISCAPACIDAD,41,FEMENINO,PROPIEDAD PRESTADA O CEDIDA,3,1,2
6068,SUPLENTE,FAMILIAR - GENERAL,43,MASCULINO,PROPIEDAD ALQUILADA,1,0,1
6103,TITULAR,FAMILIAR - GENERAL,28,FEMENINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,1,0,1
6130,TITULAR,FAMILIAR - GENERAL,24,MASCULINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,4,2,2
6150,SUPLENTE,INDIVIDUAL - GENERAL,31,MASCULINO,PROPIEDAD PRESTADA O CEDIDA,NO_APLICA,NO_APLICA,NO_APLICA
6262,TITULAR,FAMILIAR - GENERAL,47,FEMENINO,PROPIEDAD PRESTADA O CEDIDA,1,1,0
6405,TITULAR,FAMILIAR - GENERAL,25,MASCULINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,2,1,1
6406,SUPLENTE,FAMILIAR - GENERAL,22,FEMENINO,PROPIEDAD PRESTADA O CEDIDA,2,1,1
6411,TITULAR,FAMILIAR - GENERAL,39,FEMENINO,PROPIEDAD ALQUILADA,5,3,2
6463,TITULAR,INDIVIDUAL - GENERAL,30,FEMENINO,PROPIEDAD ALQUILADA,NO_APLICA,NO_APLICA,NO_APLICA
6506,TITULAR,FAMILIAR - GENERAL,39,FEMENINO,PROPIEDAD ALQUILADA,2,1,1
6508,SUPLENTE,FAMILIAR - CUPO PERSONA CON DISCAPACIDAD,42,FEMENINO,PROPIEDAD PRESTADA O CEDIDA,1,1,0
6550,TITULAR,FAMILIAR - CUPO PERSONA CON DISCAPACIDAD,47,FEMENINO,PROPIEDAD ALQUILADA,3,2,1
6597,TITULAR,FAMILIAR - GENERAL,28,FEMENINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,1,0,1
6633,TITULAR,FAMILIAR - GENERAL,31,MASCULINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,1,0,1
6650,SUPLENTE,FAMILIAR - GENERAL,25,MASCULINO,PROPIEDAD ALQUILADA,2,1,1
6652,TITULAR,FAMILIAR - GENERAL,39,MASCULINO,PROPIEDAD ALQUILADA,2,1,1
6665,SUPLENTE,FAMILIAR - GENERAL,34,FEMENINO,PROPIEDAD ALQUILADA,2,2,0
6691,SUPLENTE,FAMILIAR - GENERAL,71,MASCULINO,PROPIEDAD ALQUILADA,1,0,1
