id_beneficiario,condicion_sorteo,tipo_sorteo,edad_titular_inscripcion,genero_titular_inscripcion,situacion_habitacional,cantidad_integrantes_grupo_familiar,integrantes_grupo_familiar_masculino,integrantes_grupo_familiar_femenino
2878,SUPLENTE,INDIVIDUAL - GENERAL,51,MASCULINO,PROPIEDAD ALQUILADA,NO_APLICA,NO_APLICA,NO_APLICA
889,SUPLENTE,INDIVIDUAL - GENERAL,29,FEMENINO,PROPIEDAD PRESTADA O CEDIDA,NO_APLICA,NO_APLICA,NO_APLICA
336,SUPLENTE,INDIVIDUAL - GENERAL,24,MASCULINO,PROPIEDAD ALQUILADA,NO_APLICA,NO_APLICA,NO_APLICA
957,SUPLENTE,INDIVIDUAL - CUPO PERSONA CON DISCAPACIDAD,59,FEMENINO,PROPIEDAD PRESTADA O CEDIDA,NO_APLICA,NO_APLICA,NO_APLICA
2586,SUPLENTE,INDIVIDUAL - GENERAL,23,MASCULINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,NO_APLICA,NO_APLICA,NO_APLICA
1000,SUPLENTE,INDIVIDUAL - GENERAL,47,MASCULINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,NO_APLICA,NO_APLICA,NO_APLICA
6183,SUPLENTE,INDIVIDUAL - CUPO PERSONA CON DISCAPACIDAD,73,MASCULINO,PROPIEDAD PRESTADA O CEDIDA,NO_APLICA,NO_APLICA,NO_APLICA
4567,SUPLENTE,INDIVIDUAL - GENERAL,20,FEMENINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,NO_APLICA,NO_APLICA,NO_APLICA
4557,SUPLENTE,INDIVIDUAL - GENERAL,28,FEMENINO,PROPIEDAD ALQUILADA,NO_APLICA,NO_APLICA,NO_APLICA
6321,SUPLENTE,INDIVIDUAL - CUPO PERSONA CON DISCAPACIDAD,40,FEMENINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,NO_APLICA,NO_APLICA,NO_APLICA
497,SUPLENTE,INDIVIDUAL - CUPO PERSONA CON DISCAPACIDAD,57,FEMENINO,PROPIEDAD PRESTADA O CEDIDA,NO_APLICA,NO_APLICA,NO_APLICA
4737,SUPLENTE,INDIVIDUAL - GENERAL,23,MASCULINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,NO_APLICA,NO_APLICA,NO_APLICA
2381,TITULAR,FAMILIAR - GENERAL,27,FEMENINO,PROPIEDAD ALQUILADA,1,1,0
2323,TITULAR,FAMILIAR - CUPO PERSONA CON DISCAPACIDAD,39,FEMENINO,PROPIEDAD PRESTADA O CEDIDA,3,2,1
4045,TITULAR,FAMILIAR - GENERAL,47,MASCULINO,PROPIEDAD ALQUILADA,2,1,1
1034,TITULAR,FAMILIAR - GENERAL,42,MASCULINO,PROPIEDAD PRESTADA O CEDIDA,1,0,1
3486,TITULAR,FAMILIAR - GENERAL,24,MASCULINO,PROPIEDAD ALQUILADA,3,0,3
1353,TITULAR,FAMILIAR - GENERAL,28,FEMENINO,PROPIEDAD PRESTADA O CEDIDA,3,2,1
5874,TITULAR,FAMILIAR - GENERAL,30,FEMENINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,4,3,1
4676,TITULAR,FAMILIAR - GENERAL,58,MASCULINO,PROPIEDAD ALQUILADA,2,1,1
3725,TITULAR,FAMILIAR - GENERAL,24,MASCULINO,PROPIEDAD ALQUILADA,3,2,1
6232,TITULAR,FAMILIAR - CUPO PERSONA CON DISCAPACIDAD,46,FEMENINO,PROPIEDAD ALQUILADA,3,2,1
1066,TITULAR,FAMILIAR - GENERAL,33,MASCULINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,3,2,1
1578,TITULAR,FAMILIAR - GENERAL,38,MASCULINO,PROPIEDAD PRESTADA O CEDIDA,2,1,1
4646,TITULAR,FAMILIAR - GENERAL,31,MASCULINO,PROPIEDAD ALQUILADA,2,0,2
1450,TITULAR,FAMILIAR - GENERAL,23,MASCULINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,2,1,1
4748,TITULAR,FAMILIAR - GENERAL,23,FEMENINO,PROPIEDAD ALQUILADA,2,2,0
3471,TITULAR,FAMILIAR - GENERAL,21,FEMENINO,PROPIEDAD ALQUILADA,1,1,0
4884,TITULAR,FAMILIAR - GENERAL,35,FEMENINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,1,1,0
746,TITULAR,FAMILIAR - GENERAL,29,MASCULINO,PROPIEDAD ALQUILADA,1,1,0
2468,TITULAR,FAMILIAR - GENERAL,25,MASCULINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,1,0,1
1607,TITULAR,FAMILIAR - GENERAL,46,FEMENINO,PROPIEDAD PRESTADA O CEDIDA,2,1,1
1172,TITULAR,FAMILIAR - GENERAL,31,FEMENINO,PROPIEDAD ALQUILADA,2,0,2
570,TITULAR,FAMILIAR - GENERAL,25,MASCULINO,PROPIEDAD ALQUILADA,2,0,2
1588,TITULAR,FAMILIAR - GENERAL,30,FEMENINO,PROPIEDAD ALQUILADA,1,1,0
102,TITULAR,FAMILIAR - GENERAL,42,MASCULINO,PROPIEDAD ALQUILADA,3,2,1
5304,TITULAR,FAMILIAR - GENERAL,57,FEMENINO,PROPIEDAD ALQUILADA,1,1,0
1369,TITULAR,FAMILIAR - GENERAL,26,MASCULINO,PROPIEDAD PRESTADA O CEDIDA,2,1,1
29,TITULAR,FAMILIAR - GENERAL,33,MASCULINO,PROPIEDAD ALQUILADA,3,2,1
3249,TITULAR,FAMILIAR - GENERAL,30,FEMENINO,PROPIEDAD PRESTADA O CEDIDA,1,0,1
5916,TITULAR,FAMILIAR - GENERAL,46,FEMENINO,PROPIEDAD PRESTADA O CEDIDA,4,3,1
213,TITULAR,FAMILIAR - GENERAL,32,FEMENINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,2,2,0
438,TITULAR,FAMILIAR - GENERAL,45,MASCULINO,PROPIEDAD ALQUILADA,2,1,1
1800,TITULAR,FAMILIAR - GENERAL,26,FEMENINO,PROPIEDAD ALQUILADA,2,2,0
2788,TITULAR,FAMILIAR - GENERAL,42,FEMENINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,1,1,0
2867,TITULAR,FAMILIAR - GENERAL,29,MASCULINO,PROPIEDAD ALQUILADA,2,1,1
4171,TITULAR,FAMILIAR - GENERAL,38,MASCULINO,PROPIEDAD PRESTADA O CEDIDA,4,2,2
4565,TITULAR,FAMILIAR - GENERAL,44,MASCULINO,PROPIEDAD ALQUILADA,3,2,1
3969,TITULAR,FAMILIAR - GENERAL,48,FEMENINO,PROPIEDAD ALQUILADA,4,4,0
615,TITULAR,FAMILIAR - GENERAL,27,MASCULINO,PROPIEDAD ALQUILADA,2,0,2
5233,TITULAR,FAMILIAR - GENERAL,27,FEMENINO,PROPIEDAD ALQUILADA,2,2,0
3904,TITULAR,FAMILIAR - GENERAL,42,MASCULINO,PROPIEDAD ALQUILADA,1,1,0
5148,TITULAR,FAMILIAR - GENERAL,49,MASCULINO,PROPIEDAD ALQUILADA,2,1,1
2617,TITULAR,FAMILIAR - GENERAL,32,FEMENINO,PROPIEDAD ALQUILADA,4,2,2
50,SUPLENTE,FAMILIAR - GENERAL,23,MASCULINO,PROPIEDAD ALQUILADA,1,0,1
3004,SUPLENTE,FAMILIAR - GENERAL,42,MASCULINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,1,0,1
899,SUPLENTE,FAMILIAR - GENERAL,43,FEMENINO,PROPIEDAD ALQUILADA,2,0,2
12,SUPLENTE,FAMILIAR - GENERAL,20,FEMENINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,2,2,0
5942,SUPLENTE,FAMILIAR - GENERAL,32,FEMENINO,PROPIEDAD ALQUILADA,2,1,1
3683,SUPLENTE,FAMILIAR - GENERAL,32,MASCULINO,PROPIEDAD PRESTADA O CEDIDA,2,1,1
27,SUPLENTE,FAMILIAR - GENERAL,35,MASCULINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,4,0,4
52,SUPLENTE,FAMILIAR - GENERAL,28,FEMENINO,PROPIEDAD ALQUILADA,1,1,0
975,SUPLENTE,FAMILIAR - GENERAL,25,FEMENINO,PROPIEDAD ALQUILADA,1,1,0
3688,SUPLENTE,FAMILIAR - GENERAL,31,FEMENINO,PROPIEDAD PRESTADA O CEDIDA,2,0,2
5427,SUPLENTE,FAMILIAR - GENERAL,30,MASCULINO,PROPIEDAD OCUPADA DE HECHO,2,1,1
2406,SUPLENTE,FAMILIAR - GENERAL,40,FEMENINO,PROPIEDAD ALQUILADA,1,1,0
429,SUPLENTE,FAMILIAR - GENERAL,30,FEMENINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,1,0,1
848,SUPLENTE,FAMILIAR - GENERAL,24,MASCULINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,2,1,1
4724,SUPLENTE,FAMILIAR - GENERAL,41,MASCULINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,1,0,1
4140,SUPLENTE,FAMILIAR - GENERAL,35,FEMENINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,3,1,2
1069,SUPLENTE,FAMILIAR - GENERAL,23,FEMENINO,PROPIEDAD PRESTADA O CEDIDA,3,2,1
1006,SUPLENTE,FAMILIAR - GENERAL,38,MASCULINO,PROPIEDAD ALQUILADA,1,0,1
5234,SUPLENTE,FAMILIAR - GENERAL,39,MASCULINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,2,0,2
924,SUPLENTE,FAMILIAR - GENERAL,36,FEMENINO,PROPIEDAD ALQUILADA,4,3,1
2851,SUPLENTE,FAMILIAR - GENERAL,31,MASCULINO,PROPIEDAD PRESTADA O CEDIDA,2,0,2
2085,SUPLENTE,FAMILIAR - GENERAL,45,MASCULINO,PROPIEDAD ALQUILADA,3,1,2
3030,SUPLENTE,FAMILIAR - GENERAL,48,FEMENINO,PROPIEDAD ALQUILADA,1,1,0
4918,SUPLENTE,FAMILIAR - GENERAL,39,MASCULINO,PROPIEDAD ALQUILADA,3,0,3
6300,SUPLENTE,FAMILIAR - GENERAL,35,MASCULINO,PROPIEDAD ALQUILADA,2,0,2
1151,SUPLENTE,FAMILIAR - GENERAL,31,FEMENINO,PROPIEDAD PRESTADA O CEDIDA,1,1,0
6070,SUPLENTE,FAMILIAR - GENERAL,37,MASCULINO,PROPIEDAD PRESTADA O CEDIDA,1,0,1
282,SUPLENTE,FAMILIAR - GENERAL,32,MASCULINO,PROPIEDAD ALQUILADA,3,0,3
1510,SUPLENTE,FAMILIAR - GENERAL,39,FEMENINO,PROPIEDAD ALQUILADA,1,1,0
5641,SUPLENTE,FAMILIAR - GENERAL,26,MASCULINO,PROPIEDAD ALQUILADA,1,0,1
4484,SUPLENTE,FAMILIAR - CUPO PERSONA CON DISCAPACIDAD,42,MASCULINO,PROPIEDAD ALQUILADA,4,1,3
6185,SUPLENTE,FAMILIAR - GENERAL,42,MASCULINO,PROPIEDAD ALQUILADA,1,0,1
1438,SUPLENTE,FAMILIAR - GENERAL,45,FEMENINO,PROPIEDAD ALQUILADA,1,0,1
4606,SUPLENTE,FAMILIAR - CUPO PERSONA CON DISCAPACIDAD,39,FEMENINO,PROPIEDAD ALQUILADA,4,1,3
1010,SUPLENTE,FAMILIAR - CUPO PERSONA CON DISCAPACIDAD,23,MASCULINO,PROPIEDAD ALQUILADA,2,1,1
3761,SUPLENTE,FAMILIAR - GENERAL,30,FEMENINO,PROPIEDAD PRESTADA O CEDIDA,3,1,2
319,SUPLENTE,FAMILIAR - GENERAL,32,MASCULINO,PROPIEDAD PRESTADA O CEDIDA,2,0,2
5955,SUPLENTE,FAMILIAR - CUPO PERSONA CON DISCAPACIDAD,38,FEMENINO,PROPIEDAD ALQUILADA,2,0,2
5385,SUPLENTE,FAMILIAR - CUPO PERSONA CON DISCAPACIDAD,41,FEMENINO,PROPIEDAD ALQUILADA,2,2,0
5815,SUPLENTE,FAMILIAR - GENERAL,50,MASCULINO,PROPIEDAD ALQUILADA,1,1,0
4029,SUPLENTE,FAMILIAR - CUPO PERSONA CON DISCAPACIDAD,35,MASCULINO,PROPIEDAD ALQUILADA,1,0,1
5932,SUPLENTE,FAMILIAR - GENERAL,35,FEMENINO,PROPIEDAD PRESTADA O CEDIDA,4,3,1
308,SUPLENTE,FAMILIAR - CUPO PERSONA CON DISCAPACIDAD,40,MASCULINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,3,1,2
2879,SUPLENTE,FAMILIAR - GENERAL,24,FEMENINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,1,0,1
1074,SUPLENTE,FAMILIAR - GENERAL,40,FEMENINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,3,2,1
3277,SUPLENTE,FAMILIAR - CUPO PERSONA CON DISCAPACIDAD,42,FEMENINO,PROPIEDAD PRESTADA O CEDIDA,3,2,1
3741,SUPLENTE,FAMILIAR - GENERAL,27,MASCULINO,PROPIEDAD PRESTADA O CEDIDA,2,0,2
3968,SUPLENTE,FAMILIAR - CUPO PERSONA CON DISCAPACIDAD,27,FEMENINO,PROPIEDAD ALQUILADA,2,0,2
1058,SUPLENTE,FAMILIAR - CUPO PERSONA CON DISCAPACIDAD,26,MASCULINO,PROPIEDAD PRESTADA O CEDIDA,1,0,1
4510,SUPLENTE,FAMILIAR - GENERAL,28,MASCULINO,PROPIEDAD PRESTADA O CEDIDA,3,2,1
3639,TITULAR,INDIVIDUAL - GENERAL,28,FEMENINO,PROPIEDAD ALQUILADA,NO_APLICA,NO_APLICA,NO_APLICA
5180,TITULAR,INDIVIDUAL - GENERAL,22,FEMENINO,PROPIEDAD OCUPADA DE HECHO,NO_APLICA,NO_APLICA,NO_APLICA
4739,TITULAR,INDIVIDUAL - GENERAL,28,FEMENINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,NO_APLICA,NO_APLICA,NO_APLICA
5830,TITULAR,INDIVIDUAL - CUPO PERSONA CON DISCAPACIDAD,32,FEMENINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,NO_APLICA,NO_APLICA,NO_APLICA
5602,TITULAR,INDIVIDUAL - GENERAL,35,MASCULINO,PROPIEDAD ALQUILADA,NO_APLICA,NO_APLICA,NO_APLICA
3247,TITULAR,INDIVIDUAL - GENERAL,21,MASCULINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,NO_APLICA,NO_APLICA,NO_APLICA
5590,TITULAR,INDIVIDUAL - GENERAL,22,MASCULINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,NO_APLICA,NO_APLICA,NO_APLICA
