id_beneficiario,condicion_sorteo,tipo_sorteo,edad_titular_inscripcion,genero_titular_inscripcion,situacion_habitacional,cantidad_integrantes_grupo_familiar,integrantes_grupo_familiar_masculino,integrantes_grupo_familiar_femenino
371,TITULAR,FAMILIAR - GENERAL,28,FEMENINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,1,1,0
404,TITULAR,FAMILIAR - GENERAL,34,FEMENINO,PROPIEDAD ALQUILADA,2,2,0
433,TITULAR,INDIVIDUAL - GENERAL,28,MASCULINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,NO_APLICA,NO_APLICA,NO_APLICA
483,SUPLENTE,FAMILIAR - GENERAL,27,FEMENINO,PROPIEDAD ALQUILADA,1,1,0
484,SUPLENTE,INDIVIDUAL - GENERAL,29,FEMENINO,PROPIEDAD ALQUILADA,NO_APLICA,NO_APLICA,NO_APLICA
485,SUPLENTE,FAMILIAR - GENERAL,43,FEMENINO,PROPIEDAD ALQUILADA,1,1,0
486,SUPLENTE,FAMILIAR - CUPO PERSONA CON DISCAPACIDAD,38,FEMENINO,PROPIEDAD ALQUILADA,5,3,2
487,TITULAR,FAMILIAR - GENERAL,27,MASCULINO,PROPIEDAD ALQUILADA,1,0,1
489,SUPLENTE,FAMILIAR - GENERAL,28,MASCULINO,PROPIEDAD ALQUILADA,3,1,2
580,SUPLENTE,FAMILIAR - GENERAL,37,MASCULINO,PROPIEDAD ALQUILADA,3,0,3
674,SUPLENTE,FAMILIAR - GENERAL,44,FEMENINO,PROPIEDAD ALQUILADA,2,2,0
680,SUPLENTE,FAMILIAR - GENERAL,25,FEMENINO,PROPIEDAD ALQUILADA,2,1,1
744,SUPLENTE,FAMILIAR - GENERAL,40,MASCULINO,PROPIEDAD ALQUILADA,1,0,1
751,TITULAR,INDIVIDUAL - CUPO PERSONA CON DISCAPACIDAD,29,MASCULINO,PROPIEDAD ALQUILADA,NO_APLICA,NO_APLICA,NO_APLICA
777,TITULAR,FAMILIAR - GENERAL,28,FEMENINO,PROPIEDAD ALQUILADA,1,1,0
789,TITULAR,INDIVIDUAL - GENERAL,30,FEMENINO,PROPIEDAD ALQUILADA,NO_APLICA,NO_APLICA,NO_APLICA
790,TITULAR,FAMILIAR - GENERAL,40,FEMENINO,PROPIEDAD PRESTADA O CEDIDA,4,2,2
810,SUPLENTE,FAMILIAR - GENERAL,44,FEMENINO,PROPIEDAD ALQUILADA,2,2,0
823,TITULAR,INDIVIDUAL - GENERAL,30,MASCULINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,NO_APLICA,NO_APLICA,NO_APLICA
854,TITULAR,FAMILIAR - GENERAL,25,FEMENINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,1,1,0
856,SUPLENTE,INDIVIDUAL - CUPO PERSONA CON DISCAPACIDAD,32,MASCULINO,PROPIEDAD ALQUILADA,NO_APLICA,NO_APLICA,NO_APLICA
876,TITULAR,FAMILIAR - GENERAL,25,FEMENINO,PROPIEDAD ALQUILADA,2,1,1
882,SUPLENTE,FAMILIAR - GENERAL,37,MASCULINO,PROPIEDAD ALQUILADA,2,0,2
944,SUPLENTE,FAMILIAR - GENERAL,22,FEMENINO,PROPIEDAD ALQUILADA,1,0,1
1010,SUPLENTE,FAMILIAR - GENERAL,45,FEMENINO,PROPIEDAD ALQUILADA,3,0,3
1055,TITULAR,FAMILIAR - GENERAL,33,FEMENINO,PROPIEDAD ALQUILADA,2,1,1
1110,TITULAR,FAMILIAR - GENERAL,42,MASCULINO,PROPIEDAD ALQUILADA,2,0,2
1115,SUPLENTE,FAMILIAR - GENERAL,55,MASCULINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,2,1,1
1133,SUPLENTE,FAMILIAR - GENERAL,22,FEMENINO,PROPIEDAD ALQUILADA,1,1,0
1143,SUPLENTE,FAMILIAR - GENERAL,31,FEMENINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,4,0,4
1155,SUPLENTE,INDIVIDUAL - GENERAL,20,FEMENINO,PROPIEDAD ALQUILADA,NO_APLICA,NO_APLICA,NO_APLICA
1185,TITULAR,FAMILIAR - GENERAL,25,MASCULINO,PROPIEDAD ALQUILADA,2,1,1
1240,TITULAR,FAMILIAR - CUPO PERSONA CON DISCAPACIDAD,34,FEMENINO,PROPIEDAD ALQUILADA,2,2,0
1244,SUPLENTE,FAMILIAR - GENERAL,29,FEMENINO,PROPIEDAD ALQUILADA,1,0,1
