id_beneficiario,condicion_sorteo,tipo_sorteo,edad_titular_inscripcion,genero_titular_inscripcion,situacion_habitacional,cantidad_integrantes_grupo_familiar,integrantes_grupo_familiar_masculino,integrantes_grupo_familiar_femenino
39,TITULAR,FAMILIAR - GENERAL,31,MASCULINO,PROPIEDAD PRESTADA O CEDIDA,1,0,1
4,SUPLENTE,FAMILIAR - CUPO PERSONA CON DISCAPACIDAD,53,FEMENINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,3,1,2
81,TITULAR,FAMILIAR - GENERAL,25,FEMENINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,1,1,0
8,SUPLENTE,FAMILIAR - CUPO PERSONA CON DISCAPACIDAD,32,FEMENINO,PROPIEDAD ALQUILADA,3,1,2
141,SUPLENTE,FAMILIAR - GENERAL,24,PREFIERE NO DECIRLO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,2,2,0
63,TITULAR,FAMILIAR - GENERAL,32,MASCULINO,PROPIEDAD PRESTADA O CEDIDA,3,1,2
83,TITULAR,FAMILIAR - GENERAL,21,FEMENINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,1,1,0
58,TITULAR,FAMILIAR - GENERAL,42,FEMENINO,PROPIEDAD OCUPADA DE HECHO,6,5,1
85,SUPLENTE,FAMILIAR - GENERAL,31,MASCULINO,PROPIEDAD ALQUILADA,1,1,0
34,TITULAR,FAMILIAR - GENERAL,38,FEMENINO,PROPIEDAD ALQUILADA,1,1,0
51,TITULAR,FAMILIAR - GENERAL,25,MASCULINO,PROPIEDAD PRESTADA O CEDIDA,1,0,1
197,SUPLENTE,INDIVIDUAL - GENERAL,27,FEMENINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,NO_APLICA,NO_APLICA,NO_APLICA
130,SUPLENTE,FAMILIAR - GENERAL,37,MASCULINO,PROPIEDAD ALQUILADA,2,0,2
59,TITULAR,FAMILIAR - GENERAL,22,FEMENINO,PROPIEDAD PRESTADA O CEDIDA,1,0,1
35,TITULAR,FAMILIAR - GENERAL,48,FEMENINO,PROPIEDAD PRESTADA O CEDIDA,1,1,0
206,SUPLENTE,INDIVIDUAL - GENERAL,26,MASCULINO,PROPIEDAD ALQUILADA,NO_APLICA,NO_APLICA,NO_APLICA
70,TITULAR,FAMILIAR - GENERAL,64,FEMENINO,PROPIEDAD ALQUILADA,1,1,0
199,SUPLENTE,INDIVIDUAL - GENERAL,28,MASCULINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,NO_APLICA,NO_APLICA,NO_APLICA
97,SUPLENTE,FAMILIAR - GENERAL,21,FEMENINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,2,2,0
80,TITULAR,FAMILIAR - GENERAL,37,MASCULINO,PROPIEDAD ALQUILADA,3,2,1
115,SUPLENTE,FAMILIAR - GENERAL,41,MASCULINO,PROPIEDAD ALQUILADA,5,2,3
79,TITULAR,FAMILIAR - GENERAL,36,MASCULINO,PROPIEDAD ALQUILADA,1,0,1
32,TITULAR,FAMILIAR - GENERAL,31,FEMENINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,1,1,0
72,TITULAR,FAMILIAR - GENERAL,42,FEMENINO,PROPIEDAD ALQUILADA,2,1,1
2,TITULAR,FAMILIAR - CUPO PERSONA CON DISCAPACIDAD,47,FEMENINO,PROPIEDAD ALQUILADA,2,2,0
48,TITULAR,FAMILIAR - GENERAL,41,MASCULINO,PROPIEDAD ALQUILADA,3,2,1
10,SUPLENTE,FAMILIAR - CUPO PERSONA CON DISCAPACIDAD,29,FEMENINO,PROPIEDAD PRESTADA O CEDIDA,5,4,1
123,SUPLENTE,FAMILIAR - GENERAL,24,MASCULINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,1,0,1
209,SUPLENTE,INDIVIDUAL - GENERAL,30,MASCULINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,NO_APLICA,NO_APLICA,NO_APLICA
82,TITULAR,FAMILIAR - GENERAL,33,FEMENINO,PROPIEDAD PRESTADA O CEDIDA,3,3,0
38,TITULAR,FAMILIAR - GENERAL,24,FEMENINO,PROPIEDAD PRESTADA O CEDIDA,4,3,1
37,TITULAR,FAMILIAR - GENERAL,24,FEMENINO,PROPIEDAD ALQUILADA,1,1,0
78,TITULAR,FAMILIAR - GENERAL,61,FEMENINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,2,0,2
134,SUPLENTE,FAMILIAR - GENERAL,32,FEMENINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,3,2,1
90,SUPLENTE,FAMILIAR - GENERAL,27,MASCULINO,PROPIEDAD PRESTADA O CEDIDA,3,1,2
140,SUPLENTE,FAMILIAR - GENERAL,50,MASCULINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,3,1,2
208,SUPLENTE,INDIVIDUAL - GENERAL,24,FEMENINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,NO_APLICA,NO_APLICA,NO_APLICA
109,SUPLENTE,FAMILIAR - GENERAL,30,MASCULINO,PROPIEDAD ALQUILADA,1,0,1
95,SUPLENTE,FAMILIAR - GENERAL,43,FEMENINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,2,1,1
57,TITULAR,FAMILIAR - GENERAL,37,FEMENINO,PROPIEDAD ALQUILADA,2,0,2
118,SUPLENTE,FAMILIAR - GENERAL,42,MASCULINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,3,2,1
68,TITULAR,FAMILIAR - GENERAL,27,FEMENINO,PROPIEDAD ALQUILADA,3,3,0
138,SUPLENTE,FAMILIAR - GENERAL,28,FEMENINO,PROPIEDAD ALQUILADA,2,1,1
66,TITULAR,FAMILIAR - GENERAL,33,FEMENINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,2,2,0
67,TITULAR,FAMILIAR - GENERAL,37,FEMENINO,PROPIEDAD ALQUILADA,2,1,1
129,SUPLENTE,FAMILIAR - GENERAL,46,FEMENINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,3,3,0
117,SUPLENTE,FAMILIAR - GENERAL,35,MASCULINO,PROPIEDAD ALQUILADA,3,1,2
88,SUPLENTE,FAMILIAR - GENERAL,26,MASCULINO,PROPIEDAD ALQUILADA,1,0,1
47,TITULAR,FAMILIAR - GENERAL,30,FEMENINO,PROPIEDAD ALQUILADA,1,1,0
3,SUPLENTE,FAMILIAR - CUPO PERSONA CON DISCAPACIDAD,34,FEMENINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,2,0,2
26,TITULAR,FAMILIAR - GENERAL,44,MASCULINO,PROPIEDAD ALQUILADA,3,1,2
61,TITULAR,FAMILIAR - GENERAL,37,MASCULINO,PROPIEDAD PRESTADA O CEDIDA,4,0,4
127,SUPLENTE,FAMILIAR - GENERAL,28,FEMENINO,PROPIEDAD ALQUILADA,2,2,0
116,SUPLENTE,FAMILIAR - GENERAL,23,MASCULINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,2,0,2
204,SUPLENTE,INDIVIDUAL - GENERAL,21,MASCULINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,NO_APLICA,NO_APLICA,NO_APLICA
43,TITULAR,FAMILIAR - GENERAL,34,MASCULINO,PROPIEDAD ALQUILADA,1,1,0
136,SUPLENTE,FAMILIAR - GENERAL,26,MASCULINO,PROPIEDAD ALQUILADA,3,2,1
12,TITULAR,FAMILIAR - GENERAL,37,MASCULINO,PROPIEDAD ALQUILADA,1,1,0
75,TITULAR,FAMILIAR - GENERAL,58,MASCULINO,PROPIEDAD PRESTADA O CEDIDA,1,0,1
23,TITULAR,FAMILIAR - GENERAL,29,MASCULINO,PROPIEDAD ALQUILADA,1,0,1
212,SUPLENTE,INDIVIDUAL - GENERAL,23,FEMENINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,NO_APLICA,NO_APLICA,NO_APLICA
15,TITULAR,FAMILIAR - GENERAL,50,FEMENINO,PROPIEDAD ALQUILADA,1,0,1
52,TITULAR,FAMILIAR - GENERAL,42,FEMENINO,PROPIEDAD ALQUILADA,1,1,0
19,TITULAR,FAMILIAR - GENERAL,40,FEMENINO,PROPIEDAD ALQUILADA,2,1,1
14,TITULAR,FAMILIAR - GENERAL,23,FEMENINO,PROPIEDAD ALQUILADA,1,0,1
54,TITULAR,FAMILIAR - GENERAL,46,MASCULINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,3,2,1
65,TITULAR,FAMILIAR - GENERAL,23,FEMENINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,1,1,0
210,SUPLENTE,INDIVIDUAL - GENERAL,19,MASCULINO,PROPIEDAD ALQUILADA,NO_APLICA,NO_APLICA,NO_APLICA
29,TITULAR,FAMILIAR - GENERAL,34,FEMENINO,PROPIEDAD ALQUILADA,4,3,1
40,TITULAR,FAMILIAR - GENERAL,30,MASCULINO,PROPIEDAD ALQUILADA,2,1,1
27,TITULAR,FAMILIAR - GENERAL,25,FEMENINO,PROPIEDAD ALQUILADA,3,1,2
205,SUPLENTE,INDIVIDUAL - GENERAL,22,FEMENINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,NO_APLICA,NO_APLICA,NO_APLICA
49,TITULAR,FAMILIAR - GENERAL,38,FEMENINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,3,1,2
17,TITULAR,FAMILIAR - GENERAL,28,FEMENINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,3,3,0
94,SUPLENTE,FAMILIAR - GENERAL,24,FEMENINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,2,1,1
84,TITULAR,FAMILIAR - GENERAL,20,MASCULINO,PROPIEDAD ALQUILADA,1,0,1
74,TITULAR,FAMILIAR - GENERAL,36,FEMENINO,PROPIEDAD ALQUILADA,1,1,0
53,TITULAR,FAMILIAR - GENERAL,22,MASCULINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,1,0,1
7,SUPLENTE,FAMILIAR - CUPO PERSONA CON DISCAPACIDAD,39,MASCULINO,PROPIEDAD PRESTADA O CEDIDA,2,1,1
31,TITULAR,FAMILIAR - GENERAL,39,MASCULINO,PROPIEDAD PRESTADA O CEDIDA,3,2,1
16,TITULAR,FAMILIAR - GENERAL,28,FEMENINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,2,2,0
103,SUPLENTE,FAMILIAR - GENERAL,31,MASCULINO,PROPIEDAD ALQUILADA,3,1,2
120,SUPLENTE,FAMILIAR - GENERAL,39,MASCULINO,PROPIEDAD PRESTADA O CEDIDA,3,1,2
5,SUPLENTE,FAMILIAR - CUPO PERSONA CON DISCAPACIDAD,29,FEMENINO,PROPIEDAD ALQUILADA,1,0,1
99,SUPLENTE,FAMILIAR - GENERAL,33,FEMENINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,5,2,3
125,SUPLENTE,FAMILIAR - GENERAL,31,FEMENINO,PROPIEDAD ALQUILADA,2,1,1
102,SUPLENTE,FAMILIAR - GENERAL,49,FEMENINO,PROPIEDAD PRESTADA O CEDIDA,3,2,1
36,TITULAR,FAMILIAR - GENERAL,26,MASCULINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,1,0,1
137,SUPLENTE,FAMILIAR - GENERAL,25,FEMENINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,3,2,1
30,TITULAR,FAMILIAR - GENERAL,32,MASCULINO,PROPIEDAD ALQUILADA,2,0,2
111,SUPLENTE,FAMILIAR - GENERAL,30,MASCULINO,PROPIEDAD PRESTADA O CEDIDA,1,1,0
46,TITULAR,FAMILIAR - GENERAL,28,FEMENINO,PROPIEDAD ALQUILADA,3,2,1
9,SUPLENTE,FAMILIAR - CUPO PERSONA CON DISCAPACIDAD,45,FEMENINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,1,0,1
133,SUPLENTE,FAMILIAR - GENERAL,30,FEMENINO,PROPIEDAD ALQUILADA,2,2,0
45,TITULAR,FAMILIAR - GENERAL,37,MASCULINO,PROPIEDAD ALQUILADA,1,0,1
60,TITULAR,FAMILIAR - GENERAL,31,FEMENINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,2,1,1
42,TITULAR,FAMILIAR - GENERAL,32,MASCULINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,3,0,3
112,SUPLENTE,FAMILIAR - GENERAL,28,MASCULINO,PROPIEDAD PRESTADA O CEDIDA,1,0,1
18,TITULAR,FAMILIAR - GENERAL,45,FEMENINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,1,1,0
24,TITULAR,FAMILIAR - GENERAL,30,MASCULINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,2,1,1
73,TITULAR,FAMILIAR - GENERAL,31,MASCULINO,PROPIEDAD ALQUILADA,2,1,1
108,SUPLENTE,FAMILIAR - GENERAL,48,MASCULINO,PROPIEDAD ALQUILADA,3,0,3
105,SUPLENTE,FAMILIAR - GENERAL,30,MASCULINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,1,0,1
96,SUPLENTE,FAMILIAR - GENERAL,37,FEMENINO,PROPIEDAD ALQUILADA,1,1,0
114,SUPLENTE,FAMILIAR - GENERAL,23,FEMENINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,1,0,1
106,SUPLENTE,FAMILIAR - GENERAL,54,MASCULINO,PROPIEDAD ALQUILADA,1,0,1
13,TITULAR,FAMILIAR - GENERAL,45,FEMENINO,PROPIEDAD ALQUILADA,2,1,1
131,SUPLENTE,FAMILIAR - GENERAL,54,FEMENINO,PROPIEDAD ALQUILADA,1,1,0
92,SUPLENTE,FAMILIAR - GENERAL,46,FEMENINO,PROPIEDAD ALQUILADA,1,1,0
211,SUPLENTE,INDIVIDUAL - GENERAL,22,FEMENINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,NO_APLICA,NO_APLICA,NO_APLICA
41,TITULAR,FAMILIAR - GENERAL,38,FEMENINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,3,3,0
86,SUPLENTE,FAMILIAR - GENERAL,38,MASCULINO,PROPIEDAD ALQUILADA,2,0,2
135,SUPLENTE,FAMILIAR - GENERAL,33,MASCULINO,PROPIEDAD ALQUILADA,1,0,1
107,SUPLENTE,FAMILIAR - GENERAL,31,MASCULINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,1,0,1
64,TITULAR,FAMILIAR - GENERAL,28,FEMENINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,1,0,1
91,SUPLENTE,FAMILIAR - GENERAL,46,MASCULINO,PROPIEDAD ALQUILADA,2,1,1
1,TITULAR,FAMILIAR - CUPO PERSONA CON DISCAPACIDAD,46,MASCULINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,3,3,0
207,SUPLENTE,INDIVIDUAL - GENERAL,18,MASCULINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,NO_APLICA,NO_APLICA,NO_APLICA
200,SUPLENTE,INDIVIDUAL - GENERAL,25,FEMENINO,PROPIEDAD ALQUILADA,NO_APLICA,NO_APLICA,NO_APLICA
11,TITULAR,FAMILIAR - GENERAL,43,MASCULINO,PROPIEDAD PRESTADA O CEDIDA,2,0,2
113,SUPLENTE,FAMILIAR - GENERAL,44,FEMENINO,PROPIEDAD ALQUILADA,2,2,0
100,SUPLENTE,FAMILIAR - GENERAL,44,FEMENINO,PROPIEDAD PRESTADA O CEDIDA,3,2,1
62,TITULAR,FAMILIAR - GENERAL,33,FEMENINO,PROPIEDAD ALQUILADA,1,1,0
104,SUPLENTE,FAMILIAR - GENERAL,23,MASCULINO,PROPIEDAD ALQUILADA,1,1,0
119,SUPLENTE,FAMILIAR - GENERAL,39,MASCULINO,PROPIEDAD ALQUILADA,3,0,3
56,TITULAR,FAMILIAR - GENERAL,42,FEMENINO,PROPIEDAD PRESTADA O CEDIDA,3,2,1
110,SUPLENTE,FAMILIAR - GENERAL,33,MASCULINO,PROPIEDAD ALQUILADA,3,1,2
201,SUPLENTE,INDIVIDUAL - GENERAL,28,FEMENINO,PROPIEDAD ALQUILADA,NO_APLICA,NO_APLICA,NO_APLICA
198,SUPLENTE,INDIVIDUAL - GENERAL,26,FEMENINO,PROPIEDAD ALQUILADA,NO_APLICA,NO_APLICA,NO_APLICA
93,SUPLENTE,FAMILIAR - GENERAL,53,MASCULINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,4,2,2
132,SUPLENTE,FAMILIAR - GENERAL,28,FEMENINO,PROPIEDAD PRESTADA O CEDIDA,1,0,1
203,SUPLENTE,INDIVIDUAL - GENERAL,49,FEMENINO,PROPIEDAD ALQUILADA,NO_APLICA,NO_APLICA,NO_APLICA
28,TITULAR,FAMILIAR - GENERAL,23,FEMENINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,2,1,1
21,TITULAR,FAMILIAR - GENERAL,26,MASCULINO,PROPIEDAD ALQUILADA,2,0,2
101,SUPLENTE,FAMILIAR - GENERAL,37,FEMENINO,PROPIEDAD ALQUILADA,3,3,0
128,SUPLENTE,FAMILIAR - GENERAL,27,MASCULINO,PROPIEDAD ALQUILADA,1,0,1
98,SUPLENTE,FAMILIAR - GENERAL,26,MASCULINO,PROPIEDAD ALQUILADA,1,0,1
139,SUPLENTE,FAMILIAR - GENERAL,33,MASCULINO,PROPIEDAD ALQUILADA,3,1,2
142,SUPLENTE,FAMILIAR - GENERAL,23,MASCULINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,1,0,1
143,SUPLENTE,FAMILIAR - GENERAL,40,MASCULINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,3,1,2
144,SUPLENTE,FAMILIAR - GENERAL,26,FEMENINO,PROPIEDAD ALQUILADA,1,1,0
145,SUPLENTE,FAMILIAR - GENERAL,37,FEMENINO,PROPIEDAD PRESTADA O CEDIDA,1,1,0
146,SUPLENTE,FAMILIAR - GENERAL,26,MASCULINO,PROPIEDAD ALQUILADA,2,1,1
147,SUPLENTE,FAMILIAR - GENERAL,35,FEMENINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,1,1,0
148,SUPLENTE,FAMILIAR - GENERAL,48,FEMENINO,PROPIEDAD ALQUILADA,3,2,1
149,SUPLENTE,FAMILIAR - GENERAL,53,FEMENINO,PROPIEDAD ALQUILADA,3,1,2
150,SUPLENTE,FAMILIAR - GENERAL,29,MASCULINO,PROPIEDAD ALQUILADA,1,0,1
151,SUPLENTE,FAMILIAR - GENERAL,37,MASCULINO,PROPIEDAD ALQUILADA,2,1,1
152,SUPLENTE,FAMILIAR - GENERAL,57,MASCULINO,PROPIEDAD ALQUILADA,1,0,1
153,SUPLENTE,FAMILIAR - GENERAL,28,MASCULINO,PROPIEDAD ALQUILADA,1,0,1
154,SUPLENTE,FAMILIAR - GENERAL,39,MASCULINO,PROPIEDAD ALQUILADA,3,2,1
155,SUPLENTE,FAMILIAR - GENERAL,32,MASCULINO,PROPIEDAD ALQUILADA,2,1,1
156,SUPLENTE,FAMILIAR - GENERAL,37,MASCULINO,PROPIEDAD ALQUILADA,1,0,1
157,SUPLENTE,FAMILIAR - GENERAL,37,FEMENINO,PROPIEDAD PRESTADA O CEDIDA,2,1,1
158,SUPLENTE,FAMILIAR - GENERAL,30,FEMENINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,1,1,0
159,TITULAR,INDIVIDUAL - CUPO PERSONA CON DISCAPACIDAD,28,MASCULINO,PROPIEDAD OCUPADA DE HECHO,NO_APLICA,NO_APLICA,NO_APLICA
160,TITULAR,INDIVIDUAL - CUPO PERSONA CON DISCAPACIDAD,61,MASCULINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,NO_APLICA,NO_APLICA,NO_APLICA
161,SUPLENTE,INDIVIDUAL - CUPO PERSONA CON DISCAPACIDAD,24,MASCULINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,NO_APLICA,NO_APLICA,NO_APLICA
162,SUPLENTE,INDIVIDUAL - CUPO PERSONA CON DISCAPACIDAD,23,FEMENINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,NO_APLICA,NO_APLICA,NO_APLICA
163,SUPLENTE,INDIVIDUAL - CUPO PERSONA CON DISCAPACIDAD,33,MASCULINO,PROPIEDAD ALQUILADA,NO_APLICA,NO_APLICA,NO_APLICA
164,SUPLENTE,INDIVIDUAL - CUPO PERSONA CON DISCAPACIDAD,37,MASCULINO,PROPIEDAD ALQUILADA,NO_APLICA,NO_APLICA,NO_APLICA
165,SUPLENTE,INDIVIDUAL - CUPO PERSONA CON DISCAPACIDAD,22,MASCULINO,PROPIEDAD ALQUILADA,NO_APLICA,NO_APLICA,NO_APLICA
166,SUPLENTE,INDIVIDUAL - CUPO PERSONA CON DISCAPACIDAD,49,FEMENINO,PROPIEDAD PRESTADA O CEDIDA,NO_APLICA,NO_APLICA,NO_APLICA
167,SUPLENTE,INDIVIDUAL - CUPO PERSONA CON DISCAPACIDAD,27,MASCULINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,NO_APLICA,NO_APLICA,NO_APLICA
168,SUPLENTE,INDIVIDUAL - CUPO PERSONA CON DISCAPACIDAD,47,MASCULINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,NO_APLICA,NO_APLICA,NO_APLICA
169,TITULAR,INDIVIDUAL - GENERAL,36,MASCULINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,NO_APLICA,NO_APLICA,NO_APLICA
170,TITULAR,INDIVIDUAL - GENERAL,26,FEMENINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,NO_APLICA,NO_APLICA,NO_APLICA
171,TITULAR,INDIVIDUAL - GENERAL,38,MASCULINO,PROPIEDAD PRESTADA O CEDIDA,NO_APLICA,NO_APLICA,NO_APLICA
172,TITULAR,INDIVIDUAL - GENERAL,25,MASCULINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,NO_APLICA,NO_APLICA,NO_APLICA
173,TITULAR,INDIVIDUAL - GENERAL,37,FEMENINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,NO_APLICA,NO_APLICA,NO_APLICA
174,TITULAR,INDIVIDUAL - GENERAL,22,MASCULINO,PROPIEDAD ALQUILADA,NO_APLICA,NO_APLICA,NO_APLICA
175,TITULAR,INDIVIDUAL - GENERAL,61,FEMENINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,NO_APLICA,NO_APLICA,NO_APLICA
176,TITULAR,INDIVIDUAL - GENERAL,38,FEMENINO,PROPIEDAD ALQUILADA,NO_APLICA,NO_APLICA,NO_APLICA
177,TITULAR,INDIVIDUAL - GENERAL,31,FEMENINO,PROPIEDAD ALQUILADA,NO_APLICA,NO_APLICA,NO_APLICA
178,TITULAR,INDIVIDUAL - GENERAL,24,MASCULINO,PROPIEDAD ALQUILADA,NO_APLICA,NO_APLICA,NO_APLICA
179,TITULAR,INDIVIDUAL - GENERAL,22,FEMENINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,NO_APLICA,NO_APLICA,NO_APLICA
180,TITULAR,INDIVIDUAL - GENERAL,32,FEMENINO,PROPIEDAD ALQUILADA,NO_APLICA,NO_APLICA,NO_APLICA
181,TITULAR,INDIVIDUAL - GENERAL,21,MASCULINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,NO_APLICA,NO_APLICA,NO_APLICA
182,TITULAR,INDIVIDUAL - GENERAL,21,FEMENINO,PROPIEDAD ALQUILADA,NO_APLICA,NO_APLICA,NO_APLICA
183,TITULAR,INDIVIDUAL - GENERAL,51,FEMENINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,NO_APLICA,NO_APLICA,NO_APLICA
184,TITULAR,INDIVIDUAL - GENERAL,20,MASCULINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,NO_APLICA,NO_APLICA,NO_APLICA
185,TITULAR,INDIVIDUAL - GENERAL,26,FEMENINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,NO_APLICA,NO_APLICA,NO_APLICA
186,TITULAR,INDIVIDUAL - GENERAL,44,MASCULINO,PROPIEDAD PRESTADA O CEDIDA,NO_APLICA,NO_APLICA,NO_APLICA
187,TITULAR,INDIVIDUAL - GENERAL,26,FEMENINO,PROPIEDAD OCUPADA DE HECHO,NO_APLICA,NO_APLICA,NO_APLICA
188,TITULAR,INDIVIDUAL - GENERAL,30,MASCULINO,PROPIEDAD ALQUILADA,NO_APLICA,NO_APLICA,NO_APLICA
189,TITULAR,INDIVIDUAL - GENERAL,26,MASCULINO,PROPIEDAD ALQUILADA,NO_APLICA,NO_APLICA,NO_APLICA
