id_beneficiario,condicion_sorteo,tipo_sorteo,edad_titular_inscripcion,genero_titular_inscripcion,situacion_habitacional,cantidad_integrantes_grupo_familiar,integrantes_grupo_familiar_masculino,integrantes_grupo_familiar_femenino
529,SUPLENTE,FAMILIAR - GENERAL,50,FEMENINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,1,1,0
2264,SUPLENTE,FAMILIAR - GENERAL,49,FEMENINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,1,1,0
4423,SUPLENTE,FAMILIAR - GENERAL,52,MASCULINO,PROPIEDAD ALQUILADA,1,0,1
39,SUPLENTE,FAMILIAR - GENERAL,53,FEMENINO,PROPIEDAD ALQUILADA,1,0,1
809,SUPLENTE,FAMILIAR - GENERAL,32,FEMENINO,PROPIEDAD ALQUILADA,1,1,0
1693,SUPLENTE,FAMILIAR - GENERAL,29,MASCULINO,PROPIEDAD ALQUILADA,4,2,2
2494,SUPLENTE,FAMILIAR - GENERAL,28,MASCULINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,1,0,1
2173,SUPLENTE,FAMILIAR - GENERAL,28,MASCULINO,PROPIEDAD ALQUILADA,2,1,1
855,SUPLENTE,FAMILIAR - GENERAL,30,FEMENINO,PROPIEDAD ALQUILADA,2,2,0
3,SUPLENTE,FAMILIAR - GENERAL,26,MASCULINO,PROPIEDAD ALQUILADA,1,0,1
1965,SUPLENTE,FAMILIAR - GENERAL,30,FEMENINO,VIVE EN SU LUGAR DE TRABAJO,2,1,1
4720,SUPLENTE,FAMILIAR - GENERAL,51,FEMENINO,PROPIEDAD ALQUILADA,2,1,1
3178,SUPLENTE,FAMILIAR - GENERAL,36,MASCULINO,PROPIEDAD ALQUILADA,4,2,2
3520,SUPLENTE,FAMILIAR - GENERAL,42,FEMENINO,PROPIEDAD PRESTADA O CEDIDA,2,2,0
3212,SUPLENTE,FAMILIAR - GENERAL,30,MASCULINO,PROPIEDAD ALQUILADA,2,0,2
4657,SUPLENTE,FAMILIAR - GENERAL,29,MASCULINO,PROPIEDAD PRESTADA O CEDIDA,1,0,1
1626,SUPLENTE,FAMILIAR - GENERAL,28,MASCULINO,PROPIEDAD PRESTADA O CEDIDA,2,0,2
4289,SUPLENTE,FAMILIAR - GENERAL,29,FEMENINO,PROPIEDAD ALQUILADA,2,2,0
4421,SUPLENTE,FAMILIAR - GENERAL,27,FEMENINO,PROPIEDAD ALQUILADA,1,1,0
2262,SUPLENTE,FAMILIAR - GENERAL,34,FEMENINO,PROPIEDAD ALQUILADA,1,0,1
1043,SUPLENTE,FAMILIAR - GENERAL,24,FEMENINO,PROPIEDAD ALQUILADA,1,1,0
1657,SUPLENTE,FAMILIAR - GENERAL,28,MASCULINO,PROPIEDAD ALQUILADA,1,0,1
4023,SUPLENTE,FAMILIAR - GENERAL,37,FEMENINO,PROPIEDAD ALQUILADA,4,1,3
3298,SUPLENTE,FAMILIAR - GENERAL,30,FEMENINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,1,1,0
2559,SUPLENTE,FAMILIAR - GENERAL,29,MASCULINO,PROPIEDAD PRESTADA O CEDIDA,2,1,1
2109,SUPLENTE,FAMILIAR - GENERAL,45,FEMENINO,PROPIEDAD ALQUILADA,1,1,0
4419,SUPLENTE,FAMILIAR - GENERAL,25,FEMENINO,PROPIEDAD ALQUILADA,1,1,0
1189,SUPLENTE,FAMILIAR - GENERAL,52,FEMENINO,PROPIEDAD ALQUILADA,2,0,2
274,SUPLENTE,FAMILIAR - GENERAL,40,MASCULINO,PROPIEDAD ALQUILADA,5,2,3
3400,SUPLENTE,FAMILIAR - GENERAL,32,MASCULINO,PROPIEDAD OCUPADA DE HECHO,3,1,2
1005,SUPLENTE,FAMILIAR - CUPO PERSONA CON DISCAPACIDAD,58,FEMENINO,PROPIEDAD ALQUILADA,2,2,0
1019,SUPLENTE,FAMILIAR - GENERAL,44,MASCULINO,PROPIEDAD ALQUILADA,2,1,1
56,SUPLENTE,FAMILIAR - GENERAL,41,MASCULINO,PROPIEDAD ALQUILADA,1,1,0
3421,SUPLENTE,FAMILIAR - GENERAL,25,MASCULINO,PROPIEDAD ALQUILADA,1,0,1
342,SUPLENTE,FAMILIAR - GENERAL,30,FEMENINO,PROPIEDAD PRESTADA O CEDIDA,3,1,2
3169,SUPLENTE,FAMILIAR - GENERAL,23,FEMENINO,PROPIEDAD ALQUILADA,1,1,0
640,SUPLENTE,FAMILIAR - GENERAL,38,FEMENINO,PROPIEDAD ALQUILADA,2,2,0
4512,SUPLENTE,FAMILIAR - GENERAL,41,MASCULINO,PROPIEDAD ALQUILADA,4,2,2
2095,SUPLENTE,FAMILIAR - GENERAL,39,MASCULINO,PROPIEDAD ALQUILADA,3,1,2
4551,SUPLENTE,FAMILIAR - GENERAL,58,FEMENINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,2,0,2
2704,SUPLENTE,FAMILIAR - GENERAL,46,MASCULINO,PROPIEDAD PRESTADA O CEDIDA,5,1,4
1142,SUPLENTE,FAMILIAR - GENERAL,31,FEMENINO,PROPIEDAD ALQUILADA,1,0,1
2696,SUPLENTE,FAMILIAR - GENERAL,25,FEMENINO,PROPIEDAD ALQUILADA,2,1,1
2652,SUPLENTE,FAMILIAR - GENERAL,22,FEMENINO,PROPIEDAD ALQUILADA,1,1,0
3121,SUPLENTE,FAMILIAR - GENERAL,28,MASCULINO,PROPIEDAD ALQUILADA,3,0,3
1562,SUPLENTE,FAMILIAR - GENERAL,30,MASCULINO,PROPIEDAD PRESTADA O CEDIDA,1,0,1
1178,SUPLENTE,FAMILIAR - GENERAL,42,FEMENINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,2,2,0
3149,SUPLENTE,FAMILIAR - GENERAL,30,FEMENINO,PROPIEDAD PRESTADA O CEDIDA,1,1,0
4708,SUPLENTE,FAMILIAR - GENERAL,43,FEMENINO,PROPIEDAD ALQUILADA,3,3,0
4176,SUPLENTE,FAMILIAR - GENERAL,38,FEMENINO,PROPIEDAD ALQUILADA,5,4,1
2039,SUPLENTE,FAMILIAR - GENERAL,19,MASCULINO,PROPIEDAD ALQUILADA,1,1,0
938,SUPLENTE,FAMILIAR - GENERAL,34,FEMENINO,PROPIEDAD ALQUILADA,2,1,1
4717,SUPLENTE,FAMILIAR - GENERAL,46,MASCULINO,PROPIEDAD PRESTADA O CEDIDA,4,1,3
2768,SUPLENTE,FAMILIAR - GENERAL,36,MASCULINO,PROPIEDAD ALQUILADA,4,1,3
1422,SUPLENTE,FAMILIAR - GENERAL,33,FEMENINO,PROPIEDAD ALQUILADA,2,1,1
3900,SUPLENTE,FAMILIAR - GENERAL,31,FEMENINO,PROPIEDAD ALQUILADA,1,1,0
1583,SUPLENTE,FAMILIAR - GENERAL,22,FEMENINO,PROPIEDAD PRESTADA O CEDIDA,2,1,1
2356,SUPLENTE,FAMILIAR - GENERAL,30,FEMENINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,1,1,0
819,SUPLENTE,FAMILIAR - GENERAL,30,MASCULINO,PROPIEDAD ALQUILADA,2,0,2
316,SUPLENTE,FAMILIAR - GENERAL,42,MASCULINO,PROPIEDAD ALQUILADA,3,2,1
4243,SUPLENTE,FAMILIAR - GENERAL,36,MASCULINO,PROPIEDAD ALQUILADA,1,0,1
3647,SUPLENTE,FAMILIAR - GENERAL,39,MASCULINO,PROPIEDAD ALQUILADA,3,1,2
960,SUPLENTE,FAMILIAR - GENERAL,26,MASCULINO,PROPIEDAD ALQUILADA,1,0,1
1844,SUPLENTE,FAMILIAR - GENERAL,31,MASCULINO,PROPIEDAD ALQUILADA,4,1,3
2477,SUPLENTE,FAMILIAR - GENERAL,39,MASCULINO,PROPIEDAD ALQUILADA,2,1,1
4127,SUPLENTE,FAMILIAR - GENERAL,37,FEMENINO,PROPIEDAD ALQUILADA,2,0,2
2602,SUPLENTE,FAMILIAR - GENERAL,40,MASCULINO,PROPIEDAD ALQUILADA,3,0,3
4042,SUPLENTE,FAMILIAR - GENERAL,51,FEMENINO,PROPIEDAD ALQUILADA,4,2,2
1759,SUPLENTE,FAMILIAR - GENERAL,38,MASCULINO,PROPIEDAD PRESTADA O CEDIDA,6,3,3
4375,TITULAR,FAMILIAR - GENERAL,29,MASCULINO,PROPIEDAD OCUPADA DE HECHO,1,0,1
1508,TITULAR,FAMILIAR - GENERAL,29,MASCULINO,PROPIEDAD ALQUILADA,1,0,1
661,TITULAR,FAMILIAR - GENERAL,32,FEMENINO,PROPIEDAD ALQUILADA,1,1,0
609,TITULAR,FAMILIAR - GENERAL,27,FEMENINO,PROPIEDAD PRESTADA O CEDIDA,2,1,1
3723,TITULAR,FAMILIAR - CUPO PERSONA CON DISCAPACIDAD,58,FEMENINO,PROPIEDAD ALQUILADA,1,1,0
1753,TITULAR,FAMILIAR - GENERAL,28,FEMENINO,PROPIEDAD ALQUILADA,1,0,1
413,TITULAR,FAMILIAR - GENERAL,32,FEMENINO,PROPIEDAD ALQUILADA,3,2,1
1871,TITULAR,FAMILIAR - GENERAL,41,MASCULINO,PROPIEDAD PRESTADA O CEDIDA,4,2,2
4240,TITULAR,FAMILIAR - GENERAL,36,MASCULINO,PROPIEDAD ALQUILADA,3,1,2
4049,TITULAR,FAMILIAR - GENERAL,33,MASCULINO,PROPIEDAD ALQUILADA,2,0,2
3308,TITULAR,FAMILIAR - GENERAL,23,MASCULINO,PROPIEDAD ALQUILADA,4,1,3
629,TITULAR,FAMILIAR - GENERAL,30,MASCULINO,PROPIEDAD PRESTADA O CEDIDA,3,2,1
3945,SUPLENTE,FAMILIAR - CUPO PERSONA CON DISCAPACIDAD,38,MASCULINO,PROPIEDAD ALQUILADA,2,0,2
3539,SUPLENTE,FAMILIAR - CUPO PERSONA CON DISCAPACIDAD,46,FEMENINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,5,2,3
3969,SUPLENTE,FAMILIAR - CUPO PERSONA CON DISCAPACIDAD,54,FEMENINO,PROPIEDAD ALQUILADA,1,1,0
615,SUPLENTE,FAMILIAR - GENERAL,35,MASCULINO,PROPIEDAD ALQUILADA,2,1,1
2963,SUPLENTE,FAMILIAR - GENERAL,45,MASCULINO,PROPIEDAD ALQUILADA,3,1,2
214,SUPLENTE,FAMILIAR - GENERAL,26,FEMENINO,PROPIEDAD ALQUILADA,2,2,0
4112,SUPLENTE,FAMILIAR - GENERAL,32,MASCULINO,PROPIEDAD ALQUILADA,3,2,1
2753,SUPLENTE,FAMILIAR - GENERAL,20,MASCULINO,PROPIEDAD PRESTADA O CEDIDA,1,0,1
895,SUPLENTE,FAMILIAR - GENERAL,37,MASCULINO,VIVE EN SU LUGAR DE TRABAJO,1,0,1
3090,SUPLENTE,FAMILIAR - GENERAL,39,FEMENINO,PROPIEDAD ALQUILADA,3,2,1
719,SUPLENTE,FAMILIAR - GENERAL,49,MASCULINO,PROPIEDAD ALQUILADA,3,1,2
1108,SUPLENTE,FAMILIAR - GENERAL,30,MASCULINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,3,0,3
1874,SUPLENTE,FAMILIAR - GENERAL,33,MASCULINO,PROPIEDAD ALQUILADA,3,1,2
1893,SUPLENTE,FAMILIAR - GENERAL,35,FEMENINO,PROPIEDAD PRESTADA O CEDIDA,4,3,1
3357,SUPLENTE,FAMILIAR - GENERAL,28,FEMENINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,1,1,0
2942,SUPLENTE,FAMILIAR - GENERAL,35,MASCULINO,PROPIEDAD PRESTADA O CEDIDA,3,1,2
2220,SUPLENTE,FAMILIAR - GENERAL,33,MASCULINO,PROPIEDAD ALQUILADA,1,1,0
2988,SUPLENTE,FAMILIAR - GENERAL,22,MASCULINO,PROPIEDAD ALQUILADA,2,1,1
4506,SUPLENTE,FAMILIAR - GENERAL,34,FEMENINO,PROPIEDAD ALQUILADA,2,1,1
4229,SUPLENTE,FAMILIAR - GENERAL,40,MASCULINO,PROPIEDAD ALQUILADA,3,2,1
3873,SUPLENTE,FAMILIAR - GENERAL,31,FEMENINO,PROPIEDAD ALQUILADA,2,1,1
1035,SUPLENTE,FAMILIAR - GENERAL,23,MASCULINO,PROPIEDAD ALQUILADA,2,0,2
542,SUPLENTE,FAMILIAR - GENERAL,28,MASCULINO,PROPIEDAD ALQUILADA,2,0,2
4427,SUPLENTE,FAMILIAR - CUPO PERSONA CON DISCAPACIDAD,35,FEMENINO,PROPIEDAD ALQUILADA,2,1,1
4581,SUPLENTE,FAMILIAR - GENERAL,25,MASCULINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,1,1,0
3435,SUPLENTE,FAMILIAR - CUPO PERSONA CON DISCAPACIDAD,32,MASCULINO,PROPIEDAD ALQUILADA,4,1,3
4091,SUPLENTE,FAMILIAR - GENERAL,43,FEMENINO,PROPIEDAD ALQUILADA,2,2,0
2336,SUPLENTE,FAMILIAR - GENERAL,37,FEMENINO,PROPIEDAD PRESTADA O CEDIDA,3,2,1
1392,SUPLENTE,FAMILIAR - GENERAL,32,FEMENINO,PROPIEDAD ALQUILADA,5,3,2
699,SUPLENTE,FAMILIAR - GENERAL,43,MASCULINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,2,1,1
4321,SUPLENTE,FAMILIAR - GENERAL,45,MASCULINO,PROPIEDAD PRESTADA O CEDIDA,2,2,0
4362,SUPLENTE,FAMILIAR - GENERAL,27,MASCULINO,PROPIEDAD PRESTADA O CEDIDA,1,0,1
3670,SUPLENTE,FAMILIAR - GENERAL,30,FEMENINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,1,1,0
2594,SUPLENTE,FAMILIAR - GENERAL,26,FEMENINO,PROPIEDAD ALQUILADA,1,1,0
2838,SUPLENTE,FAMILIAR - GENERAL,46,MASCULINO,PROPIEDAD PRESTADA O CEDIDA,3,0,3
2619,SUPLENTE,FAMILIAR - GENERAL,28,MASCULINO,PROPIEDAD ALQUILADA,2,0,2
4658,SUPLENTE,FAMILIAR - GENERAL,26,MASCULINO,PROPIEDAD ALQUILADA,1,0,1
3701,SUPLENTE,FAMILIAR - GENERAL,43,MASCULINO,PROPIEDAD PRESTADA O CEDIDA,3,1,2
3321,SUPLENTE,FAMILIAR - GENERAL,32,MASCULINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,1,1,0
3509,SUPLENTE,FAMILIAR - GENERAL,30,MASCULINO,PROPIEDAD PRESTADA O CEDIDA,3,1,2
3970,SUPLENTE,FAMILIAR - CUPO PERSONA CON DISCAPACIDAD,57,MASCULINO,PROPIEDAD ALQUILADA,1,1,0
4097,SUPLENTE,FAMILIAR - GENERAL,29,FEMENINO,PROPIEDAD ALQUILADA,3,2,1
1474,SUPLENTE,FAMILIAR - GENERAL,24,MASCULINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,1,0,1
1196,SUPLENTE,FAMILIAR - GENERAL,30,FEMENINO,PROPIEDAD ALQUILADA,1,1,0
3047,SUPLENTE,FAMILIAR - GENERAL,46,MASCULINO,PROPIEDAD ALQUILADA,1,0,1
1177,SUPLENTE,FAMILIAR - GENERAL,38,FEMENINO,PROPIEDAD ALQUILADA,2,2,0
460,SUPLENTE,FAMILIAR - CUPO PERSONA CON DISCAPACIDAD,33,FEMENINO,PROPIEDAD ALQUILADA,1,1,0
4162,SUPLENTE,FAMILIAR - GENERAL,37,MASCULINO,PROPIEDAD PRESTADA O CEDIDA,2,0,2
403,SUPLENTE,FAMILIAR - GENERAL,33,MASCULINO,PROPIEDAD ALQUILADA,2,0,2
4013,SUPLENTE,FAMILIAR - GENERAL,37,MASCULINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,1,1,0
4526,SUPLENTE,FAMILIAR - GENERAL,42,MASCULINO,PROPIEDAD ALQUILADA,1,1,0
2382,SUPLENTE,FAMILIAR - GENERAL,38,MASCULINO,PROPIEDAD ALQUILADA,3,2,1
2799,SUPLENTE,FAMILIAR - GENERAL,33,MASCULINO,PROPIEDAD PRESTADA O CEDIDA,2,1,1
4458,SUPLENTE,FAMILIAR - GENERAL,39,FEMENINO,PROPIEDAD PRESTADA O CEDIDA,3,1,2
1630,SUPLENTE,FAMILIAR - GENERAL,25,FEMENINO,PROPIEDAD PRESTADA O CEDIDA,3,3,0
1503,SUPLENTE,FAMILIAR - CUPO PERSONA CON DISCAPACIDAD,54,MASCULINO,PROPIEDAD ALQUILADA,3,0,3
770,SUPLENTE,FAMILIAR - GENERAL,29,FEMENINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,1,0,1
1933,SUPLENTE,FAMILIAR - GENERAL,30,MASCULINO,PROPIEDAD PRESTADA O CEDIDA,2,0,2
2761,SUPLENTE,FAMILIAR - GENERAL,46,FEMENINO,PROPIEDAD ALQUILADA,2,1,1
4602,SUPLENTE,FAMILIAR - GENERAL,31,FEMENINO,PROPIEDAD ALQUILADA,5,3,2
2910,SUPLENTE,FAMILIAR - GENERAL,41,FEMENINO,PROPIEDAD ALQUILADA,2,0,2
3715,SUPLENTE,FAMILIAR - CUPO PERSONA CON DISCAPACIDAD,48,MASCULINO,PROPIEDAD ALQUILADA,4,3,1
3923,SUPLENTE,FAMILIAR - GENERAL,30,FEMENINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,1,1,0
1086,SUPLENTE,FAMILIAR - GENERAL,32,FEMENINO,PROPIEDAD ALQUILADA,1,0,1
1013,SUPLENTE,FAMILIAR - CUPO PERSONA CON DISCAPACIDAD,35,MASCULINO,PROPIEDAD ALQUILADA,5,1,4
2536,SUPLENTE,FAMILIAR - GENERAL,33,FEMENINO,PROPIEDAD ALQUILADA,4,3,1
1112,SUPLENTE,FAMILIAR - GENERAL,21,MASCULINO,PROPIEDAD PRESTADA O CEDIDA,1,0,1
2976,SUPLENTE,FAMILIAR - GENERAL,28,MASCULINO,PROPIEDAD ALQUILADA,2,1,1
859,SUPLENTE,FAMILIAR - GENERAL,25,FEMENINO,PROPIEDAD PRESTADA O CEDIDA,1,0,1
3972,SUPLENTE,FAMILIAR - CUPO PERSONA CON DISCAPACIDAD,51,FEMENINO,PROPIEDAD ALQUILADA,2,1,1
3328,SUPLENTE,FAMILIAR - GENERAL,29,FEMENINO,PROPIEDAD ALQUILADA,2,2,0
3934,SUPLENTE,FAMILIAR - GENERAL,32,MASCULINO,PROPIEDAD ALQUILADA,1,1,0
4134,SUPLENTE,FAMILIAR - GENERAL,34,FEMENINO,PROPIEDAD ALQUILADA,6,2,4
2319,SUPLENTE,FAMILIAR - GENERAL,29,MASCULINO,PROPIEDAD ALQUILADA,2,0,2
1808,SUPLENTE,FAMILIAR - GENERAL,38,FEMENINO,PROPIEDAD ALQUILADA,2,1,1
3505,SUPLENTE,FAMILIAR - GENERAL,24,MASCULINO,PROPIEDAD ALQUILADA,2,1,1
2384,SUPLENTE,FAMILIAR - GENERAL,32,FEMENINO,PROPIEDAD ALQUILADA,1,1,0
2157,SUPLENTE,FAMILIAR - GENERAL,33,MASCULINO,PROPIEDAD PRESTADA O CEDIDA,1,0,1
2406,SUPLENTE,FAMILIAR - GENERAL,27,MASCULINO,PROPIEDAD ALQUILADA,1,0,1
1125,SUPLENTE,FAMILIAR - GENERAL,38,FEMENINO,PROPIEDAD ALQUILADA,3,2,1
493,SUPLENTE,FAMILIAR - GENERAL,27,FEMENINO,PROPIEDAD ALQUILADA,2,1,1
648,SUPLENTE,FAMILIAR - GENERAL,36,MASCULINO,PROPIEDAD ALQUILADA,3,2,1
3301,SUPLENTE,FAMILIAR - GENERAL,43,MASCULINO,PROPIEDAD ALQUILADA,2,1,1
468,SUPLENTE,FAMILIAR - GENERAL,36,MASCULINO,PROPIEDAD ALQUILADA,6,2,4
2503,SUPLENTE,FAMILIAR - GENERAL,38,FEMENINO,PROPIEDAD PRESTADA O CEDIDA,3,3,0
472,SUPLENTE,FAMILIAR - GENERAL,22,FEMENINO,PROPIEDAD PRESTADA O CEDIDA,1,1,0
1625,SUPLENTE,FAMILIAR - GENERAL,22,MASCULINO,PROPIEDAD ALQUILADA,1,0,1
3646,SUPLENTE,FAMILIAR - GENERAL,22,MASCULINO,PROPIEDAD PRESTADA O CEDIDA,2,0,2
932,SUPLENTE,FAMILIAR - GENERAL,23,MASCULINO,PROPIEDAD ALQUILADA,2,1,1
391,SUPLENTE,FAMILIAR - GENERAL,34,MASCULINO,PROPIEDAD PRESTADA O CEDIDA,2,2,0
1918,SUPLENTE,FAMILIAR - CUPO PERSONA CON DISCAPACIDAD,46,MASCULINO,PROPIEDAD ALQUILADA,2,1,1
3702,SUPLENTE,FAMILIAR - GENERAL,43,FEMENINO,PROPIEDAD ALQUILADA,3,3,0
795,SUPLENTE,FAMILIAR - GENERAL,44,MASCULINO,PROPIEDAD ALQUILADA,3,1,2
248,SUPLENTE,FAMILIAR - GENERAL,27,MASCULINO,PROPIEDAD ALQUILADA,1,0,1
3153,SUPLENTE,FAMILIAR - GENERAL,21,FEMENINO,PROPIEDAD ALQUILADA,3,3,0
2430,TITULAR,FAMILIAR - GENERAL,32,FEMENINO,PROPIEDAD ALQUILADA,1,1,0
563,TITULAR,FAMILIAR - GENERAL,30,MASCULINO,PROPIEDAD PRESTADA O CEDIDA,1,0,1
3714,TITULAR,FAMILIAR - GENERAL,33,FEMENINO,PROPIEDAD ALQUILADA,3,2,1
3913,TITULAR,FAMILIAR - GENERAL,27,FEMENINO,PROPIEDAD ALQUILADA,1,1,0
906,TITULAR,FAMILIAR - GENERAL,33,MASCULINO,PROPIEDAD ALQUILADA,2,1,1
3411,TITULAR,FAMILIAR - GENERAL,42,FEMENINO,PROPIEDAD ALQUILADA,2,1,1
4517,TITULAR,FAMILIAR - GENERAL,28,MASCULINO,PROPIEDAD ALQUILADA,2,1,1
4606,TITULAR,FAMILIAR - GENERAL,40,FEMENINO,PROPIEDAD ALQUILADA,1,1,0
3691,SUPLENTE,FAMILIAR - CUPO PERSONA CON DISCAPACIDAD,32,FEMENINO,PROPIEDAD PRESTADA O CEDIDA,1,1,0
3837,SUPLENTE,FAMILIAR - CUPO PERSONA CON DISCAPACIDAD,63,FEMENINO,PROPIEDAD ALQUILADA,2,1,1
