id_beneficiario,condicion_sorteo,tipo_sorteo,edad_titular_inscripcion,genero_titular_inscripcion,situacion_habitacional,cantidad_integrantes_grupo_familiar,integrantes_grupo_familiar_masculino,integrantes_grupo_familiar_femenino
1522,SUPLENTE,FAMILIAR - CUPO PERSONA CON DISCAPACIDAD,34,MASCULINO,PROPIEDAD ALQUILADA,4,2,2
4077,SUPLENTE,FAMILIAR - CUPO PERSONA CON DISCAPACIDAD,23,MASCULINO,PROPIEDAD ALQUILADA,2,1,1
2265,SUPLENTE,FAMILIAR - CUPO PERSONA CON DISCAPACIDAD,28,MASCULINO,PROPIEDAD ALQUILADA,1,0,1
3584,SUPLENTE,FAMILIAR - CUPO PERSONA CON DISCAPACIDAD,56,FEMENINO,PROPIEDAD PRESTADA O CEDIDA,3,0,3
3051,SUPLENTE,FAMILIAR - CUPO PERSONA CON DISCAPACIDAD,42,MASCULINO,VIVE EN SU LUGAR DE TRABAJO,1,1,0
4605,SUPLENTE,FAMILIAR - CUPO PERSONA CON DISCAPACIDAD,39,FEMENINO,PROPIEDAD ALQUILADA,4,2,2
2182,SUPLENTE,FAMILIAR - CUPO PERSONA CON DISCAPACIDAD,35,FEMENINO,PROPIEDAD ALQUILADA,3,2,1
266,SUPLENTE,FAMILIAR - GENERAL,39,FEMENINO,PROPIEDAD ALQUILADA,3,2,1
1291,SUPLENTE,FAMILIAR - GENERAL,54,MASCULINO,PROPIEDAD ALQUILADA,4,1,3
159,SUPLENTE,FAMILIAR - GENERAL,41,MASCULINO,PROPIEDAD PRESTADA O CEDIDA,3,1,2
1832,SUPLENTE,FAMILIAR - GENERAL,30,MASCULINO,PROPIEDAD PRESTADA O CEDIDA,3,1,2
4118,SUPLENTE,FAMILIAR - GENERAL,22,MASCULINO,PROPIEDAD PRESTADA O CEDIDA,2,1,1
435,SUPLENTE,FAMILIAR - GENERAL,33,MASCULINO,PROPIEDAD ALQUILADA,4,2,2
426,SUPLENTE,FAMILIAR - GENERAL,24,FEMENINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,4,1,3
3496,SUPLENTE,FAMILIAR - GENERAL,38,FEMENINO,PROPIEDAD PRESTADA O CEDIDA,3,0,3
1662,SUPLENTE,FAMILIAR - GENERAL,59,FEMENINO,PROPIEDAD ALQUILADA,2,1,1
1136,SUPLENTE,FAMILIAR - GENERAL,31,FEMENINO,VIVE EN SU LUGAR DE TRABAJO,4,2,2
3246,SUPLENTE,FAMILIAR - GENERAL,24,MASCULINO,PROPIEDAD ALQUILADA,1,1,0
3372,SUPLENTE,FAMILIAR - GENERAL,56,MASCULINO,PROPIEDAD ALQUILADA,4,1,3
4120,SUPLENTE,FAMILIAR - GENERAL,20,FEMENINO,VIVE EN SU LUGAR DE TRABAJO,1,0,1
842,SUPLENTE,FAMILIAR - GENERAL,23,FEMENINO,PROPIEDAD PRESTADA O CEDIDA,1,1,0
508,SUPLENTE,FAMILIAR - GENERAL,48,MASCULINO,PROPIEDAD ALQUILADA,2,1,1
4038,SUPLENTE,FAMILIAR - GENERAL,32,FEMENINO,PROPIEDAD OCUPADA DE HECHO,1,1,0
286,SUPLENTE,FAMILIAR - GENERAL,27,MASCULINO,PROPIEDAD ALQUILADA,4,3,1
2917,SUPLENTE,FAMILIAR - GENERAL,32,FEMENINO,PROPIEDAD ALQUILADA,2,2,0
4638,SUPLENTE,FAMILIAR - GENERAL,25,FEMENINO,PROPIEDAD ALQUILADA,2,1,1
3151,SUPLENTE,FAMILIAR - GENERAL,32,MASCULINO,PROPIEDAD PRESTADA O CEDIDA,2,1,1
3199,SUPLENTE,FAMILIAR - GENERAL,24,MASCULINO,PROPIEDAD ALQUILADA,1,0,1
3901,SUPLENTE,FAMILIAR - GENERAL,37,MASCULINO,PROPIEDAD PRESTADA O CEDIDA,3,1,2
2992,SUPLENTE,FAMILIAR - GENERAL,NA,FEMENINO,PROPIEDAD PRESTADA O CEDIDA,1,0,1
1497,SUPLENTE,FAMILIAR - GENERAL,29,FEMENINO,PROPIEDAD PRESTADA O CEDIDA,3,3,0
96,SUPLENTE,FAMILIAR - GENERAL,29,MASCULINO,PROPIEDAD ALQUILADA,2,1,1
2748,SUPLENTE,FAMILIAR - GENERAL,24,MASCULINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,2,1,1
131,SUPLENTE,FAMILIAR - GENERAL,33,MASCULINO,PROPIEDAD PRESTADA O CEDIDA,3,1,2
3491,SUPLENTE,FAMILIAR - CUPO PERSONA CON DISCAPACIDAD,24,FEMENINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,4,2,2
3889,SUPLENTE,FAMILIAR - GENERAL,50,FEMENINO,PROPIEDAD ALQUILADA,1,1,0
1837,SUPLENTE,FAMILIAR - GENERAL,31,MASCULINO,PROPIEDAD ALQUILADA,3,0,3
3434,SUPLENTE,FAMILIAR - GENERAL,28,MASCULINO,PROPIEDAD PRESTADA O CEDIDA,5,2,3
4621,SUPLENTE,FAMILIAR - GENERAL,29,MASCULINO,PROPIEDAD ALQUILADA,4,2,2
2481,SUPLENTE,FAMILIAR - GENERAL,27,MASCULINO,PROPIEDAD ALQUILADA,1,0,1
2466,SUPLENTE,FAMILIAR - CUPO PERSONA CON DISCAPACIDAD,31,MASCULINO,PROPIEDAD ALQUILADA,1,0,1
501,SUPLENTE,FAMILIAR - GENERAL,25,MASCULINO,PROPIEDAD ALQUILADA,3,1,2
1847,SUPLENTE,FAMILIAR - GENERAL,38,MASCULINO,PROPIEDAD PRESTADA O CEDIDA,4,1,3
3191,SUPLENTE,FAMILIAR - GENERAL,42,MASCULINO,PROPIEDAD ALQUILADA,4,2,2
380,SUPLENTE,FAMILIAR - GENERAL,NA,FEMENINO,PROPIEDAD OCUPADA DE HECHO,1,1,0
210,SUPLENTE,FAMILIAR - GENERAL,29,MASCULINO,PROPIEDAD OCUPADA DE HECHO,2,2,0
2472,SUPLENTE,FAMILIAR - GENERAL,48,FEMENINO,PROPIEDAD PRESTADA O CEDIDA,1,0,1
4545,SUPLENTE,FAMILIAR - GENERAL,26,FEMENINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,5,3,2
4284,SUPLENTE,FAMILIAR - GENERAL,44,FEMENINO,PROPIEDAD ALQUILADA,2,1,1
971,SUPLENTE,FAMILIAR - GENERAL,32,FEMENINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,2,2,0
1500,SUPLENTE,FAMILIAR - GENERAL,32,FEMENINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,1,1,0
4474,SUPLENTE,FAMILIAR - GENERAL,23,FEMENINO,PROPIEDAD ALQUILADA,2,1,1
1898,SUPLENTE,FAMILIAR - GENERAL,30,FEMENINO,PROPIEDAD ALQUILADA,1,1,0
4676,SUPLENTE,FAMILIAR - CUPO PERSONA CON DISCAPACIDAD,58,FEMENINO,PROPIEDAD ALQUILADA,2,2,0
3331,SUPLENTE,FAMILIAR - GENERAL,28,MASCULINO,PROPIEDAD ALQUILADA,2,1,1
2698,TITULAR,FAMILIAR - GENERAL,36,FEMENINO,PROPIEDAD ALQUILADA,2,0,2
2361,TITULAR,FAMILIAR - GENERAL,55,FEMENINO,PROPIEDAD PRESTADA O CEDIDA,1,1,0
1375,TITULAR,FAMILIAR - GENERAL,52,MASCULINO,PROPIEDAD ALQUILADA,1,1,0
2202,TITULAR,FAMILIAR - GENERAL,25,FEMENINO,PROPIEDAD PRESTADA O CEDIDA,1,0,1
2515,TITULAR,FAMILIAR - GENERAL,36,FEMENINO,PROPIEDAD ALQUILADA,2,2,0
2723,TITULAR,FAMILIAR - GENERAL,42,MASCULINO,PROPIEDAD ALQUILADA,4,1,3
1228,TITULAR,FAMILIAR - GENERAL,21,FEMENINO,PROPIEDAD ALQUILADA,1,1,0
3479,TITULAR,FAMILIAR - CUPO PERSONA CON DISCAPACIDAD,38,FEMENINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,3,1,2
1542,TITULAR,FAMILIAR - GENERAL,26,MASCULINO,PROPIEDAD OCUPADA DE HECHO,1,0,1
4307,TITULAR,FAMILIAR - GENERAL,46,FEMENINO,PROPIEDAD ALQUILADA,2,1,1
1180,TITULAR,FAMILIAR - GENERAL,39,FEMENINO,PROPIEDAD ALQUILADA,1,0,1
1115,TITULAR,FAMILIAR - GENERAL,32,FEMENINO,PROPIEDAD ALQUILADA,2,2,0
4064,TITULAR,FAMILIAR - GENERAL,31,MASCULINO,PROPIEDAD PRESTADA O CEDIDA,2,0,2
1634,TITULAR,FAMILIAR - GENERAL,34,MASCULINO,PROPIEDAD ALQUILADA,1,0,1
994,TITULAR,FAMILIAR - GENERAL,41,MASCULINO,PROPIEDAD PRESTADA O CEDIDA,2,0,2
2189,TITULAR,FAMILIAR - GENERAL,28,MASCULINO,VIVE EN SU LUGAR DE TRABAJO,1,0,1
4635,TITULAR,FAMILIAR - GENERAL,26,FEMENINO,PROPIEDAD ALQUILADA,3,1,2
4498,TITULAR,FAMILIAR - GENERAL,36,MASCULINO,PROPIEDAD ALQUILADA,3,2,1
3735,TITULAR,FAMILIAR - GENERAL,24,MASCULINO,PROPIEDAD ALQUILADA,2,0,2
4711,TITULAR,FAMILIAR - GENERAL,28,MASCULINO,PROPIEDAD ALQUILADA,4,2,2
1423,TITULAR,FAMILIAR - GENERAL,42,FEMENINO,PROPIEDAD PRESTADA O CEDIDA,2,1,1
129,TITULAR,FAMILIAR - GENERAL,37,FEMENINO,PROPIEDAD ALQUILADA,3,2,1
101,TITULAR,FAMILIAR - GENERAL,38,MASCULINO,PROPIEDAD PRESTADA O CEDIDA,3,1,2
3693,TITULAR,FAMILIAR - GENERAL,46,FEMENINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,1,1,0
723,TITULAR,FAMILIAR - CUPO PERSONA CON DISCAPACIDAD,49,MASCULINO,PROPIEDAD PRESTADA O CEDIDA,4,0,4
4182,TITULAR,FAMILIAR - GENERAL,26,FEMENINO,PROPIEDAD PRESTADA O CEDIDA,2,2,0
2531,TITULAR,FAMILIAR - GENERAL,55,FEMENINO,PROPIEDAD ALQUILADA,1,0,1
3756,TITULAR,FAMILIAR - GENERAL,35,FEMENINO,PROPIEDAD PRESTADA O CEDIDA,4,2,2
1792,TITULAR,FAMILIAR - GENERAL,35,MASCULINO,PROPIEDAD ALQUILADA,4,2,2
2303,TITULAR,FAMILIAR - GENERAL,25,FEMENINO,PROPIEDAD PRESTADA O CEDIDA,1,1,0
2297,TITULAR,FAMILIAR - GENERAL,33,MASCULINO,PROPIEDAD ALQUILADA,1,0,1
1233,TITULAR,FAMILIAR - GENERAL,37,FEMENINO,PROPIEDAD PRESTADA O CEDIDA,1,1,0
949,TITULAR,FAMILIAR - GENERAL,24,FEMENINO,PROPIEDAD ALQUILADA,1,1,0
3454,TITULAR,FAMILIAR - GENERAL,41,MASCULINO,PROPIEDAD ALQUILADA,3,0,3
1224,TITULAR,FAMILIAR - GENERAL,29,MASCULINO,PROPIEDAD ALQUILADA,3,1,2
174,TITULAR,FAMILIAR - GENERAL,41,MASCULINO,PROPIEDAD ALQUILADA,2,1,1
2916,TITULAR,FAMILIAR - GENERAL,36,MASCULINO,PROPIEDAD PRESTADA O CEDIDA,2,1,1
1181,TITULAR,FAMILIAR - GENERAL,22,MASCULINO,PROPIEDAD ALQUILADA,1,0,1
3855,TITULAR,FAMILIAR - GENERAL,33,MASCULINO,PROPIEDAD ALQUILADA,1,0,1
3644,TITULAR,FAMILIAR - GENERAL,51,MASCULINO,PROPIEDAD ALQUILADA,2,0,2
1184,TITULAR,FAMILIAR - GENERAL,27,FEMENINO,PROPIEDAD ALQUILADA,2,1,1
2765,TITULAR,FAMILIAR - GENERAL,32,MASCULINO,PROPIEDAD ALQUILADA,5,2,3
3586,TITULAR,FAMILIAR - GENERAL,34,FEMENINO,PROPIEDAD PRESTADA O CEDIDA,5,4,1
1018,TITULAR,FAMILIAR - GENERAL,32,FEMENINO,PROPIEDAD PRESTADA O CEDIDA,1,0,1
3954,TITULAR,FAMILIAR - GENERAL,38,FEMENINO,PROPIEDAD ALQUILADA,4,2,2
4688,TITULAR,FAMILIAR - GENERAL,26,FEMENINO,PROPIEDAD PRESTADA O CEDIDA,4,2,2
1393,TITULAR,FAMILIAR - GENERAL,29,FEMENINO,PROPIEDAD PRESTADA O CEDIDA,3,2,1
94,TITULAR,FAMILIAR - GENERAL,25,MASCULINO,PROPIEDAD ALQUILADA,1,0,1
3390,TITULAR,FAMILIAR - GENERAL,40,MASCULINO,PROPIEDAD ALQUILADA,2,1,1
2592,TITULAR,FAMILIAR - GENERAL,20,MASCULINO,PROPIEDAD ALQUILADA,1,0,1
1289,TITULAR,FAMILIAR - CUPO PERSONA CON DISCAPACIDAD,45,FEMENINO,PROPIEDAD PRESTADA O CEDIDA,2,0,2
88,TITULAR,FAMILIAR - GENERAL,26,MASCULINO,PROPIEDAD COMPARTIDA CON FAMILIA U OTROS,2,1,1
